0.05,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,Transcript
2.738,7.914,7.221,2.512,9.652,2.079,5.368,6.923,18.742,14.142,A1
17.559,24.125,12.084,4.364,9.421,5.97,2.665,1.299,5.426,0.009,A1
1.893,9.768,10.843,5.445,10.114,8.378,14.708,2.953,7.163,4.931,A1
36.168,0.505,2.357,2.275,17.178,5.877,1.893,12.877,6.525,3.798,A1
4.591,14.316,7.221,5.753,11.736,9.49,5.83,7.716,8.436,6.834,A1
19.493,10.693,7.452,8.759,13.241,6.71,8.146,7.716,6.062,6.164,A1
38.021,3.2,13.009,13.936,1.811,3.469,10.385,5.136,10.809,1.996,A1
0.041,0.884,6.525,2.357,15.673,4.034,2.974,16.185,9.768,9.305,A1
2.738,27.368,6.062,5.445,15.209,11.436,8.996,0.901,9.073,5.908,A1
6.525,5.6,5.136,6.372,3.746,6.619,10.617,8.974,8.609,4.57,A1
9.305,12.084,19.725,0.505,11.505,7.174,5.985,5.996,12.314,2.923,A1
5.6,9.768,3.978,4.828,9.073,1.987,3.052,10.363,5.946,10.951,A1
5.516,7.914,13.241,7.142,3.4,2.923,1.893,11.222,8.146,4.159,A1
5.516,14.862,1.662,11.465,8.725,7.267,5.908,1.613,8.146,8.069,A1
8.295,25.514,9.454,4.209,18.914,11.712,4.209,3.548,9.131,4.776,A1
12.927,11.075,7.684,6.217,7.914,6.71,8.301,1.166,6.815,10.899,A1
0.041,5.136,18.568,19.185,14.052,10.787,8.301,3.879,8.262,12.907,A1
22.191,4.209,3.664,2.512,6.293,1.987,9.613,11.686,10.751,10.385,A1
1.811,9.768,8.378,13.473,0.191,7.729,3.206,9.701,7.336,12.495,A1
8.378,7.452,17.409,14.4,6.641,8.471,9.458,8.445,8.957,5.393,A1
4.591,2.275,13.473,6.68,0.273,10.323,5.985,16.914,3.804,0.402,A1
38.946,5.136,21.578,13.164,0.736,0.329,10.925,8.974,6.733,1.327,A1
11.157,4.209,2.275,5.136,1.316,8.656,4.518,0.836,12.546,3.798,A1
10.23,23.662,19.03,0.884,4.557,0.505,13.241,11.553,4.267,5.034,A1
20.421,15.789,6.443,3.437,8.378,3.839,3.361,7.187,10.288,12.135,A1
12.084,12.546,6.757,10.693,12.546,6.804,8.841,8.445,2.879,4.159,A1
6.443,12.546,6.989,2.202,8.493,1.348,6.68,13.34,8.551,1.039,A1
1.893,11.157,12.084,5.908,8.725,6.062,5.985,8.776,9.536,7.503,A1
3.664,13.009,2.125,6.598,9.536,19.679,2.434,10.628,1.488,12.393,A1
6.525,5.136,8.146,0.968,1.43,9.12,10.385,7.981,5.979,8.172,A1
17.641,7.914,2.125,2.665,14.284,10.693,7.065,3.482,8.783,5.959,A1
2.821,18.568,21.346,6.372,11.273,6.895,3.901,0.437,3.862,8.841,A1
19.411,3.284,14.4,5.6,7.105,3.479,9.458,9.172,2.183,8.996,A1
6.525,12.084,2.97,7.606,1.2,12.731,8.069,7.783,10.0,4.931,A1
1.893,1.348,8.146,15.17,15.325,6.804,4.056,2.142,7.105,4.621,A1
20.421,8.295,14.168,1.43,3.168,10.508,5.213,5.864,4.905,2.512,A1
14.779,2.357,5.83,13.628,8.609,5.228,1.426,6.723,0.968,1.224,A1
24.968,0.968,4.359,18.568,1.579,3.839,4.056,2.753,9.942,5.908,A1
15.707,6.525,11.852,2.821,7.221,2.738,9.69,2.026,8.262,12.546,A1
19.493,5.136,6.757,10.077,0.968,20.327,9.768,8.841,7.394,3.181,A1
12.0,10.23,22.273,2.738,6.525,1.617,1.43,5.136,6.815,4.107,A1
38.021,1.348,6.062,7.142,8.262,5.785,12.393,4.738,7.279,7.503,A1
32.462,19.957,17.178,7.606,6.559,5.321,3.669,10.826,9.363,5.6,A1
25.895,9.305,10.0,12.546,10.578,3.293,4.133,10.561,5.484,4.159,A1
44.422,21.346,1.43,11.157,12.662,4.951,9.381,7.452,5.658,9.047,A1
22.191,6.062,4.673,11.465,5.368,11.342,10.153,7.849,8.667,11.826,A1
13.854,0.505,4.591,13.318,3.862,12.454,6.912,8.114,10.288,7.4,A1
12.927,27.83,15.093,1.585,5.714,3.654,12.701,5.731,6.004,9.15,A1
6.525,17.178,7.914,11.774,2.473,1.441,8.146,7.187,3.978,9.613,A1
0.968,24.125,1.43,9.921,3.2,6.71,2.202,8.576,7.684,1.637,A1
3.664,13.473,4.673,13.318,3.63,17.548,1.966,6.194,6.351,6.989,A1
27.83,0.505,1.348,16.252,3.4,8.563,11.234,2.009,1.058,1.45,A1
18.568,7.832,0.191,13.473,1.546,9.86,10.153,4.144,5.772,9.407,A1
8.378,23.662,2.821,8.533,0.389,8.841,3.129,6.923,14.92,5.29,A1
3.746,7.37,0.884,2.738,7.568,1.43,1.116,11.29,10.056,6.936,A1
11.157,2.357,10.0,2.738,3.284,2.264,11.312,10.43,5.426,6.936,A1
13.936,10.23,11.621,6.68,4.359,0.411,6.293,6.262,6.583,4.159,A1
14.862,1.893,7.452,8.378,0.77,9.953,3.206,5.335,9.015,8.275,A1
9.222,31.073,1.43,16.869,12.778,13.843,4.133,2.671,8.204,10.127,A1
9.222,13.009,13.705,9.768,3.548,4.488,9.073,15.789,10.52,7.142,A1
8.295,14.862,10.693,6.598,7.684,5.228,5.445,5.467,1.637,10.179,A1
50.989,0.422,6.293,1.585,1.893,9.768,7.142,3.879,2.183,4.107,A1
23.116,5.6,4.127,4.056,12.893,4.303,6.062,6.723,8.204,12.907,A1
5.6,9.305,14.4,17.024,17.293,8.935,4.441,2.688,12.084,6.731,A1
3.746,15.325,8.146,6.68,4.209,6.71,1.893,9.237,7.858,7.35,A1
10.23,17.178,12.314,7.761,4.707,6.434,5.677,6.923,3.052,9.716,A1
9.222,9.305,1.116,4.591,9.305,8.378,11.234,11.686,10.404,7.039,A1
22.273,17.641,7.914,0.267,5.252,15.325,4.364,0.239,4.847,10.385,A1
2.821,3.746,0.273,5.753,5.252,0.875,15.712,9.834,11.968,2.665,A1
11.157,15.789,2.507,7.452,10.693,5.321,5.058,8.245,11.794,5.393,A1
20.338,7.452,17.873,12.393,0.621,7.637,4.286,7.583,12.893,9.871,A1
7.37,8.841,7.914,4.364,0.852,13.843,4.673,1.893,9.942,9.458,A1
2.821,19.493,0.422,1.503,11.389,13.194,4.673,6.923,7.51,5.136,A1
0.041,2.821,5.6,1.503,6.178,16.437,7.142,11.819,8.32,3.437,A1
16.632,2.821,9.073,1.74,7.105,8.935,0.658,2.422,0.133,3.643,A1
25.978,5.516,10.379,16.097,9.189,0.884,6.68,8.378,9.247,2.202,A1
6.443,18.105,4.591,12.237,12.43,9.583,3.669,6.525,7.8,2.974,A1
1.811,1.348,17.178,7.297,10.462,12.269,0.344,10.099,11.157,6.628,A1
42.652,1.893,5.136,10.23,8.957,5.321,7.452,1.944,7.972,7.864,A1
4.591,7.914,17.641,20.574,8.957,22.088,8.686,3.35,0.215,4.415,A1
10.23,6.443,3.978,9.768,5.021,12.084,8.841,8.643,3.63,3.49,A1
16.714,1.348,7.221,10.849,5.714,1.893,6.062,12.282,5.888,7.092,A1
15.789,8.841,19.725,15.48,9.768,2.923,4.828,12.746,8.436,1.791,A1
22.191,3.664,2.275,4.127,4.093,8.563,7.529,2.026,5.6,8.48,A1
15.707,0.968,10.23,4.209,9.305,6.804,0.041,17.045,0.794,4.004,A1
8.295,3.746,10.0,20.112,1.0,6.073,4.673,11.355,9.594,6.32,A1
29.682,12.546,0.736,20.421,6.989,16.067,4.441,0.637,6.467,0.834,A1
8.378,1.893,6.989,7.452,6.293,9.675,7.142,7.054,5.542,13.164,A1
3.664,13.473,11.157,4.981,20.189,2.542,7.606,5.269,10.693,6.578,A1
1.893,1.893,13.473,2.357,1.893,10.138,4.286,0.884,6.236,0.37,A1
13.936,3.664,2.043,11.465,9.652,6.434,8.456,11.222,7.336,1.277,A1
14.862,14.779,10.462,16.561,16.484,9.583,6.062,4.475,8.204,2.099,A1
3.664,5.6,16.021,2.974,4.591,14.77,1.121,10.561,2.821,0.505,A1
51.914,19.03,12.778,14.09,0.77,22.273,5.521,2.159,6.178,0.32,A1
11.075,18.568,4.905,8.996,5.946,8.101,2.512,5.6,5.079,7.247,A1
30.609,12.464,4.359,3.047,12.314,11.621,9.768,5.931,8.667,4.723,A1
4.673,4.209,1.2,5.207,2.622,7.174,5.677,0.355,5.194,6.217,A1
35.159,5.136,6.293,3.819,9.768,5.043,7.761,7.783,3.572,0.093,A1
29.682,6.062,13.473,10.23,3.432,3.933,8.996,2.688,9.189,2.512,A1
11.075,12.0,14.63,13.781,8.957,11.991,0.191,12.282,4.209,1.194,A1
21.307,17.096,6.987,15.129,3.334,4.795,4.319,6.987,7.196,11.48,A2
14.074,26.362,9.02,7.336,9.935,5.807,5.441,2.654,4.564,17.282,A2
16.253,11.198,6.144,4.178,1.859,6.482,2.28,1.089,1.827,6.424,A2
11.198,7.829,12.461,6.987,14.357,10.018,3.685,0.728,15.094,6.399,A2
21.307,5.649,4.039,12.04,14.779,15.411,5.582,6.023,0.596,13.725,A2
2.28,9.862,18.359,5.02,5.649,13.725,6.773,7.468,17.096,8.203,A2
11.198,6.987,9.862,2.842,11.126,5.819,6.424,4.579,0.037,6.893,A2
7.829,23.834,15.832,0.809,31.628,4.965,5.302,6.745,8.777,12.015,A2
38.156,22.149,11.968,6.987,14.567,9.188,3.122,0.126,8.46,8.859,A2
9.02,19.622,8.178,8.391,16.674,0.079,1.792,3.844,7.935,5.582,A2
6.144,17.096,11.198,7.829,11.409,9.008,2.352,7.587,5.827,5.676,A2
9.02,1.089,2.352,2.213,10.146,21.139,1.089,2.413,6.565,0.221,A2
31.416,1.089,12.04,5.862,7.617,8.503,7.126,2.883,8.46,5.862,A2
0.596,6.492,16.253,1.931,1.017,6.649,0.106,2.413,5.302,11.386,A2
12.389,1.931,17.096,2.493,7.617,8.503,7.126,9.753,10.04,11.946,A2
16.253,15.411,8.671,18.78,9.441,6.817,6.565,13.124,11.513,11.76,A2
35.977,24.676,15.832,1.651,1.089,8.346,5.161,2.173,10.705,9.794,A2
29.732,24.676,1.089,1.931,12.883,6.312,1.718,9.634,8.565,8.483,A2
5.649,39.841,22.992,14.567,10.914,11.703,12.322,16.975,8.565,4.178,A2
39.841,5.302,18.78,5.302,11.409,4.29,7.126,10.477,1.827,2.773,A2
33.101,39.841,0.596,17.656,8.25,0.763,4.039,1.559,6.144,1.277,A2
4.46,17.096,1.859,5.649,18.569,3.628,1.438,1.198,10.567,3.804,A2
12.883,6.144,12.883,1.371,10.777,8.346,7.896,3.497,6.354,4.366,A2
14.074,4.46,3.616,8.951,9.092,1.426,2.213,0.836,3.827,3.43,A2
12.883,9.862,1.931,22.711,9.935,5.482,12.743,4.579,12.461,3.43,A2
43.21,28.047,10.777,1.438,9.092,2.955,4.527,0.716,6.039,3.122,A2
22.992,8.671,18.78,3.685,2.564,4.965,15.832,7.347,13.304,2.842,A2
14.567,8.178,9.092,0.034,1.931,18.106,15.129,7.587,0.384,1.344,A2
17.443,10.705,6.987,11.198,13.725,3.111,11.057,6.866,7.408,9.701,A2
12.389,1.089,7.336,6.211,7.408,3.616,0.034,10.477,6.881,8.951,A2
14.074,2.773,5.302,9.794,2.28,9.176,4.386,7.107,12.988,0.341,A2
17.938,4.46,0.174,8.109,14.99,14.399,5.302,3.857,10.146,8.671,A2
19.129,4.46,9.092,5.862,2.564,5.638,0.034,8.792,5.933,0.435,A2
24.183,25.518,16.253,12.04,4.597,9.346,2.072,4.94,2.143,5.394,A2
38.156,20.465,15.411,16.253,3.122,2.268,13.164,4.7,4.176,0.502,A2
14.074,13.232,6.144,12.322,2.492,17.601,10.356,19.622,11.935,8.297,A2
26.362,14.074,9.02,1.438,8.46,0.921,3.757,9.634,0.983,0.529,A2
29.238,9.513,9.935,15.758,3.616,1.101,14.007,16.253,6.597,5.208,A2
6.144,9.862,3.122,12.951,9.935,3.46,5.369,4.339,9.198,7.549,A2
10.705,9.862,4.039,14.567,5.302,5.314,11.198,0.367,0.069,2.867,A2
1.089,4.46,5.302,18.5,5.228,1.258,4.74,13.846,5.933,3.055,A2
5.649,5.302,1.089,3.616,8.039,4.628,1.792,11.68,3.091,3.149,A2
24.183,1.089,1.089,0.596,13.094,2.606,7.195,8.55,0.174,7.173,A2
12.883,14.074,9.935,7.829,11.126,0.091,2.56,4.579,5.723,3.43,A2
22.992,19.622,5.302,16.883,5.302,12.715,10.777,4.82,6.565,7.923,A2
22.498,22.498,1.51,11.198,14.567,0.763,3.477,1.812,10.04,18.874,A2
30.923,22.149,10.705,18.218,6.07,6.482,13.445,8.19,9.513,2.936,A2
7.829,5.302,19.622,1.158,15.411,0.933,4.807,8.069,4.039,3.898,A2
4.46,41.525,28.047,2.56,2.143,3.965,5.161,7.107,2.386,1.812,A2
7.336,19.622,9.092,16.253,0.879,15.086,3.757,0.596,14.567,8.859,A2
34.292,8.671,14.146,15.758,27.836,4.46,1.158,4.097,3.512,1.25,A2
19.129,2.28,6.913,18.5,0.458,10.188,6.003,9.995,5.512,6.705,A2
3.965,1.438,15.832,20.465,0.037,3.965,5.228,14.327,10.146,4.178,A2
6.144,9.513,2.28,0.529,20.044,2.112,11.057,2.654,4.669,2.119,A2
9.513,12.389,0.247,16.253,4.386,5.819,7.126,3.978,4.492,5.181,A2
22.498,3.965,6.492,10.356,1.3,9.008,3.898,2.04,3.195,11.292,A2
2.28,2.773,0.174,6.773,1.438,3.111,15.27,10.958,7.196,12.04,A2
14.074,6.144,5.302,13.164,6.354,0.933,9.513,3.002,8.039,5.956,A2
7.829,43.21,10.777,7.896,17.517,10.018,6.565,0.488,7.617,0.247,A2
20.814,15.411,2.352,12.322,16.674,14.062,10.918,10.356,0.174,6.05,A2
19.622,17.443,9.092,0.247,4.386,14.904,10.636,0.607,0.668,0.247,A2
24.676,12.04,10.356,1.089,4.248,2.112,10.777,19.622,4.46,2.587,A2
24.183,4.46,11.198,21.587,2.985,0.247,3.685,6.626,6.492,8.391,A2
12.389,14.074,8.671,2.56,5.649,4.639,3.477,1.559,0.174,0.408,A2
11.198,0.247,4.039,2.56,0.174,4.302,12.743,1.691,2.985,6.331,A2
3.965,0.596,1.438,18.5,2.564,1.089,1.017,0.716,4.46,0.408,A2
22.992,17.938,8.671,4.74,6.354,1.931,4.247,15.049,7.723,12.228,A2
3.965,0.247,12.04,7.549,16.042,9.008,1.651,2.294,3.649,1.158,A2
11.198,15.411,3.544,1.089,13.725,1.426,2.213,3.136,4.775,5.208,A2
17.443,3.616,4.881,4.178,8.671,4.46,2.493,8.792,0.141,11.854,A2
14.567,17.096,21.307,9.233,2.564,6.144,1.931,6.505,0.037,8.765,A2
73.537,2.28,21.728,5.931,0.596,4.795,4.46,9.513,11.725,2.213,A2
12.883,24.676,0.174,9.513,5.649,5.649,12.883,3.978,17.096,9.888,A2
2.773,9.513,9.513,2.773,21.94,13.052,7.829,0.247,1.753,2.119,A2
1.089,6.492,20.465,11.76,8.809,5.807,2.56,0.126,4.039,9.233,A2
19.129,0.596,10.356,1.089,12.04,2.448,4.599,3.136,2.174,14.943,A2
39.841,5.649,12.883,5.649,3.195,3.28,5.302,0.849,8.25,8.297,A2
22.498,4.46,10.284,3.616,4.669,1.101,5.369,5.06,3.616,6.237,A2
14.074,19.971,6.913,5.089,19.832,10.872,0.106,1.678,8.144,0.034,A2
16.253,7.336,1.51,18.78,12.461,7.492,4.319,0.728,2.037,1.25,A2
9.513,9.02,20.465,3.403,9.935,0.584,4.74,6.626,3.122,7.081,A2
