0.05,0.1,0.15,0.2,0.3,0.4,Transcript,Feature,Frequency Density Group
11.362,29.923,7.369,13.608,0.977,1.331,A3,imitations,rare
11.362,7.885,7.885,10.954,0.977,1.331,A3,imitations,rare
11.362,7.885,17.092,10.954,0.977,1.331,A3,imitations,rare
9.723,4.4,7.885,14.023,3.277,1.562,A3,imitations,rare
51.231,7.885,15.146,10.954,3.915,1.562,A3,imitations,rare
2.469,20.169,10.538,10.954,3.277,1.331,A3,imitations,rare
9.723,7.885,10.538,10.954,0.977,1.331,A3,imitations,rare
11.362,16.677,7.369,10.954,3.277,1.331,A3,imitations,rare
9.723,7.885,5.931,13.608,3.277,1.331,A3,imitations,rare
11.362,7.885,7.369,10.954,0.977,1.562,A3,imitations,rare
87.808,7.885,17.092,14.023,3.277,1.331,A3,imitations,rare
48.485,16.677,5.931,10.954,3.277,1.562,A3,imitations,rare
18.082,16.443,7.836,7.836,,,A1,imitations,rare
18.082,16.443,8.016,8.016,,,A1,imitations,rare
14.672,57.279,8.016,7.836,,,A1,imitations,rare
55.639,57.279,8.016,7.836,,,A1,imitations,rare
18.082,16.443,7.836,7.836,,,A1,imitations,rare
55.639,41.016,7.836,7.836,,,A1,imitations,rare
14.672,41.016,7.836,8.016,,,A1,imitations,rare
34.475,16.443,7.836,8.016,,,A1,imitations,rare
18.082,16.443,8.016,7.836,,,A1,imitations,rare
34.475,57.279,8.016,8.016,,,A1,imitations,rare
55.639,16.443,8.016,8.016,,,A1,imitations,rare
18.082,41.016,8.016,7.836,,,A1,imitations,rare
34.475,57.279,7.836,7.836,,,A1,imitations,rare
18.082,57.279,7.836,7.836,,,A1,imitations,rare
55.639,57.279,8.016,8.016,,,A1,imitations,rare
18.082,16.443,7.836,8.016,,,A1,imitations,rare
55.639,41.016,7.836,8.016,,,A1,imitations,rare
18.082,41.016,7.836,7.836,,,A1,imitations,rare
14.672,16.443,8.016,7.836,,,A1,imitations,rare
55.639,16.443,7.836,7.836,,,A1,imitations,rare
34.475,41.016,7.836,7.836,,,A1,imitations,rare
55.639,57.279,7.836,8.016,,,A1,imitations,rare
34.475,57.279,7.836,8.016,,,A1,imitations,rare
18.082,16.443,8.016,8.016,,,A1,imitations,rare
14.672,57.279,8.016,7.836,,,A1,imitations,rare
18.082,16.443,8.016,7.836,,,A1,imitations,rare
55.639,57.279,7.836,7.836,,,A1,imitations,rare
18.082,41.016,8.016,8.016,,,A1,imitations,rare
14.672,41.016,7.836,8.016,,,A1,imitations,rare
14.672,16.443,8.016,8.016,,,A1,imitations,rare
55.639,41.016,8.016,8.016,,,A1,imitations,rare
34.475,16.443,7.836,7.836,,,A1,imitations,rare
18.082,57.279,7.836,8.016,,,A1,imitations,rare
14.672,41.016,7.836,7.836,,,A1,imitations,rare
14.672,57.279,7.836,8.016,,,A1,imitations,rare
18.082,57.279,7.836,8.016,,,A1,imitations,rare
18.082,16.443,8.016,8.016,,,A1,imitations,rare
18.082,41.016,7.836,7.836,,,A1,imitations,rare
55.639,41.016,7.836,7.836,,,A1,imitations,rare
34.475,57.279,7.836,8.016,,,A1,imitations,rare
34.475,16.443,8.016,8.016,,,A1,imitations,rare
55.639,41.016,7.836,7.836,,,A1,imitations,rare
55.639,41.016,8.016,8.016,,,A1,imitations,rare
34.475,57.279,8.016,7.836,,,A1,imitations,rare
14.672,57.279,8.016,8.016,,,A1,imitations,rare
18.082,57.279,7.836,7.836,,,A1,imitations,rare
18.082,16.443,8.016,8.016,,,A1,imitations,rare
18.082,16.443,7.836,8.016,,,A1,imitations,rare
18.082,41.016,7.836,8.016,,,A1,imitations,rare
18.082,16.443,8.016,7.836,,,A1,imitations,rare
55.639,16.443,8.016,8.016,,,A1,imitations,rare
18.082,57.279,7.836,8.016,,,A1,imitations,rare
14.672,41.016,8.016,8.016,,,A1,imitations,rare
14.672,57.279,8.016,7.836,,,A1,imitations,rare
55.639,57.279,8.016,8.016,,,A1,imitations,rare
18.082,16.443,7.836,8.016,,,A1,imitations,rare
18.082,41.016,7.836,8.016,,,A1,imitations,rare
18.082,57.279,8.016,7.836,,,A1,imitations,rare
18.082,41.016,7.836,8.016,,,A1,imitations,rare
18.082,41.016,8.016,8.016,,,A1,imitations,rare
18.082,41.016,7.836,8.016,,,A1,imitations,rare
55.639,57.279,7.836,8.016,,,A1,imitations,rare
34.475,16.443,8.016,8.016,,,A1,imitations,rare
14.672,57.279,7.836,8.016,,,A1,imitations,rare
55.639,41.016,7.836,8.016,,,A1,imitations,rare
14.672,41.016,8.016,8.016,,,A1,imitations,rare
18.082,57.279,8.016,8.016,,,A1,imitations,rare
18.082,16.443,8.016,8.016,,,A1,imitations,rare
18.082,41.016,7.836,7.836,,,A1,imitations,rare
55.639,16.443,8.016,7.836,,,A1,imitations,rare
18.082,41.016,8.016,8.016,,,A1,imitations,rare
14.672,16.443,8.016,8.016,,,A1,imitations,rare
18.082,16.443,7.836,8.016,,,A1,imitations,rare
55.639,16.443,7.836,8.016,,,A1,imitations,rare
34.475,41.016,8.016,7.836,,,A1,imitations,rare
18.082,57.279,8.016,7.836,,,A1,imitations,rare
34.475,16.443,8.016,8.016,,,A1,imitations,rare
55.639,57.279,7.836,7.836,,,A1,imitations,rare
55.639,41.016,8.016,8.016,,,A1,imitations,rare
14.672,41.016,8.016,8.016,,,A1,imitations,rare
14.672,16.443,8.016,8.016,,,A1,imitations,rare
18.082,57.279,7.836,8.016,,,A1,imitations,rare
18.082,16.443,7.836,8.016,,,A1,imitations,rare
34.475,16.443,8.016,8.016,,,A1,imitations,rare
34.475,16.443,8.016,8.016,,,A1,imitations,rare
34.475,57.279,8.016,7.836,,,A1,imitations,rare
14.672,16.443,8.016,7.836,,,A1,imitations,rare
18.082,16.443,7.836,8.016,,,A1,imitations,rare
55.639,57.279,7.836,8.016,,,A1,imitations,rare
14.672,57.279,7.836,8.016,,,A1,imitations,rare
55.639,57.279,7.836,7.836,,,A1,imitations,rare
14.672,41.016,7.836,7.836,,,A1,imitations,rare
18.082,57.279,8.016,8.016,,,A1,imitations,rare
34.475,57.279,8.016,8.016,,,A1,imitations,rare
18.082,16.443,7.836,7.836,,,A1,imitations,rare
14.672,16.443,8.016,7.836,,,A1,imitations,rare
55.639,57.279,7.836,8.016,,,A1,imitations,rare
55.639,41.016,8.016,8.016,,,A1,imitations,rare
18.082,57.279,7.836,8.016,,,A1,imitations,rare
34.475,41.016,7.836,7.836,,,A1,imitations,rare
0.991,51.182,9.436,25.3,9.073,,A2,imitations,rare
0.991,8.482,1.545,25.3,9.073,,A2,imitations,rare
0.991,8.482,1.545,25.3,8.8,,A2,imitations,rare
20.791,8.482,9.436,8.955,8.8,,A2,imitations,rare
39.636,51.182,27.464,25.3,9.073,,A2,imitations,rare
0.991,8.482,16.055,25.3,8.8,,A2,imitations,rare
20.736,8.482,9.436,8.955,9.073,,A2,imitations,rare
88.127,8.482,9.436,8.955,9.073,,A2,imitations,rare
0.609,42.264,9.436,25.3,9.073,,A2,imitations,rare
0.609,17.927,1.545,8.955,8.8,,A2,imitations,rare
20.791,35.609,9.436,25.3,8.8,,A2,imitations,rare
20.736,35.609,9.436,8.955,8.8,,A2,imitations,rare
9.455,35.609,1.545,34.627,8.8,,A2,imitations,rare
0.609,8.482,9.436,34.627,9.073,,A2,imitations,rare
88.127,35.609,1.545,34.627,9.073,,A2,imitations,rare
39.636,35.609,16.055,8.955,8.8,,A2,imitations,rare
9.455,8.482,16.055,8.955,9.073,,A2,imitations,rare
20.791,17.927,16.055,25.3,9.073,,A2,imitations,rare
0.991,42.264,27.464,25.3,8.8,,A2,imitations,rare
39.636,51.182,9.436,25.3,8.8,,A2,imitations,rare
30.791,8.482,16.055,8.955,9.073,,A2,imitations,rare
20.791,35.609,9.436,34.627,9.073,,A2,imitations,rare
0.991,17.927,9.436,8.955,9.073,,A2,imitations,rare
9.455,17.927,1.545,8.955,9.073,,A2,imitations,rare
0.991,35.609,1.545,8.955,9.073,,A2,imitations,rare
88.127,8.482,1.545,25.3,9.073,,A2,imitations,rare
39.636,35.609,9.436,25.3,9.073,,A2,imitations,rare
39.636,51.182,16.055,25.3,9.073,,A2,imitations,rare
30.791,42.264,1.545,8.955,8.8,,A2,imitations,rare
88.127,51.182,1.545,8.955,8.8,,A2,imitations,rare
0.991,17.927,16.055,8.955,9.073,,A2,imitations,rare
30.791,35.609,9.436,8.955,8.8,,A2,imitations,rare
30.791,17.927,27.464,8.955,8.8,,A2,imitations,rare
20.736,42.264,27.464,8.955,8.8,,A2,imitations,rare
0.991,17.927,1.545,34.627,9.073,,A2,imitations,rare
30.691,8.482,27.464,34.627,9.073,,A2,imitations,rare
0.991,17.927,16.055,8.955,9.073,,A2,imitations,rare
20.791,17.927,27.464,34.627,8.8,,A2,imitations,rare
20.791,35.609,16.055,8.955,9.073,,A2,imitations,rare
9.455,51.182,27.464,25.3,9.073,,A2,imitations,rare
0.609,17.927,1.545,8.955,8.8,,A2,imitations,rare
39.636,42.264,9.436,25.3,9.073,,A2,imitations,rare
9.455,42.264,9.436,34.627,8.8,,A2,imitations,rare
0.609,17.927,27.464,25.3,9.073,,A2,imitations,rare
39.636,35.609,9.436,34.627,9.073,,A2,imitations,rare
9.455,35.609,1.545,25.3,9.073,,A2,imitations,rare
0.609,17.927,16.055,25.3,8.8,,A2,imitations,rare
30.791,17.927,27.464,34.627,8.8,,A2,imitations,rare
88.127,17.927,16.055,8.955,9.073,,A2,imitations,rare
0.991,35.609,9.436,8.955,8.8,,A2,imitations,rare
20.736,8.482,1.545,34.627,8.8,,A2,imitations,rare
39.636,17.927,9.436,34.627,9.073,,A2,imitations,rare
0.991,17.927,27.464,25.3,9.073,,A2,imitations,rare
20.736,35.609,16.055,25.3,8.8,,A2,imitations,rare
20.791,51.182,1.545,25.3,9.073,,A2,imitations,rare
88.127,51.182,16.055,8.955,9.073,,A2,imitations,rare
0.609,35.609,16.055,8.955,8.8,,A2,imitations,rare
0.609,8.482,1.545,25.3,8.8,,A2,imitations,rare
0.991,17.927,16.055,25.3,9.073,,A2,imitations,rare
39.636,51.182,1.545,34.627,9.073,,A2,imitations,rare
0.991,42.264,9.436,34.627,9.073,,A2,imitations,rare
39.636,8.482,9.436,25.3,8.8,,A2,imitations,rare
30.791,8.482,27.464,34.627,8.8,,A2,imitations,rare
20.736,17.927,27.464,25.3,9.073,,A2,imitations,rare
39.636,35.609,16.055,8.955,8.8,,A2,imitations,rare
39.636,8.482,16.055,34.627,8.8,,A2,imitations,rare
0.991,35.609,27.464,25.3,9.073,,A2,imitations,rare
20.791,35.609,9.436,34.627,9.073,,A2,imitations,rare
0.991,35.609,9.436,34.627,9.073,,A2,imitations,rare
9.455,8.482,27.464,25.3,9.073,,A2,imitations,rare
30.691,42.264,27.464,34.627,9.073,,A2,imitations,rare
9.455,8.482,27.464,8.955,8.8,,A2,imitations,rare
30.791,42.264,27.464,25.3,8.8,,A2,imitations,rare
30.791,17.927,27.464,25.3,8.8,,A2,imitations,rare
39.636,35.609,16.055,25.3,9.073,,A2,imitations,rare
0.991,51.182,27.464,34.627,8.8,,A2,imitations,rare
20.736,51.182,9.436,34.627,8.8,,A2,imitations,rare
39.636,42.264,27.464,8.955,8.8,,A2,imitations,rare
0.991,51.182,9.436,8.955,8.8,,A2,imitations,rare
0.609,35.609,1.545,34.627,8.8,,A2,imitations,rare
0.991,51.182,16.055,8.955,9.073,,A2,imitations,rare
0.609,8.482,9.436,25.3,9.073,,A2,imitations,rare
0.991,42.264,16.055,25.3,8.8,,A2,imitations,rare
88.127,8.482,9.436,25.3,9.073,,A2,imitations,rare
30.691,51.182,1.545,25.3,8.8,,A2,imitations,rare
0.991,17.927,16.055,25.3,9.073,,A2,imitations,rare
0.991,17.927,1.545,25.3,9.073,,A2,imitations,rare
20.791,51.182,9.436,34.627,8.8,,A2,imitations,rare
20.736,51.182,27.464,34.627,8.8,,A2,imitations,rare
9.455,17.927,1.545,25.3,9.073,,A2,imitations,rare
30.691,8.482,27.464,34.627,8.8,,A2,imitations,rare
39.636,51.182,16.055,25.3,9.073,,A2,imitations,rare
39.636,17.927,9.436,34.627,8.8,,A2,imitations,rare
0.991,8.482,16.055,8.955,9.073,,A2,imitations,rare
30.791,8.482,27.464,8.955,8.8,,A2,imitations,rare
0.991,35.609,27.464,34.627,9.073,,A2,imitations,rare
39.636,51.182,27.464,8.955,9.073,,A2,imitations,rare
0.609,8.482,16.055,25.3,8.8,,A2,imitations,rare
30.791,17.927,9.436,8.955,8.8,,A2,imitations,rare
39.636,42.264,16.055,25.3,8.8,,A2,imitations,rare
16.856,3.277,1.78,0.673,0.415,1.78,B1,exclamations,low
28.638,3.277,0.123,13.344,2.052,1.49,B1,exclamations,low
8.255,4.207,5.125,12.408,3.935,1.49,B1,exclamations,low
28.324,3.459,0.599,5.169,2.052,1.49,B1,exclamations,low
7.514,3.277,5.866,2.308,3.935,0.468,B1,exclamations,low
6.08,2.528,2.999,13.344,3.935,1.49,B1,exclamations,low
1.78,27.413,0.599,13.344,0.415,1.78,B1,exclamations,low
30.45,27.413,5.866,2.308,0.415,1.78,B1,exclamations,low
28.638,3.277,2.999,2.308,2.052,0.468,B1,exclamations,low
6.08,3.459,0.123,2.308,1.235,1.49,B1,exclamations,low
30.45,7.949,1.78,12.408,1.235,0.468,B1,exclamations,low
28.638,27.413,0.123,13.344,1.235,1.49,B1,exclamations,low
0.346,27.413,0.599,0.673,0.415,1.49,B1,exclamations,low
9.688,11.581,0.599,13.344,1.235,1.49,B1,exclamations,low
7.514,11.581,2.258,12.408,2.052,0.468,B1,exclamations,low
3.194,26.658,2.999,0.673,3.935,1.49,B1,exclamations,low
8.255,3.459,2.999,13.344,0.415,0.468,B1,exclamations,low
29.757,4.207,2.999,8.729,1.235,0.468,B1,exclamations,low
30.45,11.581,5.866,8.729,3.935,0.468,B1,exclamations,low
0.346,3.459,2.999,8.729,2.052,0.468,B1,exclamations,low
3.194,27.413,5.866,8.729,1.235,1.78,B1,exclamations,low
2.521,3.459,1.78,2.308,3.935,0.468,B1,exclamations,low
29.757,27.413,2.258,13.344,1.235,0.468,B1,exclamations,low
8.255,26.658,5.866,12.408,3.935,1.78,B1,exclamations,low
7.514,2.71,5.866,8.729,2.052,1.49,B1,exclamations,low
7.514,3.459,0.599,8.729,1.235,1.78,B1,exclamations,low
3.194,7.949,2.258,8.729,3.935,0.468,B1,exclamations,low
8.255,3.459,2.258,0.673,0.415,0.468,B1,exclamations,low
29.757,3.277,2.999,8.729,1.235,0.468,B1,exclamations,low
30.45,3.277,2.258,5.169,0.415,0.468,B1,exclamations,low
3.213,11.581,2.999,12.408,2.052,1.49,B1,exclamations,low
2.521,11.581,0.123,8.729,2.052,0.468,B1,exclamations,low
3.213,7.949,5.125,0.673,1.235,0.468,B1,exclamations,low
3.213,27.413,1.78,2.308,3.935,1.49,B1,exclamations,low
29.757,7.949,5.866,5.169,1.235,1.78,B1,exclamations,low
30.45,11.581,1.78,13.344,0.415,1.49,B1,exclamations,low
8.948,3.277,0.123,0.673,1.235,0.468,B1,exclamations,low
0.346,26.658,1.78,2.308,3.935,1.49,B1,exclamations,low
13.989,2.71,5.866,2.308,2.052,1.78,B1,exclamations,low
8.255,27.413,1.78,13.344,3.935,1.49,B1,exclamations,low
13.989,3.459,5.866,12.408,0.415,0.468,B1,exclamations,low
1.78,7.949,5.125,8.729,0.415,0.468,B1,exclamations,low
6.08,3.277,5.866,2.308,3.935,0.468,B1,exclamations,low
3.194,11.581,5.866,13.344,2.052,1.49,B1,exclamations,low
0.346,4.207,5.866,0.673,1.235,1.78,B1,exclamations,low
0.346,3.277,1.78,5.169,0.415,0.468,B1,exclamations,low
9.688,27.413,0.599,5.169,2.052,0.468,B1,exclamations,low
29.757,27.413,2.258,2.308,0.415,1.78,B1,exclamations,low
0.366,7.949,0.599,13.344,3.935,1.78,B1,exclamations,low
13.989,3.459,2.258,12.408,3.935,1.78,B1,exclamations,low
2.521,7.949,2.258,5.169,1.235,1.49,B1,exclamations,low
30.45,2.528,0.599,0.673,3.935,1.49,B1,exclamations,low
1.78,27.413,1.78,13.344,3.935,0.468,B1,exclamations,low
7.514,7.949,2.999,0.673,1.235,0.468,B1,exclamations,low
2.521,27.413,2.258,2.308,0.415,1.78,B1,exclamations,low
3.213,11.581,5.866,13.344,1.235,1.49,B1,exclamations,low
6.08,3.459,0.599,12.408,0.415,0.468,B1,exclamations,low
0.366,26.658,2.999,5.169,0.415,0.468,B1,exclamations,low
7.514,2.528,0.123,8.729,1.235,0.468,B1,exclamations,low
3.194,3.277,2.999,5.169,3.935,1.49,B1,exclamations,low
1.78,3.277,1.78,2.308,1.235,0.468,B1,exclamations,low
0.346,26.658,2.258,0.673,3.935,1.78,B1,exclamations,low
28.324,2.528,5.125,2.308,1.235,1.49,B1,exclamations,low
8.948,2.528,1.78,5.169,3.935,1.49,B1,exclamations,low
0.366,3.277,0.599,2.308,1.235,1.78,B1,exclamations,low
0.346,7.949,5.866,0.673,3.935,0.468,B1,exclamations,low
2.521,7.949,0.123,0.673,0.415,1.49,B1,exclamations,low
8.948,27.413,5.866,2.308,2.052,1.49,B1,exclamations,low
6.08,3.459,0.599,8.729,0.415,0.468,B1,exclamations,low
6.08,3.459,5.866,12.408,0.415,1.49,B1,exclamations,low
7.514,27.413,0.123,5.169,1.235,1.78,B1,exclamations,low
28.638,4.207,0.599,8.729,0.415,0.468,B1,exclamations,low
2.521,2.71,1.78,2.308,3.935,0.468,B1,exclamations,low
9.688,3.277,5.125,12.408,1.235,1.49,B1,exclamations,low
3.213,4.207,0.123,2.308,0.415,1.49,B1,exclamations,low
6.08,3.459,1.78,12.408,0.415,0.468,B1,exclamations,low
8.255,3.277,1.78,12.408,2.052,1.49,B1,exclamations,low
1.78,3.459,1.78,8.729,1.235,1.78,B1,exclamations,low
3.213,26.658,0.599,12.408,2.052,0.468,B1,exclamations,low
7.514,3.459,2.999,13.344,1.235,1.78,B1,exclamations,low
30.45,3.277,2.999,2.308,1.235,1.78,B1,exclamations,low
8.255,3.459,2.999,2.308,2.052,0.468,B1,exclamations,low
29.757,4.207,0.123,5.169,0.415,1.49,B1,exclamations,low
0.346,3.277,2.258,12.408,1.235,1.49,B1,exclamations,low
8.255,4.207,5.866,5.169,3.935,1.49,B1,exclamations,low
8.948,3.277,0.123,0.673,2.052,0.468,B1,exclamations,low
0.346,3.277,2.999,12.408,0.415,1.49,B1,exclamations,low
9.688,3.459,0.599,13.344,2.052,1.49,B1,exclamations,low
0.346,3.277,5.866,12.408,3.935,1.78,B1,exclamations,low
0.346,11.581,1.78,13.344,1.235,1.78,B1,exclamations,low
0.366,2.528,0.123,12.408,0.415,1.78,B1,exclamations,low
13.989,7.949,2.999,12.408,3.935,1.78,B1,exclamations,low
8.255,3.459,2.999,12.408,3.935,1.78,B1,exclamations,low
3.213,3.277,2.999,0.673,1.235,1.49,B1,exclamations,low
9.688,7.949,2.258,13.344,0.415,1.49,B1,exclamations,low
7.514,27.413,2.999,5.169,2.052,0.468,B1,exclamations,low
0.346,3.277,5.866,12.408,3.935,0.468,B1,exclamations,low
0.366,27.413,5.125,12.408,3.935,1.78,B1,exclamations,low
28.638,3.459,5.866,8.729,3.935,1.78,B1,exclamations,low
0.346,26.658,0.123,2.308,1.235,0.468,B1,exclamations,low
18.608,2.867,4.96,1.004,0.631,1.564,A3,exclamations,low
3.635,1.605,11.109,1.004,8.059,1.564,A3,exclamations,low
17.392,1.605,3.426,4.587,7.06,1.564,A3,exclamations,low
18.608,1.382,11.175,0.118,7.06,1.564,A3,exclamations,low
5.377,8.314,12.371,4.587,8.059,1.792,A3,exclamations,low
17.392,8.314,11.175,3.24,7.06,1.792,A3,exclamations,low
18.608,2.867,10.694,4.587,0.631,1.792,A3,exclamations,low
11.145,14.794,3.426,3.24,8.059,1.564,A3,exclamations,low
5.377,0.86,3.426,3.24,0.631,1.564,A3,exclamations,low
17.392,0.86,11.175,4.587,7.06,1.564,A3,exclamations,low
6.768,2.867,11.175,1.004,8.059,1.792,A3,exclamations,low
16.909,12.041,3.426,3.24,7.06,1.792,A3,exclamations,low
17.392,1.605,10.694,4.587,8.059,1.792,A3,exclamations,low
18.389,2.867,10.694,1.004,0.631,1.564,A3,exclamations,low
11.145,2.867,12.371,3.24,7.06,1.792,A3,exclamations,low
20.156,1.382,11.109,1.004,8.059,1.792,A3,exclamations,low
0.849,1.605,4.96,1.004,8.059,1.792,A3,exclamations,low
18.608,14.794,11.175,1.004,0.631,1.792,A3,exclamations,low
11.145,14.794,3.426,0.118,8.059,1.564,A3,exclamations,low
18.389,2.867,12.371,3.24,0.631,1.792,A3,exclamations,low
27.486,0.86,11.175,3.24,0.631,1.792,A3,exclamations,low
27.486,0.86,3.426,4.587,0.631,1.792,A3,exclamations,low
18.608,14.794,4.96,4.587,0.631,1.792,A3,exclamations,low
6.768,2.867,11.109,4.587,7.06,1.792,A3,exclamations,low
14.168,1.605,10.694,3.24,8.059,1.792,A3,exclamations,low
11.145,2.867,10.694,3.24,8.059,1.564,A3,exclamations,low
0.849,2.867,11.175,3.24,7.06,1.564,A3,exclamations,low
16.909,0.86,12.371,4.587,0.631,1.792,A3,exclamations,low
6.768,2.867,10.694,4.587,7.06,1.792,A3,exclamations,low
18.389,1.382,11.109,0.118,8.059,1.792,A3,exclamations,low
11.145,1.382,11.109,4.587,7.06,1.792,A3,exclamations,low
0.849,8.314,11.175,4.587,8.059,1.564,A3,exclamations,low
20.156,8.314,3.426,3.24,8.059,1.792,A3,exclamations,low
17.392,0.86,3.426,3.24,7.06,1.564,A3,exclamations,low
17.392,0.86,11.109,4.587,0.631,1.564,A3,exclamations,low
11.145,8.314,4.96,3.24,0.631,1.792,A3,exclamations,low
20.156,2.867,10.694,3.24,8.059,1.564,A3,exclamations,low
20.156,14.794,3.426,3.24,0.631,1.564,A3,exclamations,low
20.156,8.314,3.426,3.24,0.631,1.564,A3,exclamations,low
27.486,2.867,11.109,3.24,7.06,1.564,A3,exclamations,low
20.156,8.314,4.96,3.24,0.631,1.564,A3,exclamations,low
18.608,8.314,11.175,3.24,7.06,1.792,A3,exclamations,low
16.909,12.041,3.426,0.118,7.06,1.792,A3,exclamations,low
18.608,14.794,11.175,1.004,0.631,1.564,A3,exclamations,low
20.156,12.041,10.694,0.118,7.06,1.564,A3,exclamations,low
3.635,1.382,3.426,0.118,0.631,1.564,A3,exclamations,low
17.392,8.314,11.109,0.118,0.631,1.792,A3,exclamations,low
11.385,12.041,11.109,3.24,7.06,1.564,A3,exclamations,low
11.145,1.605,4.96,3.24,8.059,1.564,A3,exclamations,low
20.156,2.867,10.694,3.24,0.631,1.792,A3,exclamations,low
11.145,2.867,11.175,3.24,8.059,1.564,A3,exclamations,low
18.608,12.041,11.175,4.587,8.059,1.564,A3,exclamations,low
14.168,14.794,10.694,4.587,0.631,1.564,A3,exclamations,low
0.849,14.794,3.426,1.004,7.06,1.564,A3,exclamations,low
20.156,2.867,3.426,1.004,8.059,1.792,A3,exclamations,low
11.145,2.867,3.426,3.24,7.06,1.564,A3,exclamations,low
17.392,2.867,3.426,4.587,8.059,1.564,A3,exclamations,low
20.156,8.314,11.109,0.118,0.631,1.564,A3,exclamations,low
11.145,8.314,12.371,4.587,7.06,1.792,A3,exclamations,low
11.145,2.867,4.96,4.587,0.631,1.564,A3,exclamations,low
27.486,14.794,10.694,3.24,8.059,1.564,A3,exclamations,low
5.377,2.867,10.694,4.587,8.059,1.564,A3,exclamations,low
20.156,8.314,3.426,1.004,8.059,1.564,A3,exclamations,low
5.377,0.86,10.694,0.118,7.06,1.564,A3,exclamations,low
0.849,12.041,10.694,1.004,0.631,1.564,A3,exclamations,low
3.635,1.605,4.96,0.118,0.631,1.792,A3,exclamations,low
18.389,2.867,10.694,0.118,8.059,1.564,A3,exclamations,low
3.635,12.041,11.109,1.004,7.06,1.792,A3,exclamations,low
18.608,14.794,10.694,0.118,0.631,1.792,A3,exclamations,low
27.486,0.86,12.371,3.24,8.059,1.792,A3,exclamations,low
11.145,12.041,11.109,0.118,8.059,1.564,A3,exclamations,low
11.385,0.86,11.175,1.004,8.059,1.792,A3,exclamations,low
11.145,2.867,11.109,1.004,8.059,1.564,A3,exclamations,low
18.608,14.794,4.96,1.004,8.059,1.564,A3,exclamations,low
11.145,14.794,11.175,0.118,8.059,1.792,A3,exclamations,low
14.168,12.041,10.694,0.118,8.059,1.792,A3,exclamations,low
14.168,14.794,11.109,4.587,0.631,1.792,A3,exclamations,low
3.635,2.867,11.109,4.587,0.631,1.792,A3,exclamations,low
5.377,2.867,3.426,4.587,0.631,1.564,A3,exclamations,low
14.168,0.86,3.426,4.587,7.06,1.792,A3,exclamations,low
18.389,2.867,3.426,3.24,0.631,1.792,A3,exclamations,low
5.377,2.867,3.426,4.587,7.06,1.564,A3,exclamations,low
14.168,0.86,12.371,0.118,8.059,1.564,A3,exclamations,low
14.168,12.041,11.109,0.118,8.059,1.564,A3,exclamations,low
6.768,2.867,11.175,1.004,0.631,1.564,A3,exclamations,low
6.768,2.867,3.426,4.587,7.06,1.564,A3,exclamations,low
6.768,2.867,11.109,3.24,0.631,1.564,A3,exclamations,low
5.377,12.041,11.109,4.587,8.059,1.792,A3,exclamations,low
17.392,1.382,11.109,0.118,8.059,1.564,A3,exclamations,low
11.385,14.794,4.96,0.118,0.631,1.792,A3,exclamations,low
11.385,2.867,11.109,0.118,8.059,1.792,A3,exclamations,low
27.486,0.86,11.175,3.24,8.059,1.564,A3,exclamations,low
5.377,8.314,11.109,0.118,8.059,1.564,A3,exclamations,low
14.168,1.605,11.175,4.587,8.059,1.792,A3,exclamations,low
11.385,0.86,11.109,0.118,8.059,1.564,A3,exclamations,low
11.385,2.867,3.426,3.24,0.631,1.564,A3,exclamations,low
14.168,2.867,11.175,3.24,7.06,1.792,A3,exclamations,low
6.768,2.867,11.109,1.004,8.059,1.792,A3,exclamations,low
18.389,0.86,10.694,1.004,7.06,1.564,A3,exclamations,low
11.385,1.382,3.426,3.24,0.631,1.792,A3,exclamations,low
13.009,4.23,12.15,12.348,,,A1,exclamations,low
12.207,3.617,12.15,12.15,,,A1,exclamations,low
12.207,3.617,12.348,12.348,,,A1,exclamations,low
6.604,0.815,12.348,12.348,,,A1,exclamations,low
13.942,3.617,12.348,12.15,,,A1,exclamations,low
8.473,3.617,12.348,12.348,,,A1,exclamations,low
12.207,3.617,12.15,12.348,,,A1,exclamations,low
6.604,0.815,12.15,12.15,,,A1,exclamations,low
8.473,4.23,12.15,12.15,,,A1,exclamations,low
13.009,0.815,12.15,12.15,,,A1,exclamations,low
13.009,0.815,12.15,12.348,,,A1,exclamations,low
13.009,0.815,12.348,12.348,,,A1,exclamations,low
13.942,3.617,12.15,12.348,,,A1,exclamations,low
13.942,0.815,12.15,12.15,,,A1,exclamations,low
12.207,3.617,12.15,12.348,,,A1,exclamations,low
12.207,3.617,12.348,12.348,,,A1,exclamations,low
12.207,4.23,12.348,12.348,,,A1,exclamations,low
13.009,0.815,12.15,12.15,,,A1,exclamations,low
8.473,3.617,12.348,12.15,,,A1,exclamations,low
13.942,3.617,12.348,12.348,,,A1,exclamations,low
8.473,0.815,12.348,12.15,,,A1,exclamations,low
6.604,3.617,12.348,12.15,,,A1,exclamations,low
8.473,4.23,12.15,12.348,,,A1,exclamations,low
13.942,4.23,12.15,12.15,,,A1,exclamations,low
8.473,0.815,12.348,12.15,,,A1,exclamations,low
12.207,4.23,12.15,12.348,,,A1,exclamations,low
8.473,3.617,12.15,12.15,,,A1,exclamations,low
8.473,0.815,12.348,12.348,,,A1,exclamations,low
13.942,3.617,12.15,12.348,,,A1,exclamations,low
13.942,4.23,12.15,12.348,,,A1,exclamations,low
