30 seconds,1 minute,5 minutes,10 minutes,30 minutes,60 minutes,Transcript
0.156,7.537,5.313,10.787,55.13,62.401,C
6.938,5.854,0.408,25.918,46.596,8.488,C
3.988,7.853,17.396,25.208,28.851,21.607,C
2.033,7.837,7.952,3.835,15.203,34.719,C
1.043,2.636,9.541,17.1,41.265,11.091,C
1.674,4.151,9.356,22.258,26.201,21.548,C
12.053,2.132,7.573,10.219,15.665,2.364,C
4.892,1.627,12.474,0.313,5.633,42.306,C
0.302,4.718,7.92,3.677,3.405,11.185,C
1.154,11.327,15.192,16.654,5.539,20.96,C
6.575,0.518,25.712,8.026,22.258,17.999,C
4.225,3.283,0.85,12.652,60.299,32.101,C
0.349,6.28,4.067,28.547,30.807,25.097,C
4.083,0.728,3.109,6.028,13.062,24.762,C
1.501,15.046,9.635,13.267,23.205,23.106,C
4.103,2.62,7.679,11.307,28.962,10.487,C
0.85,6.769,42.18,2.837,39.794,19.813,C
4.446,4.04,12.743,5.976,2.573,45.319,C
2.952,11.737,13.768,10.724,43.989,21.591,C
10.881,6.075,7.285,24.194,28.788,1.926,C
7.679,3.72,10.25,9.687,3.551,36.833,C
1.296,1.785,20.034,3.204,24.861,19.734,C
2.679,3.882,9.324,9.75,3.342,30.555,C
6.465,6.291,0.491,17.826,42.322,12.968,C
12.191,3.062,3.598,10.976,21.343,35.44,C
1.938,6.591,14.908,12.842,3.31,42.353,C
7.021,7.001,7.889,24.119,43.047,8.61,C
7.159,8.236,0.207,20.03,6.863,38.867,C
0.171,1.579,11.453,60.145,15.661,49.167,C
5.093,7.731,20.003,3.279,5.728,7.889,C
7.553,2.427,15.223,5.645,32.7,47.338,C
3.267,17.632,6.863,14.734,23.741,38.284,C
3.977,8.851,11.055,6.686,38.047,25.472,C
0.113,5.266,8.33,24.403,2.711,30.886,C
4.766,0.602,14.036,9.561,40.582,31.691,C
3.709,1.922,1.627,16.848,16.406,7.51,C
2.068,2.999,5.093,11.406,0.885,13.567,C
7.668,8.52,13.421,6.039,23.878,38.248,C
0.428,0.065,29.971,23.031,13.926,34.32,C
0.46,5.266,17.574,32.022,9.024,13.405,C
4.714,4.903,10.14,2.968,30.555,26.28,C
5.156,4.245,10.318,15.235,14.64,36.339,C
4.194,8.515,2.258,2.526,29.119,18.295,C
1.027,22.617,4.477,30.14,3.441,61.186,C
3.835,4.797,26.939,1.043,29.246,16.043,C
13.011,3.799,9.73,15.061,43.284,35.082,C
2.064,6.071,18.299,11.895,6.496,7.873,C
5.791,5.629,18.863,2.206,24.068,5.507,C
8.393,10.397,12.096,1.954,19.21,10.613,C
0.586,3.042,1.906,10.05,13.772,22.952,C
4.781,4.824,2.033,15.886,30.381,32.227,C
1.911,2.269,4.288,20.775,31.181,5.681,C
0.045,8.393,9.746,19.919,5.266,14.888,C
2.431,1.737,21.091,6.496,60.145,6.453,C
4.419,12.936,3.61,17.195,2.332,15.602,C
0.775,2.589,19.892,5.219,17.4,64.83,C
1.658,12.222,9.793,8.358,29.73,33.662,C
6.007,5.349,4.687,10.728,2.38,8.799,C
1.228,2.81,23.295,25.929,6.406,5.014,C
3.405,8.725,2.1,35.681,7.711,31.233,C
2.127,3.52,6.485,20.535,41.833,36.797,C
4.194,4.067,18.52,9.655,7.084,4.971,C
2.952,2.837,27.432,8.941,21.154,17.984,C
3.515,13.752,7.431,5.586,18.421,13.358,C
10.803,4.446,7.763,7.411,14.592,6.039,C
2.384,3.914,7.274,8.583,39.163,41.545,C
11.765,6.532,2.695,6.023,27.479,34.561,C
2.285,10.065,1.895,1.185,55.835,18.835,C
3.673,12.179,8.72,14.982,23.962,34.51,C
0.376,2.889,0.27,25.377,24.009,29.005,C
1.386,4.671,17.964,9.182,19.608,34.561,C
2.253,2.968,8.804,7.116,12.163,37.085,C
5.471,2.4,5.633,23.279,20.87,14.261,C
0.534,6.532,12.885,59.688,19.277,21.465,C
0.286,7.51,0.834,14.651,12.715,31.197,C
2.853,8.867,20.613,14.372,44.419,35.488,C
10.471,11.291,7.758,1.654,19.541,43.631,C
1.875,9.466,6.564,0.791,33.027,30.14,C
10.55,14.367,11.58,3.867,2.064,29.746,C
0.933,11.859,1.149,3.756,0.077,11.659,C
8.551,1.686,15.077,3.819,9.493,25.429,C
1.165,1.733,24.735,22.301,17.163,30.282,C
6.938,4.687,10.192,41.202,13.831,25.282,C
9.056,2.285,2.557,3.157,24.23,19.182,C
