0.05,0.1,0.15,0.2,0.3,0.4,Transcript,Feature,Frequency Density Group
64.638,17.862,41.069,11.608,6.077,0.185,A3,imitations,rare
29.646,0.185,1.785,49.908,13.569,1.654,A3,imitations,rare
76.792,29.646,1.785,32.231,13.569,47.323,A3,imitations,rare
17.5,0.185,6.077,14.554,8.038,3.131,A3,imitations,rare
17.862,46.962,17.862,26.7,0.185,26.7,A3,imitations,rare
6.077,23.392,49.292,0.185,17.862,4.238,A3,imitations,rare
6.077,11.608,21.792,38.485,43.4,25.231,A3,imitations,rare
41.069,11.608,6.077,35.538,13.569,1.292,A3,imitations,rare
5.708,23.754,84.646,23.392,4.108,20.808,A3,imitations,rare
17.5,53.215,13.931,11.608,4.108,41.431,A3,imitations,rare
135.723,23.754,17.862,9.023,6.077,14.915,A3,imitations,rare
65.008,11.608,13.569,20.446,15.9,20.808,A3,imitations,rare
17.862,23.392,2.146,6.077,39.108,31.123,A3,imitations,rare
5.708,17.862,6.077,26.338,1.785,22.277,A3,imitations,rare
88.577,35.177,6.077,8.662,7.677,6.077,A3,imitations,rare
64.638,46.962,6.077,14.915,11.608,0.185,A3,imitations,rare
6.077,35.177,21.423,5.708,23.392,17.5,A3,imitations,rare
17.862,0.185,2.146,26.7,29.646,9.023,A3,imitations,rare
29.285,17.862,1.785,14.915,19.823,3.131,A3,imitations,rare
29.285,0.185,29.646,17.5,23.392,1.654,A3,imitations,rare
6.077,5.708,1.785,29.646,4.108,7.185,A3,imitations,rare
6.077,23.754,17.862,26.7,23.392,23.754,A3,imitations,rare
123.938,11.608,5.708,11.608,11.969,24.862,A3,imitations,rare
17.862,46.962,6.077,29.646,13.569,20.446,A3,imitations,rare
6.077,11.969,5.708,17.862,27.685,16.385,A3,imitations,rare
29.285,53.215,5.708,5.708,4.108,6.077,A3,imitations,rare
17.5,29.646,2.146,59.115,3.746,29.646,A3,imitations,rare
52.854,11.608,5.708,47.323,13.931,10.492,A3,imitations,rare
53.215,6.077,25.354,35.538,35.177,4.238,A3,imitations,rare
41.069,17.862,2.146,9.023,21.792,19.331,A3,imitations,rare
29.646,23.392,5.708,17.862,25.715,16.023,A3,imitations,rare
29.646,0.185,13.569,26.7,21.423,20.446,A3,imitations,rare
53.215,11.969,37.138,0.185,9.638,6.077,A3,imitations,rare
5.708,35.177,29.285,2.762,11.969,1.654,A3,imitations,rare
112.146,6.077,6.077,9.023,51.254,11.969,A3,imitations,rare
29.285,17.5,57.146,29.646,17.5,2.762,A3,imitations,rare
112.146,23.392,49.292,14.554,41.431,7.185,A3,imitations,rare
29.646,29.646,21.423,11.969,13.569,7.546,A3,imitations,rare
5.708,35.177,2.146,53.215,17.5,7.185,A3,imitations,rare
6.077,11.969,13.931,6.077,17.862,7.546,A3,imitations,rare
6.077,6.077,1.785,23.392,13.569,23.392,A3,imitations,rare
88.215,17.862,9.638,29.646,11.969,7.185,A3,imitations,rare
5.708,0.185,2.146,11.608,10.0,14.915,A3,imitations,rare
29.285,29.285,25.715,2.762,15.9,10.131,A3,imitations,rare
76.792,82.685,6.077,6.077,9.638,4.238,A3,imitations,rare
53.215,17.862,17.5,2.762,1.785,18.969,A3,imitations,rare
5.708,5.708,13.931,23.754,11.969,0.185,A3,imitations,rare
41.069,64.638,2.146,26.338,19.462,11.608,A3,imitations,rare
41.069,41.069,25.715,17.5,7.677,14.554,A3,imitations,rare
17.862,17.862,21.792,11.969,35.538,8.662,A3,imitations,rare
17.862,59.115,6.077,11.608,0.185,4.238,A3,imitations,rare
29.646,47.323,25.354,29.646,15.531,5.708,A3,imitations,rare
52.854,41.069,25.715,11.969,23.754,14.915,A3,imitations,rare
41.069,11.969,33.215,41.431,23.754,18.969,A3,imitations,rare
5.708,29.285,10.0,11.969,15.9,2.762,A3,imitations,rare
17.5,23.754,10.0,23.754,6.077,2.762,A3,imitations,rare
6.077,6.077,37.508,35.177,7.677,2.762,A3,imitations,rare
29.285,11.969,17.5,50.269,11.969,6.077,A3,imitations,rare
65.008,23.754,9.638,32.231,8.038,2.762,A3,imitations,rare
17.5,41.431,13.931,11.608,15.9,17.862,A3,imitations,rare
17.862,29.285,37.138,20.446,13.569,6.077,A3,imitations,rare
17.5,53.215,6.077,47.323,19.823,7.185,A3,imitations,rare
17.5,35.177,41.431,11.608,10.0,13.077,A3,imitations,rare
52.854,11.608,6.077,26.7,11.969,11.608,A3,imitations,rare
6.077,11.969,37.508,14.554,0.185,8.662,A3,imitations,rare
135.723,0.185,5.708,3.131,4.108,7.185,A3,imitations,rare
17.5,0.185,21.792,53.215,15.531,22.277,A3,imitations,rare
6.077,0.185,45.0,5.708,2.146,16.023,A3,imitations,rare
17.862,23.754,33.215,11.969,35.538,10.131,A3,imitations,rare
53.215,23.392,5.708,5.708,21.423,7.546,A3,imitations,rare
41.431,6.077,17.862,17.862,6.077,5.708,A3,imitations,rare
5.607,21.869,51.262,2.508,,,A1,imitations,rare
13.738,13.738,32.689,61.41,,,A1,imitations,rare
51.262,38.115,35.0,19.836,,,A1,imitations,rare
2.508,9.672,0.197,8.607,,,A1,imitations,rare
10.639,5.607,35.41,24.852,,,A1,imitations,rare
2.508,39.066,46.23,20.787,,,A1,imitations,rare
86.852,14.689,59.77,15.77,,,A1,imitations,rare
43.131,21.869,40.82,0.475,,,A1,imitations,rare
35.0,17.803,53.967,23.902,,,A1,imitations,rare
35.0,99.049,35.0,36.082,,,A1,imitations,rare
21.869,38.115,2.508,46.23,,,A1,imitations,rare
86.852,2.508,27.279,10.639,,,A1,imitations,rare
59.377,17.803,21.459,70.607,,,A1,imitations,rare
91.869,1.557,18.754,17.803,,,A1,imitations,rare
21.869,21.869,54.361,50.295,,,A1,imitations,rare
29.984,5.607,2.902,48.262,,,A1,imitations,rare
29.984,5.607,21.459,7.639,,,A1,imitations,rare
2.508,22.82,13.738,1.557,,,A1,imitations,rare
67.508,35.0,35.41,24.852,,,A1,imitations,rare
5.607,30.951,10.639,18.754,,,A1,imitations,rare
38.115,14.689,8.328,34.049,,,A1,imitations,rare
67.508,51.262,48.951,30.951,,,A1,imitations,rare
26.885,9.672,5.607,35.0,,,A1,imitations,rare
2.508,34.049,13.738,7.639,,,A1,imitations,rare
103.098,1.557,7.918,7.639,,,A1,imitations,rare
54.361,10.639,24.18,0.475,,,A1,imitations,rare
51.262,35.0,35.41,46.23,,,A1,imitations,rare
21.869,54.361,51.262,11.705,,,A1,imitations,rare
35.0,26.885,27.279,3.59,,,A1,imitations,rare
10.639,26.885,13.344,32.016,,,A1,imitations,rare
35.0,26.885,46.23,8.607,,,A1,imitations,rare
35.0,67.508,19.148,38.115,,,A1,imitations,rare
51.262,6.574,51.262,21.869,,,A1,imitations,rare
5.607,51.262,2.508,5.607,,,A1,imitations,rare
10.639,14.689,2.508,23.902,,,A1,imitations,rare
43.131,99.049,11.033,29.984,,,A1,imitations,rare
46.23,35.0,7.918,13.738,,,A1,imitations,rare
35.0,50.295,5.213,20.787,,,A1,imitations,rare
5.607,22.82,48.541,38.115,,,A1,imitations,rare
59.377,71.557,35.0,0.475,,,A1,imitations,rare
26.885,2.508,0.197,12.672,,,A1,imitations,rare
2.508,17.803,54.361,32.016,,,A1,imitations,rare
13.738,54.361,2.508,3.59,,,A1,imitations,rare
67.508,1.557,27.279,17.803,,,A1,imitations,rare
233.098,29.984,29.984,13.738,,,A1,imitations,rare
18.754,74.672,2.508,21.869,,,A1,imitations,rare
29.984,13.738,13.344,27.951,,,A1,imitations,rare
43.131,67.508,8.328,9.672,,,A1,imitations,rare
35.0,13.738,16.443,32.016,,,A1,imitations,rare
94.984,35.0,2.902,26.885,,,A1,imitations,rare
10.639,18.754,0.197,27.951,,,A1,imitations,rare
43.131,94.984,5.213,9.672,,,A1,imitations,rare
59.377,6.574,43.525,3.59,,,A1,imitations,rare
43.131,10.639,18.754,0.475,,,A1,imitations,rare
70.607,6.574,10.639,17.803,,,A1,imitations,rare
2.508,10.639,51.656,30.951,,,A1,imitations,rare
18.754,6.574,10.639,21.869,,,A1,imitations,rare
59.377,43.131,26.885,21.869,,,A1,imitations,rare
2.508,21.869,11.033,18.754,,,A1,imitations,rare
35.0,10.639,5.213,0.475,,,A1,imitations,rare
18.754,47.197,32.295,23.902,,,A1,imitations,rare
29.984,22.82,26.885,22.82,,,A1,imitations,rare
2.508,35.0,2.508,14.689,,,A1,imitations,rare
43.131,1.557,32.689,5.607,,,A1,imitations,rare
86.852,9.672,18.754,35.0,,,A1,imitations,rare
35.0,5.607,24.574,26.885,,,A1,imitations,rare
35.0,2.508,21.459,20.787,,,A1,imitations,rare
43.131,9.672,10.639,9.672,,,A1,imitations,rare
91.869,42.18,26.885,45.164,,,A1,imitations,rare
216.836,21.869,40.82,13.738,,,A1,imitations,rare
67.508,6.574,19.148,25.918,,,A1,imitations,rare
2.508,13.738,2.902,34.049,,,A1,imitations,rare
35.0,34.049,13.344,12.672,,,A1,imitations,rare
62.475,21.869,8.328,43.131,,,A1,imitations,rare
26.885,10.639,21.869,5.607,,,A1,imitations,rare
59.377,13.738,84.148,24.852,,,A1,imitations,rare
46.23,18.754,5.607,32.016,,,A1,imitations,rare
67.508,43.131,8.328,8.607,,,A1,imitations,rare
35.0,47.197,54.361,6.574,,,A1,imitations,rare
35.0,13.738,37.721,17.803,,,A1,imitations,rare
46.23,51.262,24.18,6.574,,,A1,imitations,rare
26.885,2.508,8.328,10.639,,,A1,imitations,rare
18.754,5.607,18.754,38.115,,,A1,imitations,rare
70.607,21.869,51.262,2.508,,,A1,imitations,rare
78.738,38.115,8.328,14.689,,,A1,imitations,rare
5.607,17.803,21.869,35.0,,,A1,imitations,rare
10.639,22.82,32.295,0.475,,,A1,imitations,rare
54.361,34.049,59.77,30.951,,,A1,imitations,rare
2.508,14.689,46.23,1.557,,,A1,imitations,rare
83.754,9.672,43.525,18.754,,,A1,imitations,rare
29.984,35.0,0.197,27.951,,,A1,imitations,rare
18.754,115.295,21.459,15.77,,,A1,imitations,rare
43.131,6.574,24.18,11.705,,,A1,imitations,rare
5.607,14.689,7.918,37.033,,,A1,imitations,rare
21.869,82.787,2.902,4.541,,,A1,imitations,rare
62.475,29.984,86.852,35.0,,,A1,imitations,rare
59.377,5.607,5.607,9.672,,,A1,imitations,rare
29.984,55.311,2.508,20.787,,,A1,imitations,rare
38.115,21.869,11.033,6.574,,,A1,imitations,rare
38.115,30.951,67.902,7.639,,,A1,imitations,rare
64.318,4.145,18.673,24.691,30.845,,A2,imitations,rare
45.227,36.1,6.5,2.7,49.1,,A2,imitations,rare
26.973,9.545,20.882,6.427,16.318,,A2,imitations,rare
54.355,36.927,39.973,0.418,18.673,,A2,imitations,rare
46.055,13.282,39.973,25.518,8.018,,A2,imitations,rare
45.227,73.445,36.927,24.691,30.009,,A2,imitations,rare
18.673,50.627,5.673,13.282,2.627,,A2,imitations,rare
17.845,13.282,24.755,22.409,23.927,,A2,imitations,rare
201.245,27.8,64.318,20.955,14.8,,A2,imitations,rare
64.318,14.109,9.545,64.318,5.673,,A2,imitations,rare
55.191,4.145,14.8,22.409,22.409,,A2,imitations,rare
9.545,14.109,20.882,13.282,15.627,,A2,imitations,rare
146.473,4.982,26.973,38.382,55.191,,A2,imitations,rare
17.845,36.927,49.1,11.827,2.627,,A2,imitations,rare
9.545,26.973,48.273,13.282,4.145,,A2,imitations,rare
8.709,41.491,42.182,40.664,62.791,,A2,imitations,rare
54.355,17.845,39.973,27.8,16.318,,A2,imitations,rare
0.418,4.982,0.418,38.382,14.109,,A2,imitations,rare
8.709,23.236,36.927,59.755,52.145,,A2,imitations,rare
54.355,49.791,5.673,98.545,33.891,,A2,imitations,rare
26.973,36.927,30.845,13.282,36.1,,A2,imitations,rare
73.445,63.482,3.455,6.427,5.673,,A2,imitations,rare
46.055,4.982,46.055,7.264,8.018,,A2,imitations,rare
72.618,36.927,15.627,25.518,28.491,,A2,imitations,rare
17.845,46.055,9.545,8.709,4.982,,A2,imitations,rare
26.973,13.282,24.755,24.691,3.455,,A2,imitations,rare
63.482,64.318,33.055,2.7,11.064,,A2,imitations,rare
9.545,26.973,33.891,29.255,5.673,,A2,imitations,rare
36.1,9.545,30.009,25.518,15.627,,A2,imitations,rare
17.845,4.982,17.845,10.991,7.191,,A2,imitations,rare
18.673,4.982,6.5,13.282,11.064,,A2,imitations,rare
73.445,18.673,15.627,26.973,11.755,,A2,imitations,rare
82.573,18.673,39.145,10.991,19.364,,A2,imitations,rare
0.418,119.091,21.718,16.391,14.8,,A2,imitations,rare
0.418,22.409,12.591,22.409,14.8,,A2,imitations,rare
119.091,50.627,27.8,30.082,28.491,,A2,imitations,rare
36.927,9.545,14.8,11.827,55.191,,A2,imitations,rare
46.055,4.145,0.418,36.927,32.364,,A2,imitations,rare
81.745,91.7,15.627,36.927,20.191,,A2,imitations,rare
36.1,4.145,14.8,9.545,17.845,,A2,imitations,rare
36.927,17.845,0.418,1.864,23.927,,A2,imitations,rare
0.418,64.318,39.145,29.255,35.409,,A2,imitations,rare
119.091,9.545,0.418,0.418,55.882,,A2,imitations,rare
26.973,14.109,8.709,24.691,61.273,,A2,imitations,rare
0.418,54.355,20.882,49.791,1.936,,A2,imitations,rare
36.927,17.845,33.055,45.227,13.282,,A2,imitations,rare
146.473,31.536,51.318,18.673,23.927,,A2,imitations,rare
54.355,9.545,18.673,11.827,17.845,,A2,imitations,rare
81.745,26.973,21.718,2.7,43.018,,A2,imitations,rare
17.845,50.627,39.145,49.791,11.755,,A2,imitations,rare
36.927,26.973,11.755,23.236,1.109,,A2,imitations,rare
26.973,4.145,30.845,46.055,7.191,,A2,imitations,rare
27.8,114.527,18.673,9.545,3.455,,A2,imitations,rare
54.355,13.282,8.709,7.264,46.055,,A2,imitations,rare
55.191,58.918,39.973,6.427,36.927,,A2,imitations,rare
8.709,63.482,9.545,32.364,7.191,,A2,imitations,rare
55.191,22.409,30.845,4.145,15.627,,A2,imitations,rare
36.927,4.145,52.145,18.673,21.718,,A2,imitations,rare
73.445,36.927,14.8,57.473,33.055,,A2,imitations,rare
55.191,13.282,30.009,24.691,16.318,,A2,imitations,rare
26.973,36.1,33.055,4.145,4.145,,A2,imitations,rare
73.445,23.236,11.755,13.282,20.882,,A2,imitations,rare
36.927,36.927,23.927,9.545,11.064,,A2,imitations,rare
17.845,27.8,33.891,10.991,30.845,,A2,imitations,rare
45.227,14.109,39.145,9.545,2.627,,A2,imitations,rare
45.227,14.109,3.455,62.036,17.155,,A2,imitations,rare
36.1,9.545,20.882,18.673,20.191,,A2,imitations,rare
26.973,0.418,6.5,16.391,9.545,,A2,imitations,rare
100.827,26.973,8.709,16.391,21.718,,A2,imitations,rare
27.8,17.845,8.709,22.409,14.8,,A2,imitations,rare
8.709,18.673,36.1,14.109,8.709,,A2,imitations,rare
182.991,49.791,21.718,46.055,3.455,,A2,imitations,rare
18.673,68.882,24.755,2.7,1.109,,A2,imitations,rare
36.1,40.664,39.145,13.282,13.282,,A2,imitations,rare
64.318,78.009,20.882,43.773,9.545,,A2,imitations,rare
27.8,64.318,49.1,29.255,24.755,,A2,imitations,rare
0.418,128.218,43.018,4.982,14.109,,A2,imitations,rare
90.873,32.364,20.882,43.773,13.282,,A2,imitations,rare
55.191,9.545,9.545,25.518,62.791,,A2,imitations,rare
9.545,36.1,30.009,34.645,24.755,,A2,imitations,rare
72.618,9.545,27.8,4.145,11.755,,A2,imitations,rare
9.545,13.282,15.627,39.209,18.673,,A2,imitations,rare
36.1,26.973,18.673,7.264,20.191,,A2,imitations,rare
18.673,4.982,66.527,8.709,0.418,,A2,imitations,rare
17.845,41.491,11.755,41.491,5.673,,A2,imitations,rare
36.1,14.109,0.418,15.564,1.109,,A2,imitations,rare
64.318,32.364,14.8,14.109,5.673,,A2,imitations,rare
63.482,63.482,3.455,4.982,2.627,,A2,imitations,rare
26.973,22.409,2.627,66.6,31.536,,A2,imitations,rare
26.973,14.109,30.009,13.282,8.018,,A2,imitations,rare
36.927,0.418,24.755,26.973,4.145,,A2,imitations,rare
27.8,4.145,14.8,20.955,8.018,,A2,imitations,rare
17.845,40.664,8.709,20.127,7.191,,A2,imitations,rare
54.355,4.145,0.418,4.145,35.409,,A2,imitations,rare
17.845,58.918,33.891,20.955,12.591,,A2,imitations,rare
0.418,27.8,15.627,4.145,15.627,,A2,imitations,rare
8.709,50.627,5.673,22.409,5.673,,A2,imitations,rare
36.1,123.655,17.845,47.509,12.591,,A2,imitations,rare
17.845,0.418,12.591,4.145,10.236,,A2,imitations,rare
17.845,22.409,18.673,8.709,9.545,,A2,imitations,rare
2.249,5.93,1.386,5.59,4.749,1.227,B1,exclamations,low
4.976,7.021,3.158,17.587,4.976,16.224,B1,exclamations,low
34.56,8.384,7.703,1.159,2.704,18.439,B1,exclamations,low
43.149,8.657,16.337,6.271,10.02,2.42,B1,exclamations,low
16.837,31.561,11.793,16.564,2.249,8.487,B1,exclamations,low
28.153,15.201,28.607,2.249,5.431,2.863,B1,exclamations,low
26.789,14.11,30.425,42.127,0.431,16.394,B1,exclamations,low
5.93,2.249,13.656,6.68,0.886,15.201,B1,exclamations,low
4.567,13.838,7.248,3.613,0.886,9.68,B1,exclamations,low
12.747,38.378,7.248,4.908,4.976,0.545,B1,exclamations,low
7.703,7.021,7.703,0.204,19.337,10.089,B1,exclamations,low
8.657,9.748,24.971,9.066,2.749,14.519,B1,exclamations,low
14.519,7.294,1.386,10.429,6.794,0.375,B1,exclamations,low
36.333,16.564,11.793,1.568,26.789,5.658,B1,exclamations,low
14.11,5.93,6.339,3.545,2.067,1.5,B1,exclamations,low
31.834,0.204,12.747,5.249,7.703,8.725,B1,exclamations,low
32.243,2.522,31.834,7.703,8.202,9.237,B1,exclamations,low
19.564,4.567,14.065,2.181,4.294,13.838,B1,exclamations,low
20.927,18.882,16.791,4.635,2.295,8.316,B1,exclamations,low
18.609,18.609,4.521,0.136,7.93,14.179,B1,exclamations,low
8.657,11.793,5.93,25.426,5.431,13.327,B1,exclamations,low
9.066,18.609,3.158,14.11,15.428,3.613,B1,exclamations,low
25.426,20.654,19.518,8.044,3.158,5.078,B1,exclamations,low
0.477,3.204,27.698,9.066,15.656,4.976,B1,exclamations,low
22.29,20.654,8.657,4.635,8.884,10.089,B1,exclamations,low
29.516,8.384,5.93,2.863,3.885,1.329,B1,exclamations,low
16.837,30.47,13.156,3.204,7.975,1.67,B1,exclamations,low
1.84,16.837,20.881,0.545,9.975,12.474,B1,exclamations,low
13.156,14.519,0.886,5.999,2.022,0.307,B1,exclamations,low
38.65,18.609,26.835,2.249,5.476,5.419,B1,exclamations,low
10.02,6.612,17.701,2.249,5.431,1.5,B1,exclamations,low
15.474,6.339,15.428,3.885,8.839,8.044,B1,exclamations,low
28.153,10.429,14.974,12.815,9.112,9.407,B1,exclamations,low
1.84,22.699,4.976,26.789,2.704,5.658,B1,exclamations,low
21.336,0.886,6.839,1.5,13.156,3.783,B1,exclamations,low
35.924,17.928,6.339,2.522,17.473,5.999,B1,exclamations,low
4.567,35.242,9.066,1.227,3.386,11.111,B1,exclamations,low
14.519,3.613,4.067,3.272,2.704,5.658,B1,exclamations,low
11.384,11.111,15.019,22.699,3.204,2.42,B1,exclamations,low
15.883,16.564,10.02,3.954,9.293,12.134,B1,exclamations,low
44.513,17.928,6.839,7.362,13.883,11.111,B1,exclamations,low
3.204,7.703,23.608,31.22,18.382,5.76,B1,exclamations,low
13.156,11.793,1.386,3.272,7.248,17.757,B1,exclamations,low
40.423,1.568,20.472,8.044,5.476,3.204,B1,exclamations,low
23.654,14.792,11.384,2.522,11.384,11.793,B1,exclamations,low
17.246,11.793,20.427,1.909,5.431,1.84,B1,exclamations,low
15.883,28.834,19.064,7.021,5.022,0.307,B1,exclamations,low
20.927,10.702,0.932,18.269,19.064,17.928,B1,exclamations,low
28.153,6.339,10.429,9.748,1.341,12.645,B1,exclamations,low
6.339,7.703,12.701,1.227,4.976,10.6,B1,exclamations,low
9.066,2.249,13.156,3.954,16.337,15.712,B1,exclamations,low
3.613,22.972,25.426,7.975,7.703,9.237,B1,exclamations,low
10.02,19.973,10.884,1.84,18.155,2.693,B1,exclamations,low
1.84,19.291,26.335,4.635,11.111,10.429,B1,exclamations,low
14.519,18.882,12.247,3.272,10.202,4.635,B1,exclamations,low
23.654,8.657,24.063,10.089,0.477,17.246,B1,exclamations,low
29.516,22.699,4.567,17.928,3.158,2.693,B1,exclamations,low
22.29,9.066,5.885,8.725,1.795,6.68,B1,exclamations,low
51.329,23.381,3.613,17.928,11.338,9.237,B1,exclamations,low
34.56,14.792,3.204,4.294,14.746,22.529,B1,exclamations,low
5.93,10.429,23.154,12.747,8.611,11.622,B1,exclamations,low
11.793,18.609,11.384,8.044,8.157,3.954,B1,exclamations,low
41.377,24.063,14.11,9.407,14.065,8.214,B1,exclamations,low
14.11,24.744,14.519,7.021,14.065,4.567,B1,exclamations,low
9.066,31.561,14.519,4.908,3.613,5.59,B1,exclamations,low
33.197,4.294,0.431,15.542,6.385,14.179,B1,exclamations,low
25.426,0.886,0.022,10.702,8.657,0.034,B1,exclamations,low
15.883,4.294,10.929,3.204,5.658,0.375,B1,exclamations,low
28.153,4.294,5.022,1.568,3.613,6.51,B1,exclamations,low
34.969,20.927,8.157,3.204,11.111,7.703,B1,exclamations,low
20.927,28.834,7.703,1.84,3.386,16.735,B1,exclamations,low
15.474,19.291,7.703,1.568,6.385,4.294,B1,exclamations,low
10.429,10.429,6.839,19.291,3.885,4.465,B1,exclamations,low
6.339,5.658,7.248,9.339,8.157,12.304,B1,exclamations,low
15.883,4.294,14.11,7.703,2.295,9.407,B1,exclamations,low
15.883,17.246,5.93,8.044,7.748,5.317,B1,exclamations,low
4.567,12.747,0.022,20.654,3.84,6.339,B1,exclamations,low
27.744,31.561,18.609,7.362,1.113,1.568,B1,exclamations,low
47.239,7.975,23.608,3.613,0.477,2.249,B1,exclamations,low
7.294,18.609,21.336,4.294,17.019,5.76,B1,exclamations,low
0.886,3.204,4.976,10.089,7.748,0.204,B1,exclamations,low
15.474,7.021,15.428,19.291,7.021,11.622,B1,exclamations,low
12.747,5.658,5.885,1.159,2.022,2.931,B1,exclamations,low
22.699,28.153,4.976,0.818,9.521,10.6,B1,exclamations,low
11.384,29.516,14.974,10.429,3.158,3.545,B1,exclamations,low
6.339,5.249,4.567,2.931,4.749,6.51,B1,exclamations,low
34.56,12.474,1.341,1.159,4.567,12.815,B1,exclamations,low
7.294,10.429,12.247,0.136,9.975,15.883,B1,exclamations,low
37.287,1.159,8.157,8.384,2.931,0.988,B1,exclamations,low
4.567,2.931,11.793,4.294,13.838,11.282,B1,exclamations,low
12.747,15.201,4.976,15.201,0.659,15.031,B1,exclamations,low
0.477,11.384,8.202,28.153,16.791,10.429,B1,exclamations,low
46.83,14.11,12.292,7.975,5.93,32.413,B1,exclamations,low
13.156,32.243,13.656,1.568,2.704,4.124,B1,exclamations,low
33.606,1.159,34.969,12.815,0.704,5.419,B1,exclamations,low
1.84,3.613,9.521,3.613,0.022,4.124,B1,exclamations,low
37.287,12.474,0.431,16.224,11.566,1.909,B1,exclamations,low
0.477,26.108,3.613,1.227,13.383,7.021,B1,exclamations,low
21.336,29.516,14.065,4.567,19.518,5.658,B1,exclamations,low
3.613,1.159,10.429,18.609,8.157,4.465,B1,exclamations,low
5.866,16.596,3.958,2.003,10.348,6.223,A3,exclamations,low
10.158,3.005,22.079,13.376,14.163,4.506,A3,exclamations,low
4.435,9.443,13.019,6.938,4.435,8.369,A3,exclamations,low
10.158,5.866,1.765,0.572,8.726,1.645,A3,exclamations,low
22.747,7.725,2.241,4.435,6.82,11.946,A3,exclamations,low
18.455,16.596,8.441,20.172,2.766,2.289,A3,exclamations,low
8.726,14.163,0.143,9.443,7.773,13.019,A3,exclamations,low
2.718,4.864,17.787,22.747,5.15,4.077,A3,exclamations,low
20.172,10.873,7.773,14.521,4.673,3.541,A3,exclamations,low
5.579,6.295,20.649,8.798,5.15,0.93,A3,exclamations,low
9.871,5.15,32.093,1.574,12.781,1.288,A3,exclamations,low
27.038,2.003,4.148,18.812,10.634,3.791,A3,exclamations,low
41.345,20.887,13.496,2.36,12.781,4.685,A3,exclamations,low
1.574,9.443,10.348,1.288,0.81,6.045,A3,exclamations,low
5.579,8.011,8.25,9.443,14.211,2.647,A3,exclamations,low
13.019,8.726,5.388,3.72,0.143,9.085,A3,exclamations,low
8.726,6.295,7.486,4.506,5.627,1.216,A3,exclamations,low
4.435,13.734,5.579,4.793,8.965,5.33,A3,exclamations,low
19.885,14.449,10.824,1.645,4.148,3.362,A3,exclamations,low
8.726,6.295,18.932,7.01,3.005,0.858,A3,exclamations,low
39.914,50.215,11.302,5.579,13.019,4.971,A3,exclamations,low
11.588,8.726,10.158,0.143,17.787,0.322,A3,exclamations,low
14.449,15.594,3.195,15.236,2.003,7.296,A3,exclamations,low
15.594,3.72,6.82,4.148,5.866,11.588,A3,exclamations,low
10.158,13.734,1.097,9.085,6.581,4.793,A3,exclamations,low
18.741,7.296,9.681,8.441,6.82,7.833,A3,exclamations,low
5.866,7.296,11.302,10.229,3.005,4.506,A3,exclamations,low
4.148,2.718,11.111,6.938,2.718,4.256,A3,exclamations,low
34.478,7.296,1.574,1.645,1.526,1.645,A3,exclamations,low
3.005,8.726,28.755,3.005,7.486,14.449,A3,exclamations,low
4.435,24.177,4.912,4.148,12.303,5.866,A3,exclamations,low
17.311,5.15,3.005,4.864,14.449,5.758,A3,exclamations,low
7.296,18.026,2.528,12.374,2.48,3.541,A3,exclamations,low
4.148,11.302,12.542,9.8,2.05,0.143,A3,exclamations,low
14.163,0.858,12.065,8.726,1.335,10.05,A3,exclamations,low
24.177,19.457,12.542,3.72,4.626,17.489,A3,exclamations,low
11.588,29.9,3.195,9.085,2.289,3.72,A3,exclamations,low
30.186,25.608,0.62,13.019,10.158,3.72,A3,exclamations,low
14.449,8.726,7.296,9.443,3.91,12.303,A3,exclamations,low
28.755,25.179,11.111,16.237,3.195,2.718,A3,exclamations,low
7.01,5.15,10.348,16.237,14.449,1.645,A3,exclamations,low
7.01,10.873,7.01,6.223,3.958,2.003,A3,exclamations,low
8.726,3.433,4.435,8.369,20.41,2.36,A3,exclamations,low
18.741,4.864,10.158,24.106,8.965,3.005,A3,exclamations,low
5.579,0.143,8.441,7.368,6.104,3.076,A3,exclamations,low
9.871,3.72,7.01,2.289,2.528,6.653,A3,exclamations,low
2.718,14.449,2.718,0.93,1.097,2.181,A3,exclamations,low
21.317,18.741,5.579,13.376,1.049,6.473,A3,exclamations,low
9.871,28.04,9.681,8.369,13.973,1.932,A3,exclamations,low
4.148,9.871,5.388,16.596,14.449,9.085,A3,exclamations,low
2.718,1.288,4.912,0.143,3.433,4.613,A3,exclamations,low
5.866,23.033,1.765,6.223,4.197,16.237,A3,exclamations,low
18.455,12.303,0.333,4.435,3.958,1.574,A3,exclamations,low
18.741,14.449,14.449,9.871,3.005,3.183,A3,exclamations,low
4.435,0.143,17.311,5.508,7.725,1.395,A3,exclamations,low
9.871,5.15,3.481,15.88,2.718,9.621,A3,exclamations,low
15.88,4.435,13.973,7.654,1.049,1.395,A3,exclamations,low
15.88,6.581,4.435,6.295,0.095,13.376,A3,exclamations,low
25.894,29.471,20.172,11.588,7.058,4.971,A3,exclamations,low
7.296,6.295,2.528,2.718,9.919,0.5,A3,exclamations,low
7.296,4.148,24.94,11.659,13.019,2.003,A3,exclamations,low
11.588,8.011,13.019,16.953,11.111,3.433,A3,exclamations,low
1.574,13.447,9.204,2.36,3.195,12.303,A3,exclamations,low
15.88,12.732,8.25,6.223,5.388,0.215,A3,exclamations,low
3.005,12.303,6.343,2.289,7.296,15.164,A3,exclamations,low
7.296,14.449,8.726,1.645,1.049,11.588,A3,exclamations,low
