0.05,0.1,0.15,0.2,0.3,0.4,Transcript,Sampling Interval
11.78,0.766,0.129,1.87,2.15,1.84,A3,30 seconds
10.587,6.73,9.428,1.54,0.685,5.566,A3,30 seconds
0.269,2.198,8.36,1.551,2.104,0.009,A3,30 seconds
0.468,4.224,0.163,1.858,2.244,1.542,A3,30 seconds
8.121,0.746,2.196,1.58,3.682,0.193,A3,30 seconds
1.918,1.242,2.986,3.727,5.617,0.736,A3,30 seconds
1.441,5.955,3.999,3.371,1.528,2.097,A3,30 seconds
4.98,6.731,0.826,2.584,3.702,2.536,A3,30 seconds
1.839,4.662,0.699,5.677,2.349,5.289,A3,30 seconds
1.003,0.586,1.162,1.889,4.033,1.843,A3,30 seconds
8.222,1.005,4.861,3.548,0.978,1.958,A3,30 seconds
10.648,8.698,10.9,0.049,4.285,2.788,A3,30 seconds
13.551,4.006,0.759,3.886,2.76,4.274,A3,30 seconds
5.616,0.09,2.435,2.624,0.07,2.153,A3,30 seconds
10.091,5.279,0.433,4.027,2.821,2.46,A3,30 seconds
10.905,7.745,1.356,2.395,5.656,2.531,A3,30 seconds
5.298,4.165,7.737,2.546,1.124,4.841,A3,30 seconds
1.441,3.669,2.872,5.795,2.302,1.843,A3,30 seconds
15.16,10.051,3.251,4.881,1.893,1.282,A3,30 seconds
14.365,3.529,4.065,1.81,0.639,1.341,A3,30 seconds
5.24,1.401,1.242,2.605,0.455,0.402,A3,30 seconds
1.123,9.037,7.472,4.096,4.789,3.225,A3,30 seconds
8.222,2.277,0.937,0.327,0.309,4.917,A3,30 seconds
6.531,1.66,4.052,1.691,2.044,0.899,A3,30 seconds
7.247,0.089,5.669,3.748,2.203,0.004,A3,30 seconds
7.904,8.976,2.819,4.582,1.109,8.65,A3,30 seconds
3.927,3.152,0.627,0.158,4.584,1.103,A3,30 seconds
0.269,6.073,8.553,9.961,3.429,1.706,A3,30 seconds
7.883,1.401,0.394,2.843,0.347,3.33,A3,30 seconds
14.346,4.683,0.534,1.651,0.221,1.73,A3,30 seconds
5.001,1.124,3.177,1.053,3.436,6.73,A3,30 seconds
4.683,9.157,4.259,5.397,1.892,3.568,A3,30 seconds
9.534,7.843,8.129,0.198,1.587,1.799,A3,30 seconds
8.559,1.681,0.879,2.385,0.461,1.993,A3,30 seconds
11.939,7.367,0.19,9.703,1.038,1.098,A3,30 seconds
1.701,14.345,3.039,3.092,5.14,5.258,A3,30 seconds
8.461,2.098,2.382,0.805,1.707,1.65,A3,30 seconds
2.734,2.495,4.145,0.914,3.722,0.263,A3,30 seconds
13.431,5.517,3.456,4.772,1.752,5.2,A3,30 seconds
10.131,4.364,7.75,3.917,2.501,1.958,A3,30 seconds
0.208,12.894,5.735,5.22,2.9,1.154,A3,30 seconds
1.661,5.576,7.366,2.575,2.158,4.221,A3,30 seconds
9.137,6.472,2.74,3.121,1.369,5.278,A3,30 seconds
4.524,2.774,0.083,2.634,2.336,2.889,A3,30 seconds
2.236,1.699,1.308,5.18,0.791,1.049,A3,30 seconds
0.269,0.965,2.528,2.049,2.257,0.979,A3,30 seconds
1.719,6.254,0.521,4.265,2.574,0.354,A3,30 seconds
3.23,0.944,8.903,7.386,1.295,1.094,A3,30 seconds
13.948,6.989,2.284,4.534,1.09,0.15,A3,30 seconds
9.654,2.436,6.459,1.172,3.212,2.864,A3,30 seconds
0.049,2.157,8.739,1.341,2.019,10.07,A3,30 seconds
3.867,0.508,0.327,1.292,1.646,2.685,A3,30 seconds
10.449,7.268,10.03,1.939,0.4,4.483,A3,30 seconds
1.542,6.829,10.269,0.16,3.344,1.103,A3,30 seconds
5.2,3.509,1.507,0.776,0.148,0.273,A3,30 seconds
3.729,5.338,1.899,3.649,0.712,1.093,A3,30 seconds
1.223,9.296,0.858,4.224,1.216,0.591,A3,30 seconds
4.781,3.608,10.422,1.162,1.151,2.211,A3,30 seconds
13.927,5.378,8.951,3.538,0.647,1.566,A3,30 seconds
19.653,1.143,3.323,2.148,4.206,2.024,A3,30 seconds
10.825,4.683,5.995,4.504,3.794,1.85,A3,30 seconds
14.235,2.095,5.987,0.381,2.285,,A2,30 seconds
11.652,1.547,3.832,1.762,1.732,,A2,30 seconds
2.238,8.968,0.857,4.475,0.565,,A2,30 seconds
6.653,7.397,9.284,4.288,4.457,,A2,30 seconds
3.237,3.184,4.094,6.611,2.672,,A2,30 seconds
7.915,5.564,1.797,1.922,0.827,,A2,30 seconds
6.332,5.296,6.13,2.969,4.826,,A2,30 seconds
6.772,3.327,4.725,2.244,5.975,,A2,30 seconds
0.548,5.653,1.809,2.068,3.166,,A2,30 seconds
2.809,6.832,8.474,0.158,2.404,,A2,30 seconds
1.19,3.493,5.32,3.377,2.44,,A2,30 seconds
2.38,1.476,3.237,0.012,0.303,,A2,30 seconds
7.117,11.384,4.511,3.368,3.91,,A2,30 seconds
0.024,1.434,2.666,1.181,0.952,,A2,30 seconds
1.297,6.451,6.546,0.658,3.844,,A2,30 seconds
2.702,4.112,3.523,1.047,5.522,,A2,30 seconds
4.19,2.208,0.333,3.458,2.315,,A2,30 seconds
0.655,2.702,1.773,0.173,0.482,,A2,30 seconds
7.796,2.273,1.274,1.092,1.797,,A2,30 seconds
6.915,7.451,1.309,4.487,0.173,,A2,30 seconds
21.126,5.415,8.272,2.8,1.357,,A2,30 seconds
8.45,8.224,7.974,3.734,0.054,,A2,30 seconds
9.581,8.992,4.57,0.729,4.469,,A2,30 seconds
5.046,2.291,1.714,4.308,4.112,,A2,30 seconds
12.402,3.719,3.368,6.442,1.898,,A2,30 seconds
0.012,3.083,6.844,1.467,0.428,,A2,30 seconds
4.082,3.219,2.583,3.975,3.005,,A2,30 seconds
2.845,3.19,5.761,2.434,1.143,,A2,30 seconds
11.664,10.545,2.726,0.845,0.536,,A2,30 seconds
3.773,0.649,5.999,1.681,4.939,,A2,30 seconds
6.094,1.113,3.868,1.363,0.458,,A2,30 seconds
5.094,2.618,2.19,0.068,1.285,,A2,30 seconds
6.975,0.994,2.059,5.395,0.845,,A2,30 seconds
7.629,6.469,2.142,1.488,1.006,,A2,30 seconds
0.833,3.297,3.475,1.818,2.672,,A2,30 seconds
10.093,7.117,0.369,4.814,3.047,,A2,30 seconds
2.345,8.938,0.381,1.265,0.756,,A2,30 seconds
5.832,11.134,1.309,3.452,2.124,,A2,30 seconds
4.297,2.38,1.214,1.181,4.892,,A2,30 seconds
4.594,4.564,0.345,1.163,1.988,,A2,30 seconds
5.201,0.94,0.893,0.646,1.892,,A2,30 seconds
1.559,3.886,0.869,3.835,3.809,,A2,30 seconds
3.594,3.452,1.726,1.032,1.273,,A2,30 seconds
7.01,1.291,7.272,9.26,2.154,,A2,30 seconds
5.737,1.494,1.702,8.111,2.624,,A2,30 seconds
1.833,1.976,3.963,0.747,1.387,,A2,30 seconds
3.904,11.218,3.523,2.996,0.607,,A2,30 seconds
4.13,0.97,0.666,0.184,1.863,,A2,30 seconds
2.737,2.327,0.738,1.72,5.433,,A2,30 seconds
12.949,0.417,0.75,3.324,2.077,,A2,30 seconds
1.845,0.684,8.355,3.228,4.225,,A2,30 seconds
6.51,2.969,0.607,3.163,1.44,,A2,30 seconds
7.582,2.791,0.988,1.988,1.25,,A2,30 seconds
4.654,0.149,1.202,1.788,0.196,,A2,30 seconds
11.331,1.648,4.463,0.628,2.089,,A2,30 seconds
7.201,3.868,6.487,1.952,4.731,,A2,30 seconds
4.439,10.753,2.202,1.925,3.077,,A2,30 seconds
3.88,0.797,5.999,0.664,2.642,,A2,30 seconds
4.297,2.244,1.69,5.984,2.505,,A2,30 seconds
1.381,0.244,2.88,1.279,4.683,,A2,30 seconds
8.617,0.851,1.833,2.315,3.457,,A2,30 seconds
6.296,1.97,1.0,4.183,2.154,,A2,30 seconds
5.165,1.024,0.25,0.958,1.791,,A2,30 seconds
2.202,2.077,2.904,2.36,5.249,,A2,30 seconds
9.76,6.778,0.262,0.899,3.862,,A2,30 seconds
22.447,4.493,0.488,2.136,1.803,,A2,30 seconds
1.69,1.619,4.725,2.958,1.458,,A2,30 seconds
1.226,13.771,0.119,1.628,4.755,,A2,30 seconds
8.665,13.58,1.071,6.546,2.69,,A2,30 seconds
14.592,4.868,3.285,1.541,0.744,,A2,30 seconds
2.952,2.238,8.165,3.583,0.559,,A2,30 seconds
1.654,12.937,7.272,1.77,0.339,,A2,30 seconds
6.546,6.028,3.678,1.782,1.797,,A2,30 seconds
4.951,6.975,2.357,3.701,3.172,,A2,30 seconds
8.117,0.452,0.512,0.217,2.511,,A2,30 seconds
9.724,2.011,1.404,2.297,2.535,,A2,30 seconds
0.119,5.957,0.393,1.479,3.065,,A2,30 seconds
3.202,3.094,1.571,1.253,0.494,,A2,30 seconds
7.939,4.612,1.083,5.264,2.166,,A2,30 seconds
9.01,5.683,7.082,2.693,0.012,,A2,30 seconds
13.878,3.886,0.964,2.788,2.232,,A2,30 seconds
4.939,1.523,6.237,5.109,1.839,,A2,30 seconds
3.059,3.868,0.548,1.092,1.613,,A2,30 seconds
5.475,5.344,0.69,5.046,0.309,,A2,30 seconds
4.475,1.363,0.952,0.577,5.13,,A2,30 seconds
10.045,9.557,2.535,1.988,4.076,,A2,30 seconds
5.344,6.903,8.95,5.594,0.048,,A2,30 seconds
11.378,6.487,5.594,7.492,5.582,,A2,30 seconds
3.297,2.166,2.63,2.128,0.524,,A2,30 seconds
13.402,8.01,9.176,1.904,1.565,,A2,30 seconds
6.379,10.557,3.737,2.056,0.756,,A2,30 seconds
0.666,3.44,1.274,5.701,3.636,,A2,30 seconds
0.417,2.47,0.238,1.369,3.434,,A2,30 seconds
6.618,1.541,2.69,2.261,0.232,,A2,30 seconds
4.63,4.797,1.714,2.363,0.381,,A2,30 seconds
0.845,0.155,0.226,0.988,0.286,,A2,30 seconds
4.868,0.649,3.237,0.289,2.666,,A2,30 seconds
6.272,4.291,1.94,1.056,3.243,,A2,30 seconds
3.083,1.387,0.071,6.68,1.565,,A2,30 seconds
6.153,0.434,3.487,0.64,2.125,,A2,30 seconds
42.242,21.041,11.252,27.666,10.651,1.383,B2,5 minutes
29.135,16.609,22.293,9.667,0.421,8.264,B2,5 minutes
21.018,2.87,20.176,2.681,4.026,3.296,B2,5 minutes
30.768,44.461,20.02,2.206,6.424,17.262,B2,5 minutes
12.341,28.296,27.656,11.326,6.183,13.764,B2,5 minutes
47.701,24.377,19.074,14.942,5.46,10.07,B2,5 minutes
29.555,10.451,15.06,3.754,0.545,15.023,B2,5 minutes
34.174,3.661,11.188,6.276,3.135,1.08,B2,5 minutes
2.448,6.043,22.62,24.608,11.483,10.052,B2,5 minutes
43.644,9.052,20.038,1.902,28.41,4.565,B2,5 minutes
12.014,3.451,12.823,11.314,10.311,12.539,B2,5 minutes
55.074,16.633,16.459,8.478,3.824,10.361,B2,5 minutes
25.448,15.933,0.662,16.248,3.873,23.619,B2,5 minutes
12.105,37.974,1.782,34.5,14.502,17.198,B2,5 minutes
19.896,49.359,6.071,16.129,33.404,6.585,B2,5 minutes
31.701,8.399,5.296,12.268,6.983,10.131,B2,5 minutes
48.03,7.766,24.763,8.664,1.098,10.294,B2,5 minutes
11.081,18.895,13.414,2.845,3.778,7.113,B2,5 minutes
35.713,24.631,30.937,29.1,1.235,0.462,B2,5 minutes
12.711,16.28,12.416,8.154,11.618,6.923,B2,5 minutes
24.377,22.814,4.488,1.118,12.447,12.297,B2,5 minutes
41.405,4.641,6.429,9.53,5.683,4.334,B2,5 minutes
70.049,17.26,12.432,3.71,3.995,0.672,B2,5 minutes
26.943,10.405,0.289,18.417,15.643,6.247,B2,5 minutes
58.48,0.188,2.417,7.883,5.467,0.328,B2,5 minutes
12.851,36.553,9.619,13.201,2.847,7.743,B2,5 minutes
15.604,11.732,4.425,14.193,17.076,8.783,B2,5 minutes
26.287,12.968,15.153,4.958,4.804,13.213,B2,5 minutes
24.421,14.51,36.398,5.285,5.009,4.69,B2,5 minutes
5.576,73.688,2.699,11.128,30.999,3.109,B2,5 minutes
3.663,5.436,7.986,10.029,12.362,0.384,B2,5 minutes
12.107,32.518,17.861,0.769,9.961,1.512,B2,5 minutes
37.766,5.527,17.301,1.867,0.53,15.081,B2,5 minutes
13.694,33.381,9.353,13.624,10.622,0.839,B2,5 minutes
49.802,8.329,4.501,14.683,13.458,17.542,B2,5 minutes
35.154,64.334,19.321,1.667,1.02,16.335,B2,5 minutes
15.464,5.434,22.293,4.699,6.017,1.966,B2,5 minutes
59.786,30.652,14.176,14.146,15.822,7.761,B2,5 minutes
51.06,26.43,8.513,18.242,12.704,0.129,B2,5 minutes
34.78,11.221,17.581,6.054,4.301,17.607,B2,5 minutes
13.598,38.116,21.438,20.969,14.3,1.039,B2,5 minutes
12.527,13.064,10.879,6.25,10.304,12.187,B2,5 minutes
1.611,9.308,6.382,16.117,18.737,15.396,B2,5 minutes
37.579,8.818,6.214,0.174,31.1,18.948,B2,5 minutes
25.637,35.807,5.592,8.07,2.106,18.228,B2,5 minutes
77.654,10.498,17.255,21.006,4.931,5.669,B2,5 minutes
30.768,24.701,6.431,3.101,21.275,12.706,B2,5 minutes
37.16,3.148,17.004,4.804,0.779,3.809,B2,5 minutes
9.448,17.097,5.903,23.721,15.091,7.641,B2,5 minutes
13.134,3.617,14.5,14.335,3.212,5.384,B2,5 minutes
3.43,33.287,0.209,2.672,11.677,3.209,B2,5 minutes
24.75,32.145,6.976,14.592,4.773,6.422,B2,5 minutes
13.32,53.905,1.748,13.213,0.131,4.993,B2,5 minutes
16.866,10.729,4.068,13.764,8.606,10.632,B2,5 minutes
20.596,13.227,11.001,5.32,7.735,0.32,B2,5 minutes
54.045,25.1,22.837,8.933,3.311,13.268,B2,5 minutes
32.588,13.717,15.355,7.743,1.206,15.919,B2,5 minutes
27.643,23.581,6.538,34.477,9.423,11.959,B2,5 minutes
23.395,5.203,2.93,24.937,6.711,18.234,B2,5 minutes
20.318,5.364,9.977,14.708,7.992,17.251,B2,5 minutes
9.028,29.159,24.268,32.751,16.399,8.369,B2,5 minutes
15.933,18.146,24.639,17.12,1.095,7.405,B2,5 minutes
19.523,2.894,14.422,9.11,4.493,1.885,B2,5 minutes
31.328,2.987,14.049,16.143,16.739,6.769,B2,5 minutes
23.724,12.642,22.882,15.242,7.712,10.247,B2,5 minutes
34.221,24.004,5.592,14.592,22.48,12.778,B2,5 minutes
37.533,0.885,9.461,14.881,4.835,6.938,B2,5 minutes
66.224,10.521,11.141,26.056,11.649,9.656,B2,5 minutes
55.725,3.451,28.856,8.221,5.949,14.644,B2,5 minutes
51.899,17.472,35.182,2.891,5.714,8.904,B2,5 minutes
7.815,17.029,1.095,18.018,11.335,1.667,B2,5 minutes
18.312,14.111,23.084,27.409,3.614,15.047,B2,5 minutes
4.361,3.267,7.658,15.805,9.448,0.786,B2,5 minutes
43.784,17.493,15.84,5.704,8.124,28.383,B2,5 minutes
12.714,14.137,36.802,8.62,12.31,4.355,B2,5 minutes
11.079,37.3,16.368,13.869,8.064,9.679,B2,5 minutes
30.488,35.643,0.131,16.642,12.167,3.459,B2,5 minutes
5.156,2.308,22.558,5.46,10.954,8.824,B2,5 minutes
12.618,10.449,9.961,22.907,1.538,13.256,B2,5 minutes
14.627,29.506,32.354,22.508,1.834,8.635,B2,5 minutes
21.062,46.464,19.199,4.093,7.823,8.043,B2,5 minutes
9.492,26.756,9.93,10.146,19.113,2.742,B2,5 minutes
41.638,22.161,10.241,8.655,1.842,0.069,B2,5 minutes
13.787,2.52,5.296,6.763,8.298,5.731,B2,5 minutes
5.576,14.58,26.816,15.443,18.351,3.48,B2,5 minutes
35.9,22.861,23.939,10.111,1.227,11.055,B2,5 minutes
29.089,21.881,29.275,0.792,7.232,14.02,B2,5 minutes
11.499,5.296,16.228,39.42,10.241,0.952,B2,5 minutes
14.58,2.66,6.012,3.722,31.621,6.653,B2,5 minutes
53.859,7.652,8.08,3.684,2.489,18.802,B2,5 minutes
25.916,16.283,5.483,4.935,7.707,1.311,B2,5 minutes
32.025,5.25,34.78,8.41,1.048,3.41,B2,5 minutes
39.539,41.848,1.549,3.206,5.581,8.979,B2,5 minutes
31.512,5.27,19.134,4.023,8.383,7.842,B2,5 minutes
69.163,9.075,7.831,11.067,10.581,4.116,B2,5 minutes
17.472,2.707,10.646,20.071,1.601,1.926,B2,5 minutes
0.118,4.174,4.425,0.057,9.594,9.23,B2,5 minutes
26.196,11.641,22.571,16.003,12.533,3.83,B2,5 minutes
55.587,16.49,14.453,4.118,13.279,0.579,B2,5 minutes
13.18,0.095,15.575,13.997,9.409,10.737,B2,5 minutes
2.553,6.04,9.439,13.756,,,A1,5 minutes
13.626,10.737,12.694,4.546,,,A1,5 minutes
28.13,1.759,0.511,2.866,,,A1,5 minutes
3.407,5.744,4.335,8.092,,,A1,5 minutes
5.713,5.673,4.544,2.115,,,A1,5 minutes
3.424,9.302,11.149,1.432,,,A1,5 minutes
13.016,0.561,5.874,1.083,,,A1,5 minutes
1.643,14.809,8.91,8.481,,,A1,5 minutes
4.745,0.547,3.234,5.459,,,A1,5 minutes
6.555,4.164,0.075,13.739,,,A1,5 minutes
3.436,3.879,4.6,1.237,,,A1,5 minutes
7.38,3.222,5.343,5.801,,,A1,5 minutes
12.276,7.25,4.259,6.249,,,A1,5 minutes
23.291,10.253,6.251,1.979,,,A1,5 minutes
4.079,10.85,4.271,5.741,,,A1,5 minutes
0.521,15.293,4.43,7.051,,,A1,5 minutes
2.98,8.616,13.36,4.169,,,A1,5 minutes
4.318,12.589,1.887,2.198,,,A1,5 minutes
2.883,0.364,1.925,6.825,,,A1,5 minutes
29.411,8.69,0.151,4.375,,,A1,5 minutes
6.868,12.774,1.972,0.703,,,A1,5 minutes
5.246,3.137,4.033,3.822,,,A1,5 minutes
5.359,7.321,16.716,6.182,,,A1,5 minutes
7.449,3.111,0.542,0.172,,,A1,5 minutes
3.863,10.224,1.377,6.069,,,A1,5 minutes
6.965,3.692,3.348,1.36,,,A1,5 minutes
1.102,2.328,5.751,10.355,,,A1,5 minutes
2.24,6.071,6.488,5.046,,,A1,5 minutes
2.24,3.253,10.722,4.745,,,A1,5 minutes
1.273,7.395,12.95,10.689,,,A1,5 minutes
1.899,20.443,3.55,6.951,,,A1,5 minutes
21.84,5.459,9.098,2.122,,,A1,5 minutes
2.086,4.247,8.927,11.557,,,A1,5 minutes
10.113,14.667,5.151,0.803,,,A1,5 minutes
5.473,0.62,10.995,1.062,,,A1,5 minutes
6.282,1.586,7.798,5.812,,,A1,5 minutes
6.197,2.499,0.551,2.034,,,A1,5 minutes
8.035,15.948,7.8,8.754,,,A1,5 minutes
2.029,4.944,2.855,7.527,,,A1,5 minutes
0.208,8.588,5.777,2.219,,,A1,5 minutes
10.096,1.087,8.139,5.663,,,A1,5 minutes
44.525,2.183,4.043,1.303,,,A1,5 minutes
10.511,0.404,0.739,0.397,,,A1,5 minutes
5.713,9.814,11.614,5.193,,,A1,5 minutes
11.605,0.148,10.514,0.222,,,A1,5 minutes
5.53,9.256,7.798,6.534,,,A1,5 minutes
8.206,0.447,0.17,14.674,,,A1,5 minutes
6.994,0.834,15.417,2.66,,,A1,5 minutes
5.9,1.118,17.115,6.099,,,A1,5 minutes
1.887,9.94,8.576,1.244,,,A1,5 minutes
17.2,1.645,1.64,8.339,,,A1,5 minutes
12.561,5.741,6.633,6.531,,,A1,5 minutes
10.995,10.694,6.083,5.644,,,A1,5 minutes
1.073,5.16,12.867,3.642,,,A1,5 minutes
4.619,2.169,3.483,4.377,,,A1,5 minutes
1.614,16.987,2.496,3.621,,,A1,5 minutes
8.559,8.192,4.593,5.907,,,A1,5 minutes
5.274,3.151,14.724,0.134,,,A1,5 minutes
23.832,1.915,0.684,2.852,,,A1,5 minutes
6.242,10.469,17.124,6.915,,,A1,5 minutes
6.754,14.71,4.166,10.566,,,A1,5 minutes
8.075,8.092,1.033,0.478,,,A1,5 minutes
2.838,12.66,5.872,9.223,,,A1,5 minutes
6.652,10.91,0.428,6.083,,,A1,5 minutes
4.733,4.007,6.109,1.339,,,A1,5 minutes
17.798,5.744,5.521,1.019,,,A1,5 minutes
11.194,6.31,10.815,2.954,,,A1,5 minutes
13.955,12.658,3.369,3.801,,,A1,5 minutes
3.595,6.612,8.32,1.524,,,A1,5 minutes
8.132,7.893,5.872,0.763,,,A1,5 minutes
29.724,6.766,4.498,6.612,,,A1,5 minutes
25.511,8.362,1.083,1.033,,,A1,5 minutes
8.32,4.318,5.144,3.787,,,A1,5 minutes
0.663,16.232,3.794,0.393,,,A1,5 minutes
15.72,1.745,1.045,10.568,,,A1,5 minutes
16.773,16.671,6.052,1.984,,,A1,5 minutes
9.8,2.385,7.741,9.627,,,A1,5 minutes
8.815,10.21,16.024,9.242,,,A1,5 minutes
7.421,6.382,2.181,3.236,,,A1,5 minutes
1.073,5.699,7.259,4.041,,,A1,5 minutes
8.986,6.882,18.917,0.791,,,A1,5 minutes
8.132,0.834,5.834,2.966,,,A1,5 minutes
0.276,10.682,2.069,2.663,,,A1,5 minutes
7.067,5.929,6.991,4.645,,,A1,5 minutes
3.663,6.014,1.908,1.436,,,A1,5 minutes
3.322,0.336,0.779,4.645,,,A1,5 minutes
6.612,13.045,3.597,0.884,,,A1,5 minutes
5.94,4.033,4.733,2.504,,,A1,5 minutes
22.324,1.856,4.923,4.162,,,A1,5 minutes
3.965,14.824,10.91,5.046,,,A1,5 minutes
3.436,7.776,2.447,1.111,,,A1,5 minutes
18.709,16.6,0.542,6.958,,,A1,5 minutes
10.227,6.896,7.38,0.967,,,A1,5 minutes
4.136,2.257,0.912,4.079,,,A1,5 minutes
3.709,8.844,2.172,3.403,,,A1,5 minutes
9.982,11.989,15.995,6.121,,,A1,5 minutes
10.938,11.349,2.705,10.053,,,A1,5 minutes
18.367,8.59,14.202,3.552,,,A1,5 minutes
11.166,3.068,1.659,2.613,,,A1,5 minutes
5.997,5.815,7.561,4.218,,,A1,5 minutes
51.093,20.368,2.037,11.947,6.614,8.133,B1,5 minutes
26.716,11.744,12.316,3.405,15.811,5.791,B1,5 minutes
61.977,5.463,7.272,23.144,6.762,2.332,B1,5 minutes
6.891,12.591,1.43,6.596,14.265,13.592,B1,5 minutes
18.842,4.912,6.473,25.125,8.302,8.127,B1,5 minutes
5.357,9.328,26.372,30.656,10.825,18.267,B1,5 minutes
8.578,31.823,0.633,18.885,19.173,4.804,B1,5 minutes
31.768,14.435,4.396,11.036,8.134,9.462,B1,5 minutes
19.732,5.526,35.738,5.514,21.639,2.062,B1,5 minutes
14.045,9.074,28.434,9.36,19.484,13.934,B1,5 minutes
19.512,37.214,6.792,31.122,1.31,13.531,B1,5 minutes
40.753,7.59,7.696,16.585,8.749,10.75,B1,5 minutes
3.026,14.943,29.796,9.213,2.984,18.865,B1,5 minutes
28.2,34.163,23.835,2.282,6.347,2.298,B1,5 minutes
10.358,12.57,32.63,3.556,2.411,9.953,B1,5 minutes
2.136,0.216,13.536,17.878,4.107,7.903,B1,5 minutes
7.654,20.707,19.272,34.512,25.199,16.127,B1,5 minutes
44.228,2.009,5.371,20.37,6.51,7.241,B1,5 minutes
40.278,53.331,38.498,7.9,15.07,7.4,B1,5 minutes
29.013,45.66,0.61,1.765,0.264,14.702,B1,5 minutes
1.5,9.285,9.058,18.63,17.301,5.434,B1,5 minutes
23.97,23.39,44.389,4.679,19.81,12.279,B1,5 minutes
16.63,23.334,15.551,13.852,2.15,19.459,B1,5 minutes
12.994,10.303,26.442,8.735,20.799,3.402,B1,5 minutes
36.082,9.743,10.253,16.458,15.387,12.814,B1,5 minutes
8.196,27.615,21.532,10.654,18.122,2.801,B1,5 minutes
56.052,8.395,7.696,19.416,8.232,5.1,B1,5 minutes
33.845,11.862,25.482,4.202,0.28,1.336,B1,5 minutes
26.81,16.206,3.464,28.126,14.074,17.576,B1,5 minutes
56.306,1.564,1.735,11.182,3.739,14.583,B1,5 minutes
13.841,4.382,15.65,0.25,15.289,4.502,B1,5 minutes
29.776,5.535,0.732,5.471,9.079,22.558,B1,5 minutes
52.789,14.413,11.332,5.228,4.362,7.19,B1,5 minutes
37.023,19.711,28.821,6.785,10.005,22.132,B1,5 minutes
37.066,37.299,28.963,2.634,10.209,11.709,B1,5 minutes
22.995,60.735,4.071,8.482,0.951,12.233,B1,5 minutes
56.179,20.77,25.685,17.316,10.075,10.361,B1,5 minutes
4.348,32.976,5.074,12.475,0.654,18.373,B1,5 minutes
28.581,13.282,12.9,5.654,28.228,9.137,B1,5 minutes
26.293,16.278,24.456,13.396,7.857,0.34,B1,5 minutes
9.595,7.972,26.753,6.171,0.963,2.679,B1,5 minutes
15.452,20.05,3.958,3.755,11.708,25.242,B1,5 minutes
24.14,2.687,24.385,24.669,25.644,6.077,B1,5 minutes
51.602,8.162,7.075,10.05,10.726,14.419,B1,5 minutes
96.262,4.179,40.758,25.994,9.187,13.245,B1,5 minutes
37.405,7.031,16.116,31.219,10.712,5.791,B1,5 minutes
10.027,35.159,0.054,8.374,11.749,16.665,B1,5 minutes
38.795,38.117,12.09,10.207,0.315,9.805,B1,5 minutes
8.078,3.924,4.489,2.791,13.926,9.068,B1,5 minutes
25.793,0.038,15.664,5.461,2.503,10.527,B1,5 minutes
31.217,16.651,2.856,8.165,9.15,2.144,B1,5 minutes
56.213,20.338,31.562,3.066,5.055,13.716,B1,5 minutes
1.204,51.178,10.697,11.447,7.032,20.169,B1,5 minutes
22.614,13.197,5.097,4.509,6.72,13.843,B1,5 minutes
35.667,29.344,19.427,2.642,1.147,6.859,B1,5 minutes
10.951,35.688,19.224,17.965,6.367,0.213,B1,5 minutes
10.654,16.588,9.072,8.546,17.889,30.165,B1,5 minutes
17.223,20.465,9.575,0.682,15.395,0.743,B1,5 minutes
30.92,6.764,22.233,4.645,5.168,2.33,B1,5 minutes
23.419,22.847,26.081,8.631,11.594,22.134,B1,5 minutes
16.164,3.225,19.258,11.118,12.851,2.157,B1,5 minutes
15.359,11.892,2.639,25.358,15.549,5.362,B1,5 minutes
15.409,12.011,34.091,1.426,23.638,8.899,B1,5 minutes
39.566,1.996,28.18,21.851,8.671,7.116,B1,5 minutes
7.527,11.744,22.591,5.357,20.241,5.508,B1,5 minutes
41.897,41.304,33.299,6.637,8.254,6.679,B1,5 minutes
61.087,39.502,3.902,12.434,17.62,3.193,B1,5 minutes
10.239,33.879,11.022,5.365,13.742,14.627,B1,5 minutes
33.336,10.811,0.992,7.463,23.37,9.54,B1,5 minutes
47.525,10.154,11.129,3.895,1.989,7.132,B1,5 minutes
3.755,3.789,30.064,5.567,5.293,2.229,B1,5 minutes
50.619,52.132,14.943,21.968,3.231,2.732,B1,5 minutes
30.531,0.195,5.803,18.611,5.959,4.933,B1,5 minutes
3.373,1.488,3.19,14.002,9.003,11.982,B1,5 minutes
18.918,2.844,28.482,3.174,11.382,7.905,B1,5 minutes
24.987,9.425,0.76,3.384,3.45,5.837,B1,5 minutes
7.476,11.841,11.977,16.079,3.457,21.634,B1,5 minutes
21.427,28.929,21.102,19.067,3.211,0.55,B1,5 minutes
18.918,2.632,10.197,6.999,9.723,4.154,B1,5 minutes
8.959,6.298,8.643,18.834,10.698,9.028,B1,5 minutes
3.662,1.818,0.978,7.145,3.741,20.405,B1,5 minutes
7.222,54.412,15.302,16.649,27.919,5.267,B1,5 minutes
4.509,25.453,43.818,19.425,17.499,30.234,B1,5 minutes
26.682,33.561,12.81,3.81,18.637,5.839,B1,5 minutes
25.92,23.517,17.43,9.264,7.781,9.72,B1,5 minutes
45.194,0.547,0.011,11.195,3.824,2.798,B1,5 minutes
19.978,5.62,6.721,3.532,5.357,21.92,B1,5 minutes
6.637,20.22,4.439,9.944,6.381,7.99,B1,5 minutes
8.874,66.999,12.929,12.254,11.171,13.324,B1,5 minutes
