0.05,0.1,0.15,0.2,0.3,0.4,Transcript,Sampling Interval
13.609,3.689,0.513,0.557,0.891,1.068,A3,30 seconds
6.751,4.047,1.216,4.474,2.118,1.601,A3,30 seconds
4.224,5.119,9.19,5.379,3.913,0.785,A3,30 seconds
0.11,1.263,0.123,2.733,0.944,0.542,A3,30 seconds
4.285,6.332,9.328,1.561,2.927,1.307,A3,30 seconds
0.447,2.634,5.484,3.48,0.042,0.407,A3,30 seconds
4.603,3.947,2.528,2.058,0.66,0.332,A3,30 seconds
2.355,0.209,5.285,1.999,2.78,0.054,A3,30 seconds
4.9,3.589,1.892,0.349,2.879,0.209,A3,30 seconds
5.576,3.45,3.416,1.55,1.805,0.513,A3,30 seconds
16.234,2.515,0.553,3.946,1.184,1.775,A3,30 seconds
9.632,1.003,4.126,1.441,2.734,0.905,A3,30 seconds
5.279,6.173,1.409,5.368,0.308,0.304,A3,30 seconds
4.662,1.202,2.165,1.839,0.123,2.147,A3,30 seconds
0.786,4.582,1.242,0.597,2.019,0.477,A3,30 seconds
1.025,7.188,0.699,0.03,4.915,0.268,A3,30 seconds
0.349,3.131,0.155,0.14,2.839,0.601,A3,30 seconds
3.768,2.416,8.413,1.76,2.435,0.647,A3,30 seconds
0.486,3.707,1.038,0.716,1.892,1.432,A3,30 seconds
1.918,0.07,7.684,1.77,0.581,2.291,A3,30 seconds
14.722,1.939,0.706,0.864,0.759,0.124,A3,30 seconds
1.282,0.109,3.615,1.292,5.278,0.183,A3,30 seconds
9.394,4.067,0.958,3.558,4.125,0.044,A3,30 seconds
13.551,0.705,4.569,4.991,0.05,2.713,A3,30 seconds
0.468,0.964,2.568,2.496,0.349,0.443,A3,30 seconds
5.815,9.016,1.587,0.288,0.811,3.42,A3,30 seconds
5.478,0.009,2.814,2.486,0.5,3.003,A3,30 seconds
2.973,0.885,5.868,6.382,0.296,2.685,A3,30 seconds
1.481,4.663,4.211,2.705,0.574,0.94,A3,30 seconds
8.938,7.088,0.919,3.28,1.747,2.519,A3,30 seconds
3.848,2.912,0.646,4.861,2.88,0.09,A3,30 seconds
13.49,8.797,3.933,0.337,2.289,1.069,A3,30 seconds
11.721,7.207,0.176,1.591,1.368,0.044,A3,30 seconds
3.548,3.232,0.866,3.698,0.334,1.267,A3,30 seconds
11.223,5.677,0.526,0.508,1.713,1.889,A3,30 seconds
0.349,4.007,3.575,6.103,3.191,0.672,A3,30 seconds
15.658,2.256,10.004,1.043,1.237,0.531,A3,30 seconds
13.092,8.937,1.03,5.735,0.196,1.015,A3,30 seconds
0.866,3.669,2.7,1.939,1.687,1.492,A3,30 seconds
3.151,13.37,1.931,2.326,2.019,0.001,A3,30 seconds
5.518,2.654,1.21,2.108,1.369,0.278,A3,30 seconds
8.779,3.848,0.097,3.908,1.29,0.899,A3,30 seconds
9.195,6.054,2.992,1.253,1.083,0.155,A3,30 seconds
1.481,4.186,1.626,2.456,0.228,1.585,A3,30 seconds
6.751,0.647,2.218,0.009,0.049,1.954,A3,30 seconds
7.565,5.815,4.272,0.945,2.899,1.666,A3,30 seconds
10.727,4.523,3.702,4.145,2.428,1.124,A3,30 seconds
9.473,0.488,3.039,5.437,0.593,1.631,A3,30 seconds
5.497,4.562,2.263,3.698,1.143,0.546,A3,30 seconds
2.575,3.709,5.253,1.67,1.534,1.507,A3,30 seconds
8.858,1.501,7.883,1.8,1.454,0.526,A3,30 seconds
3.331,6.174,2.894,1.015,1.58,0.337,A3,30 seconds
2.157,2.635,3.278,0.486,1.959,0.74,A3,30 seconds
0.049,0.746,3.787,3.419,2.628,4.214,A3,30 seconds
13.193,0.705,3.941,0.308,0.785,1.978,A3,30 seconds
19.515,8.381,3.92,1.551,0.176,0.705,A3,30 seconds
2.377,0.428,2.263,0.884,1.25,2.506,A3,30 seconds
6.65,5.855,3.331,0.547,1.197,2.022,A3,30 seconds
5.099,1.242,0.911,2.347,2.609,0.503,A3,30 seconds
9.672,4.642,1.441,3.212,0.163,1.381,A3,30 seconds
0.19,3.509,2.753,2.029,1.475,1.839,A3,30 seconds
3.411,7.347,0.42,2.237,0.619,0.954,A3,30 seconds
3.487,0.851,1.547,1.586,2.041,,A2,30 seconds
2.702,1.309,8.748,2.818,1.029,,A2,30 seconds
12.009,0.101,1.666,2.166,0.048,,A2,30 seconds
8.867,0.631,0.797,1.851,1.131,,A2,30 seconds
2.952,11.146,4.523,0.494,1.107,,A2,30 seconds
11.628,2.345,3.249,0.095,1.089,,A2,30 seconds
5.475,8.938,4.106,0.985,0.44,,A2,30 seconds
8.153,6.379,0.821,4.939,1.654,,A2,30 seconds
13.699,1.434,4.987,0.119,2.309,,A2,30 seconds
1.012,3.023,5.487,0.521,0.095,,A2,30 seconds
2.559,2.452,1.333,0.086,0.262,,A2,30 seconds
12.949,2.773,1.285,4.234,1.678,,A2,30 seconds
7.879,2.761,3.832,0.976,2.886,,A2,30 seconds
12.414,0.423,3.035,2.976,0.946,,A2,30 seconds
0.476,0.756,1.035,1.199,1.619,,A2,30 seconds
4.368,8.397,0.071,0.113,1.946,,A2,30 seconds
2.737,6.79,3.463,2.154,0.208,,A2,30 seconds
10.093,0.423,3.285,0.548,0.702,,A2,30 seconds
1.238,1.684,2.416,3.639,2.392,,A2,30 seconds
1.69,6.701,4.332,1.14,0.69,,A2,30 seconds
5.772,5.04,5.927,0.61,1.898,,A2,30 seconds
1.702,4.457,0.928,2.211,0.393,,A2,30 seconds
7.843,0.94,0.417,1.8,2.148,,A2,30 seconds
7.129,5.046,0.762,2.958,2.136,,A2,30 seconds
1.452,0.791,3.713,4.029,2.124,,A2,30 seconds
0.417,1.886,0.667,1.297,1.636,,A2,30 seconds
8.76,4.683,4.642,1.601,2.095,,A2,30 seconds
1.488,5.79,7.141,0.681,1.559,,A2,30 seconds
11.378,1.351,3.547,2.672,2.369,,A2,30 seconds
14.735,0.655,0.905,3.362,0.387,,A2,30 seconds
8.665,5.368,3.475,0.024,1.744,,A2,30 seconds
1.726,8.546,1.416,0.289,4.993,,A2,30 seconds
8.45,2.452,5.832,1.434,1.678,,A2,30 seconds
6.701,3.219,0.833,3.987,0.559,,A2,30 seconds
3.237,2.244,1.024,4.282,1.886,,A2,30 seconds
3.666,4.166,0.774,1.47,2.725,,A2,30 seconds
2.19,1.47,3.428,3.353,0.839,,A2,30 seconds
0.119,9.682,1.559,1.137,0.661,,A2,30 seconds
2.011,0.887,0.631,0.845,0.417,,A2,30 seconds
4.797,0.809,0.238,4.413,1.166,,A2,30 seconds
1.512,2.493,2.44,0.065,1.761,,A2,30 seconds
8.189,2.779,0.881,1.547,0.19,,A2,30 seconds
2.333,6.861,0.952,0.631,0.869,,A2,30 seconds
3.083,4.433,3.773,1.247,1.381,,A2,30 seconds
1.845,0.47,0.155,0.494,0.042,,A2,30 seconds
2.618,0.458,7.617,4.225,1.869,,A2,30 seconds
3.868,1.101,0.262,0.497,0.512,,A2,30 seconds
15.972,5.136,0.071,0.574,1.143,,A2,30 seconds
1.202,8.01,2.345,1.681,0.452,,A2,30 seconds
6.618,2.779,5.546,0.095,0.179,,A2,30 seconds
3.975,3.469,1.559,0.423,0.893,,A2,30 seconds
0.797,7.242,0.726,1.827,0.673,,A2,30 seconds
1.309,1.577,2.19,1.128,1.273,,A2,30 seconds
0.702,1.512,0.464,0.565,2.142,,A2,30 seconds
7.117,7.022,6.784,0.556,0.559,,A2,30 seconds
6.022,4.469,1.131,2.815,0.345,,A2,30 seconds
4.332,2.005,3.225,2.345,2.351,,A2,30 seconds
0.952,6.237,4.189,0.342,0.857,,A2,30 seconds
1.012,3.065,0.5,0.289,1.035,,A2,30 seconds
6.308,0.292,0.167,2.663,0.666,,A2,30 seconds
13.33,1.904,3.356,0.44,1.125,,A2,30 seconds
0.976,1.726,1.428,3.306,0.095,,A2,30 seconds
6.094,7.582,1.738,2.931,0.077,,A2,30 seconds
5.618,10.361,4.07,0.592,1.482,,A2,30 seconds
12.723,3.743,3.642,1.351,1.767,,A2,30 seconds
5.701,4.005,4.915,5.082,0.524,,A2,30 seconds
5.915,5.332,5.963,0.309,1.547,,A2,30 seconds
1.631,5.719,3.035,5.689,0.107,,A2,30 seconds
12.128,8.867,1.059,2.44,0.774,,A2,30 seconds
5.915,11.777,0.012,1.497,0.357,,A2,30 seconds
10.771,0.762,4.201,0.845,0.155,,A2,30 seconds
0.452,6.689,0.714,1.967,0.512,,A2,30 seconds
8.093,1.155,5.546,0.378,2.368,,A2,30 seconds
1.952,2.261,0.619,2.69,0.786,,A2,30 seconds
4.451,2.493,2.345,0.497,0.262,,A2,30 seconds
6.76,3.398,2.785,1.467,0.684,,A2,30 seconds
3.725,2.708,0.738,0.208,0.274,,A2,30 seconds
8.415,1.815,0.952,5.564,1.393,,A2,30 seconds
7.022,2.327,3.214,4.261,3.618,,A2,30 seconds
0.988,4.773,2.94,4.853,1.494,,A2,30 seconds
2.452,0.19,3.69,0.666,1.03,,A2,30 seconds
3.19,4.868,3.606,0.307,1.809,,A2,30 seconds
5.701,3.85,1.178,3.011,1.607,,A2,30 seconds
2.44,3.279,0.869,2.987,0.988,,A2,30 seconds
0.19,9.147,1.535,7.781,1.756,,A2,30 seconds
1.631,5.987,1.119,3.844,1.404,,A2,30 seconds
0.381,4.85,3.154,0.11,0.649,,A2,30 seconds
1.404,5.344,3.559,0.03,2.0,,A2,30 seconds
10.307,0.708,2.178,2.011,1.327,,A2,30 seconds
3.416,1.315,1.309,2.229,1.482,,A2,30 seconds
9.272,2.351,1.059,3.52,0.077,,A2,30 seconds
7.058,7.611,3.38,4.225,0.357,,A2,30 seconds
3.523,0.309,0.309,0.479,0.089,,A2,30 seconds
0.095,5.921,1.274,1.586,0.667,,A2,30 seconds
4.547,4.987,4.142,1.229,0.672,,A2,30 seconds
8.486,6.528,5.344,2.157,0.268,,A2,30 seconds
11.081,8.046,4.82,4.148,0.577,,A2,30 seconds
15.473,1.22,1.512,2.19,0.488,,A2,30 seconds
9.153,0.542,1.0,1.452,0.75,,A2,30 seconds
10.402,6.26,2.142,2.282,0.149,,A2,30 seconds
17.612,5.203,22.091,1.293,6.654,2.328,B2,5 minutes
6.602,14.16,10.161,9.096,2.194,2.771,B2,5 minutes
17.846,0.071,4.705,5.375,10.28,5.85,B2,5 minutes
14.764,9.612,26.492,2.915,4.052,8.159,B2,5 minutes
37.437,13.411,8.344,1.762,0.605,1.772,B2,5 minutes
49.989,5.786,12.045,23.22,14.075,5.751,B2,5 minutes
12.432,27.223,25.543,5.763,3.078,3.348,B2,5 minutes
0.304,11.335,8.435,9.562,11.54,5.075,B2,5 minutes
8.513,11.592,18.465,7.731,2.163,6.346,B2,5 minutes
6.087,7.626,1.313,5.39,6.26,3.457,B2,5 minutes
33.287,15.256,10.07,5.145,2.808,0.888,B2,5 minutes
30.346,5.506,9.153,0.176,0.328,9.227,B2,5 minutes
20.085,36.063,4.127,15.478,7.59,4.795,B2,5 minutes
6.973,21.762,12.963,13.155,8.85,4.381,B2,5 minutes
39.912,34.265,14.235,6.658,13.372,2.541,B2,5 minutes
1.655,25.634,15.093,15.735,4.54,12.504,B2,5 minutes
30.535,29.135,7.082,3.02,7.862,1.074,B2,5 minutes
38.139,17.169,3.85,4.678,5.628,4.206,B2,5 minutes
53.861,42.991,3.648,3.43,7.137,2.291,B2,5 minutes
69.909,11.615,11.532,27.211,1.914,9.644,B2,5 minutes
73.686,26.287,24.517,17.913,5.784,1.305,B2,5 minutes
59.366,1.375,5.125,0.631,1.113,6.614,B2,5 minutes
44.204,8.489,1.966,5.935,5.522,5.821,B2,5 minutes
4.921,41.662,20.94,10.58,9.495,3.238,B2,5 minutes
6.087,9.749,8.746,22.989,7.901,9.967,B2,5 minutes
44.811,34.407,9.119,5.681,12.774,0.355,B2,5 minutes
1.517,29.532,10.459,4.956,5.076,10.799,B2,5 minutes
16.07,14.743,4.923,10.381,0.963,7.617,B2,5 minutes
2.217,2.194,24.439,6.752,10.661,5.594,B2,5 minutes
19.012,28.389,6.307,7.839,1.533,6.513,B2,5 minutes
43.364,25.331,11.934,3.733,18.667,0.471,B2,5 minutes
28.762,33.311,18.559,1.55,0.025,2.276,B2,5 minutes
50.036,42.758,9.604,1.739,7.385,1.512,B2,5 minutes
19.199,3.428,3.552,9.122,7.315,6.702,B2,5 minutes
13.924,2.471,4.97,4.291,2.464,0.524,B2,5 minutes
21.902,34.477,4.781,21.193,9.298,7.413,B2,5 minutes
0.115,11.732,9.695,16.175,7.94,7.151,B2,5 minutes
3.057,13.834,10.892,0.398,4.439,1.369,B2,5 minutes
8.329,4.083,8.186,10.405,18.994,0.52,B2,5 minutes
2.541,11.732,8.204,6.145,12.916,0.474,B2,5 minutes
29.089,6.717,6.214,2.52,4.06,2.795,B2,5 minutes
29.229,13.624,5.794,10.449,4.291,3.611,B2,5 minutes
17.332,1.702,19.836,11.326,0.582,6.958,B2,5 minutes
30.348,20.621,35.664,7.419,8.07,1.515,B2,5 minutes
2.45,7.302,0.895,13.67,7.862,2.127,B2,5 minutes
4.687,20.691,15.326,3.008,7.178,1.107,B2,5 minutes
12.387,7.815,1.626,0.839,6.336,0.372,B2,5 minutes
20.691,10.964,10.208,7.337,6.361,9.658,B2,5 minutes
31.468,7.113,3.99,0.209,8.622,0.882,B2,5 minutes
16.493,3.474,22.819,9.924,1.593,1.016,B2,5 minutes
76.721,13.46,13.834,3.99,12.463,7.796,B2,5 minutes
5.903,9.073,8.87,1.27,7.1,2.028,B2,5 minutes
59.926,5.737,18.465,3.603,6.789,8.375,B2,5 minutes
24.703,0.372,1.72,18.053,0.784,1.398,B2,5 minutes
11.079,36.271,7.551,13.052,4.907,3.261,B2,5 minutes
6.882,23.092,18.108,0.349,4.262,1.888,B2,5 minutes
13.04,17.96,0.273,34.652,6.779,5.005,B2,5 minutes
35.76,4.526,8.22,4.212,1.65,2.13,B2,5 minutes
14.207,13.435,6.836,8.27,3.718,6.912,B2,5 minutes
16.12,10.682,8.686,0.839,3.376,11.481,B2,5 minutes
23.348,18.333,17.175,19.826,0.178,6.218,B2,5 minutes
39.912,3.988,30.346,15.056,5.444,1.521,B2,5 minutes
11.034,16.166,30.641,0.874,5.561,1.795,B2,5 minutes
40.752,23.302,3.166,1.982,7.067,1.404,B2,5 minutes
18.265,26.217,33.085,31.935,5.32,3.284,B2,5 minutes
22.835,2.66,0.74,9.308,0.04,4.381,B2,5 minutes
13.227,5.737,14.331,9.516,4.814,5.238,B2,5 minutes
1.751,31.116,2.497,7.85,7.986,1.801,B2,5 minutes
25.45,13.155,5.623,7.218,3.995,8.049,B2,5 minutes
46.91,3.313,8.388,4.291,17.014,0.858,B2,5 minutes
76.674,6.437,23.18,1.692,1.999,9.547,B2,5 minutes
6.276,2.331,7.191,11.816,2.73,1.867,B2,5 minutes
29.182,12.667,5.529,12.702,7.948,5.506,B2,5 minutes
30.348,7.745,3.226,0.106,2.285,4.122,B2,5 minutes
0.162,23.047,5.079,0.36,5.823,2.206,B2,5 minutes
24.05,2.614,18.434,11.408,14.129,7.346,B2,5 minutes
11.967,17.96,0.955,5.588,7.878,4.392,B2,5 minutes
67.53,3.031,7.613,3.535,4.449,1.608,B2,5 minutes
12.154,2.191,7.022,28.681,1.966,14.772,B2,5 minutes
57.173,8.795,4.065,1.471,3.866,1.721,B2,5 minutes
9.492,34.011,0.426,15.7,6.032,2.06,B2,5 minutes
39.306,24.118,17.454,4.734,4.33,8.055,B2,5 minutes
27.174,8.399,8.311,0.29,0.273,1.544,B2,5 minutes
29.929,10.542,4.674,8.979,2.917,4.139,B2,5 minutes
20.412,7.769,5.496,5.494,4.874,5.335,B2,5 minutes
13.834,19.595,2.401,4.384,2.985,1.908,B2,5 minutes
5.11,23.908,9.228,6.693,0.115,2.94,B2,5 minutes
4.55,8.469,11.843,7.65,2.191,0.24,B2,5 minutes
4.781,26.266,20.365,2.171,0.577,5.36,B2,5 minutes
31.652,11.758,0.862,1.961,1.702,0.899,B2,5 minutes
20.362,13.738,32.976,5.422,0.077,2.74,B2,5 minutes
31.888,20.272,34.343,9.355,1.447,1.424,B2,5 minutes
37.393,15.583,7.442,2.847,1.012,7.915,B2,5 minutes
6.043,25.961,4.407,10.043,0.123,2.897,B2,5 minutes
0.491,33.798,10.164,0.619,6.654,10.002,B2,5 minutes
5.9,6.064,6.711,6.742,12.603,0.544,B2,5 minutes
54.561,37.929,2.684,7.897,3.614,5.355,B2,5 minutes
56.334,3.544,27.454,6.577,4.254,4.542,B2,5 minutes
31.795,2.52,2.419,7.486,3.848,4.556,B2,5 minutes
18.17,32.611,9.601,7.358,8.699,0.351,B2,5 minutes
1.773,3.464,0.495,11.991,,,A1,5 minutes
4.819,3.851,0.691,3.253,,,A1,5 minutes
7.153,13.258,4.344,4.022,,,A1,5 minutes
6.111,2.81,7.115,5.367,,,A1,5 minutes
14.952,11.778,1.083,8.469,,,A1,5 minutes
24.401,0.305,2.999,4.164,,,A1,5 minutes
10.58,1.588,2.494,7.572,,,A1,5 minutes
0.492,1.6,0.359,6.676,,,A1,5 minutes
13.585,5.585,3.623,5.032,,,A1,5 minutes
18.794,4.29,7.304,1.296,,,A1,5 minutes
9.555,8.431,2.914,4.114,,,A1,5 minutes
10.682,1.344,3.161,13.842,,,A1,5 minutes
7.563,6.811,5.625,12.02,,,A1,5 minutes
8.12,2.269,5.9,4.712,,,A1,5 minutes
15.492,7.451,3.433,23.427,,,A1,5 minutes
0.578,5.727,0.71,16.396,,,A1,5 minutes
12.646,5.855,7.02,11.529,,,A1,5 minutes
1.358,0.091,3.758,2.663,,,A1,5 minutes
1.488,19.392,2.21,10.013,,,A1,5 minutes
9.47,7.779,8.291,18.83,,,A1,5 minutes
9.145,4.534,3.36,12.191,,,A1,5 minutes
3.578,7.11,5.236,5.409,,,A1,5 minutes
8.547,1.244,5.644,16.268,,,A1,5 minutes
24.914,1.93,4.667,9.65,,,A1,5 minutes
11.536,5.288,1.545,8.192,,,A1,5 minutes
6.356,4.591,0.502,7.943,,,A1,5 minutes
13.898,6.569,8.339,8.761,,,A1,5 minutes
1.671,2.511,7.153,11.792,,,A1,5 minutes
4.705,4.162,1.384,6.498,,,A1,5 minutes
2.257,0.279,0.293,15.699,,,A1,5 minutes
1.887,5.684,0.445,13.059,,,A1,5 minutes
1.602,3.037,6.764,11.394,,,A1,5 minutes
1.785,2.371,2.684,6.911,,,A1,5 minutes
27.845,5.727,1.14,6.576,,,A1,5 minutes
18.14,7.309,0.473,3.46,,,A1,5 minutes
3.879,0.974,7.219,9.245,,,A1,5 minutes
3.794,8.334,0.597,7.708,,,A1,5 minutes
22.921,3.308,4.373,5.509,,,A1,5 minutes
9.771,7.395,5.881,1.339,,,A1,5 minutes
1.745,1.93,1.166,7.373,,,A1,5 minutes
8.104,3.182,0.495,11.55,,,A1,5 minutes
6.64,9.33,9.325,8.668,,,A1,5 minutes
3.863,7.409,4.392,4.491,,,A1,5 minutes
9.743,9.683,1.659,13.564,,,A1,5 minutes
6.669,5.755,4.373,10.035,,,A1,5 minutes
10.853,9.131,0.827,10.54,,,A1,5 minutes
23.121,5.658,2.883,8.476,,,A1,5 minutes
15.521,5.884,4.876,4.036,,,A1,5 minutes
4.916,2.496,1.194,4.143,,,A1,5 minutes
17.029,2.186,2.134,4.662,,,A1,5 minutes
17.713,5.203,8.32,6.825,,,A1,5 minutes
17.855,3.407,3.312,3.253,,,A1,5 minutes
18.31,1.446,1.602,14.532,,,A1,5 minutes
8.917,4.304,2.969,11.593,,,A1,5 minutes
24.828,9.472,8.054,7.957,,,A1,5 minutes
0.748,1.813,4.401,7.786,,,A1,5 minutes
0.948,2.667,5.9,10.924,,,A1,5 minutes
19.335,9.316,0.438,3.687,,,A1,5 minutes
20.957,7.036,3.348,5.438,,,A1,5 minutes
14.297,0.222,2.164,12.852,,,A1,5 minutes
4.147,6.982,2.067,5.872,,,A1,5 minutes
15.663,3.253,3.5,11.102,,,A1,5 minutes
9.43,0.051,0.027,6.114,,,A1,5 minutes
3.72,5.969,3.604,13.898,,,A1,5 minutes
14.069,0.547,0.457,14.133,,,A1,5 minutes
22.267,3.35,5.094,6.768,,,A1,5 minutes
25.483,7.506,0.587,17.165,,,A1,5 minutes
3.025,6.424,4.736,6.512,,,A1,5 minutes
5.075,5.485,0.682,9.223,,,A1,5 minutes
2.212,1.346,0.673,4.918,,,A1,5 minutes
2.285,2.383,0.466,8.59,,,A1,5 minutes
15.635,0.618,4.904,7.786,,,A1,5 minutes
13.927,1.273,5.416,17.826,,,A1,5 minutes
5.115,1.856,7.532,13.002,,,A1,5 minutes
3.139,0.108,5.862,13.635,,,A1,5 minutes
0.578,4.916,0.959,8.547,,,A1,5 minutes
6.84,5.158,4.6,8.433,,,A1,5 minutes
21.612,4.349,2.532,12.02,,,A1,5 minutes
2.24,6.552,3.832,8.028,,,A1,5 minutes
2.513,1.987,5.881,7.103,,,A1,5 minutes
19.392,0.177,3.87,0.599,,,A1,5 minutes
5.331,1.005,3.452,12.276,,,A1,5 minutes
8.291,5.502,2.456,16.104,,,A1,5 minutes
18.823,5.189,5.986,15.855,,,A1,5 minutes
6.726,1.728,2.191,10.967,,,A1,5 minutes
14.695,4.093,0.703,10.483,,,A1,5 minutes
6.367,8.474,0.805,7.451,,,A1,5 minutes
16.688,1.104,4.885,12.162,,,A1,5 minutes
14.366,7.238,2.855,6.498,,,A1,5 minutes
18.737,2.354,0.891,6.683,,,A1,5 minutes
3.31,14.067,4.942,5.182,,,A1,5 minutes
22.381,1.503,0.115,8.27,,,A1,5 minutes
12.305,3.111,5.144,6.114,,,A1,5 minutes
4.619,1.173,0.065,4.698,,,A1,5 minutes
4.546,4.249,2.589,7.722,,,A1,5 minutes
8.946,5.172,0.817,6.22,,,A1,5 minutes
23.075,3.95,2.705,16.296,,,A1,5 minutes
7.494,1.93,10.473,11.073,,,A1,5 minutes
13.272,16.389,3.623,9.672,,,A1,5 minutes
1.273,0.45,3.834,0.457,,,A1,5 minutes
66.087,37.46,3.373,0.555,13.813,3.397,B1,5 minutes
36.091,39.664,2.469,2.791,24.952,4.075,B1,5 minutes
6.12,16.151,14.073,12.782,3.513,15.261,B1,5 minutes
52.238,2.356,22.953,1.329,13.169,12.141,B1,5 minutes
14.638,29.882,2.871,33.039,1.529,7.126,B1,5 minutes
15.325,12.252,1.995,15.823,5.943,4.184,B1,5 minutes
6.34,4.369,6.255,2.454,3.988,8.056,B1,5 minutes
22.69,11.998,22.953,9.531,8.281,4.324,B1,5 minutes
12.273,13.706,15.924,13.015,16.709,0.862,B1,5 minutes
1.593,1.606,4.334,17.444,10.543,0.282,B1,5 minutes
31.005,6.501,4.447,4.454,7.801,0.594,B1,5 minutes
24.436,14.977,6.834,17.486,10.866,4.244,B1,5 minutes
48.89,0.428,18.63,12.708,9.899,4.714,B1,5 minutes
19.13,24.958,10.55,9.394,4.906,1.419,B1,5 minutes
44.736,14.647,10.866,17.126,9.031,3.591,B1,5 minutes
52.865,14.032,26.377,18.516,5.139,6.012,B1,5 minutes
59.866,19.173,30.135,1.254,11.475,0.674,B1,5 minutes
26.801,4.602,4.617,4.539,5.351,2.274,B1,5 minutes
21.088,27.0,31.839,23.006,13.086,3.183,B1,5 minutes
45.923,46.847,12.019,6.861,0.476,15.69,B1,5 minutes
4.306,8.323,7.315,3.248,11.744,8.766,B1,5 minutes
41.77,45.478,8.606,8.917,1.085,3.898,B1,5 minutes
11.036,6.141,5.258,5.228,4.27,5.487,B1,5 minutes
27.912,5.781,0.865,0.661,8.353,10.16,B1,5 minutes
11.036,5.738,38.662,24.193,3.776,5.145,B1,5 minutes
26.293,15.494,18.531,10.642,17.88,6.398,B1,5 minutes
36.388,24.936,3.916,13.629,11.304,6.764,B1,5 minutes
34.141,0.131,7.518,2.812,4.052,15.145,B1,5 minutes
45.321,23.08,10.4,13.746,4.956,0.933,B1,5 minutes
17.605,26.598,21.441,2.378,3.789,2.685,B1,5 minutes
26.471,24.415,10.442,21.101,4.638,3.815,B1,5 minutes
5.145,3.365,12.18,8.046,3.153,12.337,B1,5 minutes
20.614,21.555,17.223,10.303,10.296,2.899,B1,5 minutes
87.362,7.887,17.153,12.699,5.973,0.402,B1,5 minutes
34.226,7.188,15.613,14.954,3.174,5.344,B1,5 minutes
4.263,22.5,21.088,15.166,8.585,3.286,B1,5 minutes
35.023,27.975,25.044,7.135,10.514,12.768,B1,5 minutes
40.024,7.611,21.885,20.942,8.162,3.411,B1,5 minutes
12.867,14.202,40.456,17.306,13.199,1.117,B1,5 minutes
50.704,44.419,10.677,19.552,2.404,2.96,B1,5 minutes
28.666,29.81,0.209,19.734,1.254,2.623,B1,5 minutes
26.767,8.959,1.424,3.999,18.327,1.604,B1,5 minutes
8.154,0.356,31.802,4.626,6.948,4.027,B1,5 minutes
35.794,29.183,26.745,7.961,5.872,2.25,B1,5 minutes
13.367,3.386,11.058,5.715,5.888,14.718,B1,5 minutes
26.632,24.712,41.705,6.467,0.942,2.303,B1,5 minutes
18.969,19.224,7.448,8.385,10.649,1.768,B1,5 minutes
31.802,12.625,28.095,1.085,17.456,0.168,B1,5 minutes
18.707,31.365,18.269,26.949,3.308,3.233,B1,5 minutes
19.054,14.18,18.856,8.48,5.625,4.944,B1,5 minutes
0.873,5.781,15.09,17.507,0.435,4.163,B1,5 minutes
1.161,37.659,5.563,5.673,3.006,0.847,B1,5 minutes
34.599,19.597,1.571,14.647,10.543,1.662,B1,5 minutes
8.196,16.469,25.049,11.595,2.977,3.411,B1,5 minutes
17.825,1.267,9.1,16.268,10.698,1.36,B1,5 minutes
57.908,33.01,14.138,13.269,14.187,17.149,B1,5 minutes
44.092,29.607,10.748,14.901,2.455,1.294,B1,5 minutes
53.721,11.023,1.749,14.583,12.231,7.691,B1,5 minutes
17.952,25.665,0.689,27.859,10.838,7.532,B1,5 minutes
34.057,2.072,6.086,8.607,2.25,0.878,B1,5 minutes
15.062,8.438,0.314,1.829,1.924,9.166,B1,5 minutes
28.293,8.811,5.323,0.102,13.297,2.001,B1,5 minutes
17.223,13.396,2.837,11.566,10.338,1.228,B1,5 minutes
29.895,5.598,4.721,37.428,3.67,11.714,B1,5 minutes
35.87,37.205,9.411,6.13,0.963,1.334,B1,5 minutes
23.334,33.985,20.529,9.489,5.823,4.618,B1,5 minutes
31.166,30.7,17.492,3.556,1.502,3.741,B1,5 minutes
13.968,37.32,4.108,21.173,0.928,5.881,B1,5 minutes
5.823,38.316,3.492,13.462,2.143,5.026,B1,5 minutes
70.673,10.421,7.702,6.976,5.909,13.11,B1,5 minutes
15.833,40.265,13.819,15.653,3.972,1.646,B1,5 minutes
16.884,6.332,1.684,7.582,6.834,1.339,B1,5 minutes
30.742,28.221,4.806,9.499,15.431,3.54,B1,5 minutes
14.392,9.319,7.419,1.392,7.031,0.843,B1,5 minutes
17.817,25.148,39.43,8.035,13.028,8.721,B1,5 minutes
13.968,42.829,1.684,8.777,16.412,10.721,B1,5 minutes
43.338,0.937,13.29,22.508,2.724,6.035,B1,5 minutes
15.96,6.827,24.258,4.645,4.213,5.492,B1,5 minutes
11.629,8.692,26.067,19.711,15.092,0.64,B1,5 minutes
0.526,16.821,11.468,9.139,13.022,7.11,B1,5 minutes
19.427,37.405,11.666,1.267,17.4,1.318,B1,5 minutes
53.721,4.107,29.522,8.448,17.783,8.615,B1,5 minutes
1.085,0.746,25.778,4.761,8.126,25.575,B1,5 minutes
72.995,21.258,3.345,11.852,6.635,10.665,B1,5 minutes
0.576,24.733,20.481,9.351,4.638,6.785,B1,5 minutes
40.837,18.757,21.95,15.611,2.567,5.844,B1,5 minutes
9.307,5.662,7.363,12.127,3.31,6.951,B1,5 minutes
39.1,5.908,16.299,6.425,4.073,15.695,B1,5 minutes
