0.05,0.1,0.15,0.2,0.3,0.4,Transcript,Feature,Frequency Density Group
15.88,14.879,4.148,11.659,4.673,5.508,A3,exclamations,low
18.741,4.148,5.866,5.15,3.958,2.825,A3,exclamations,low
1.574,15.594,7.01,1.574,6.343,5.866,A3,exclamations,low
13.019,9.156,12.065,19.457,6.533,4.256,A3,exclamations,low
8.726,0.858,14.926,18.455,1.574,8.548,A3,exclamations,low
25.608,23.033,6.343,9.8,7.773,0.322,A3,exclamations,low
13.019,18.741,8.726,9.085,5.15,4.077,A3,exclamations,low
27.038,6.295,13.019,10.515,4.673,5.866,A3,exclamations,low
3.005,19.457,3.005,0.572,13.973,2.897,A3,exclamations,low
12.732,0.143,3.672,5.15,3.672,0.5,A3,exclamations,low
8.726,5.866,12.542,5.508,3.005,4.971,A3,exclamations,low
15.88,17.311,21.602,3.005,8.011,2.825,A3,exclamations,low
10.158,6.581,7.296,2.289,8.25,8.548,A3,exclamations,low
11.588,10.158,7.296,6.223,7.725,7.475,A3,exclamations,low
3.005,14.449,20.649,13.806,5.15,0.93,A3,exclamations,low
27.325,21.602,9.681,5.221,1.812,7.654,A3,exclamations,low
12.732,7.01,3.195,13.734,8.918,2.825,A3,exclamations,low
4.435,6.581,11.779,7.296,8.011,0.572,A3,exclamations,low
1.574,4.864,8.25,9.443,7.296,3.791,A3,exclamations,low
2.718,35.193,0.333,0.93,9.204,4.971,A3,exclamations,low
11.588,23.462,4.435,24.106,2.289,5.508,A3,exclamations,low
14.163,6.581,5.579,4.506,6.82,3.183,A3,exclamations,low
14.449,4.148,1.765,15.522,1.812,8.011,A3,exclamations,low
8.726,13.019,5.579,0.215,7.773,0.035,A3,exclamations,low
34.478,18.026,16.834,7.654,2.05,4.793,A3,exclamations,low
1.288,9.871,5.866,4.435,0.095,6.223,A3,exclamations,low
3.005,5.579,3.672,15.522,1.097,3.541,A3,exclamations,low
3.005,0.143,8.25,9.443,6.343,1.395,A3,exclamations,low
8.441,17.024,5.579,6.581,2.766,2.468,A3,exclamations,low
0.143,9.443,6.343,6.938,5.627,4.613,A3,exclamations,low
15.88,8.441,8.441,5.866,0.572,10.873,A3,exclamations,low
25.608,21.602,10.348,10.944,7.058,4.256,A3,exclamations,low
0.143,5.866,7.486,18.384,7.058,6.402,A3,exclamations,low
8.441,15.88,11.111,1.288,9.681,6.223,A3,exclamations,low
1.288,3.72,12.065,2.289,8.488,5.687,A3,exclamations,low
3.005,17.311,3.481,5.15,6.343,0.858,A3,exclamations,low
5.579,18.455,1.288,14.879,4.197,6.045,A3,exclamations,low
12.732,11.302,6.82,1.288,2.05,3.898,A3,exclamations,low
27.325,5.15,5.866,9.085,8.726,2.825,A3,exclamations,low
8.726,18.026,13.019,4.435,3.72,1.395,A3,exclamations,low
8.726,5.15,3.481,13.734,1.049,1.395,A3,exclamations,low
13.019,4.435,5.866,1.216,10.396,6.76,A3,exclamations,low
7.296,8.726,8.25,6.653,0.333,5.866,A3,exclamations,low
10.158,9.156,6.056,1.216,0.333,6.581,A3,exclamations,low
28.755,5.866,6.533,0.858,2.289,1.037,A3,exclamations,low
8.441,10.586,6.533,2.718,5.866,1.395,A3,exclamations,low
28.469,40.916,8.25,11.588,1.335,0.393,A3,exclamations,low
41.631,5.579,10.158,2.289,4.912,0.751,A3,exclamations,low
22.747,8.011,12.065,0.5,3.005,2.468,A3,exclamations,low
12.732,0.572,15.88,6.295,6.343,4.077,A3,exclamations,low
5.579,14.449,4.912,3.005,0.62,2.11,A3,exclamations,low
42.775,0.572,10.824,8.369,3.72,4.077,A3,exclamations,low
14.163,14.879,7.296,2.718,12.542,7.475,A3,exclamations,low
2.718,20.6,2.241,5.866,2.766,6.402,A3,exclamations,low
8.441,7.296,4.435,14.092,4.673,1.037,A3,exclamations,low
18.741,9.156,5.103,4.077,14.211,4.256,A3,exclamations,low
28.755,4.148,4.435,7.725,8.726,2.289,A3,exclamations,low
24.464,9.156,8.918,3.076,10.873,3.898,A3,exclamations,low
1.574,6.581,24.94,0.215,8.488,1.824,A3,exclamations,low
2.718,5.866,3.958,2.003,3.005,1.574,A3,exclamations,low
3.005,18.026,21.125,8.726,0.572,1.108,A3,exclamations,low
65.951,3.72,3.672,16.667,2.528,4.256,A3,exclamations,low
19.885,10.586,9.871,0.858,4.435,5.508,A3,exclamations,low
7.01,1.288,3.005,1.216,3.243,4.435,A3,exclamations,low
4.435,13.019,5.866,3.076,0.095,5.687,A3,exclamations,low
8.726,2.289,4.912,8.726,6.581,9.979,A3,exclamations,low
22.747,19.885,12.542,4.148,1.574,0.393,A3,exclamations,low
7.01,0.858,6.056,8.083,8.011,8.19,A3,exclamations,low
7.296,3.72,11.111,4.793,4.673,0.5,A3,exclamations,low
15.88,18.026,7.486,10.944,12.542,1.932,A3,exclamations,low
21.317,17.311,9.204,5.579,9.443,1.037,A3,exclamations,low
5.579,4.864,5.388,1.216,2.766,1.932,A3,exclamations,low
10.23,2.821,2.821,3.895,,,A1,exclamations,low
11.075,3.2,1.503,3.2,,,A1,exclamations,low
3.746,5.136,2.12,0.736,,,A1,exclamations,low
22.273,0.968,15.17,0.968,,,A1,exclamations,low
5.516,8.295,3.437,3.514,,,A1,exclamations,low
37.093,6.525,7.142,1.348,,,A1,exclamations,low
9.222,9.305,9.613,0.191,,,A1,exclamations,low
6.525,0.505,8.069,0.273,,,A1,exclamations,low
28.757,19.03,3.746,5.979,,,A1,exclamations,low
15.789,20.421,10.849,2.275,,,A1,exclamations,low
0.884,4.591,9.305,0.736,,,A1,exclamations,low
1.893,19.493,0.658,3.052,,,A1,exclamations,low
13.009,11.157,5.516,3.432,,,A1,exclamations,low
0.884,5.6,3.355,4.209,,,A1,exclamations,low
19.493,12.546,7.761,4.359,,,A1,exclamations,low
0.884,4.673,14.862,5.516,,,A1,exclamations,low
1.893,4.209,4.364,0.273,,,A1,exclamations,low
1.893,9.305,15.48,4.359,,,A1,exclamations,low
9.305,7.914,9.613,0.273,,,A1,exclamations,low
3.746,9.305,0.267,0.273,,,A1,exclamations,low
24.125,0.041,1.277,5.054,,,A1,exclamations,low
9.222,0.041,4.673,3.746,,,A1,exclamations,low
22.273,10.23,0.576,5.979,,,A1,exclamations,low
2.821,12.546,8.378,0.654,,,A1,exclamations,low
9.305,1.43,9.305,0.654,,,A1,exclamations,low
6.525,0.041,11.157,1.893,,,A1,exclamations,low
12.0,6.525,4.364,8.064,,,A1,exclamations,low
0.968,14.4,9.613,2.507,,,A1,exclamations,low
9.305,2.357,3.746,1.662,,,A1,exclamations,low
13.854,9.305,1.277,5.979,,,A1,exclamations,low
11.075,4.127,7.761,1.811,,,A1,exclamations,low
3.746,2.738,10.23,5.136,,,A1,exclamations,low
27.83,6.525,11.465,4.673,,,A1,exclamations,low
1.811,8.841,12.393,2.043,,,A1,exclamations,low
4.673,18.568,2.12,1.116,,,A1,exclamations,low
4.591,4.673,12.393,4.822,,,A1,exclamations,low
0.884,0.505,2.202,6.907,,,A1,exclamations,low
2.821,15.789,1.585,4.591,,,A1,exclamations,low
7.37,6.989,3.437,0.654,,,A1,exclamations,low
10.23,17.178,8.996,2.738,,,A1,exclamations,low
14.779,6.989,1.893,1.116,,,A1,exclamations,low
4.673,3.746,8.378,0.654,,,A1,exclamations,low
8.378,4.127,1.893,1.579,,,A1,exclamations,low
10.23,2.357,0.041,6.525,,,A1,exclamations,low
19.493,10.23,10.849,3.514,,,A1,exclamations,low
6.525,17.178,1.585,0.273,,,A1,exclamations,low
2.821,16.252,6.525,0.191,,,A1,exclamations,low
24.968,13.936,7.761,0.884,,,A1,exclamations,low
22.273,1.893,9.305,3.746,,,A1,exclamations,low
8.295,3.2,6.525,4.822,,,A1,exclamations,low
6.525,3.284,0.35,4.822,,,A1,exclamations,low
2.821,3.746,2.512,1.811,,,A1,exclamations,low
14.862,13.936,8.996,0.041,,,A1,exclamations,low
20.421,6.989,3.129,5.516,,,A1,exclamations,low
1.893,4.209,2.738,8.527,,,A1,exclamations,low
12.927,6.525,14.245,11.307,,,A1,exclamations,low
15.789,16.252,4.282,0.736,,,A1,exclamations,low
1.811,10.23,7.452,7.37,,,A1,exclamations,low
2.738,5.979,0.041,1.2,,,A1,exclamations,low
7.452,6.062,6.525,6.675,,,A1,exclamations,low
4.673,9.305,0.35,3.514,,,A1,exclamations,low
20.421,1.43,5.29,1.893,,,A1,exclamations,low
4.591,8.378,10.54,3.284,,,A1,exclamations,low
14.862,8.378,7.142,6.211,,,A1,exclamations,low
11.075,15.789,6.525,0.654,,,A1,exclamations,low
31.536,9.768,9.613,1.2,,,A1,exclamations,low
0.041,9.768,8.378,1.662,,,A1,exclamations,low
9.305,11.621,9.305,0.041,,,A1,exclamations,low
5.6,5.6,3.746,2.738,,,A1,exclamations,low
41.725,13.473,7.452,2.738,,,A1,exclamations,low
3.746,2.821,10.849,2.125,,,A1,exclamations,low
25.895,15.789,13.318,2.589,,,A1,exclamations,low
12.927,4.209,4.981,5.284,,,A1,exclamations,low
7.452,13.473,16.406,5.979,,,A1,exclamations,low
4.673,0.422,12.393,0.273,,,A1,exclamations,low
11.075,6.989,4.981,3.2,,,A1,exclamations,low
18.568,2.738,7.761,2.97,,,A1,exclamations,low
25.978,6.062,13.318,0.422,,,A1,exclamations,low
6.525,7.914,1.585,3.978,,,A1,exclamations,low
4.591,0.505,7.452,8.527,,,A1,exclamations,low
1.893,13.391,8.686,0.273,,,A1,exclamations,low
4.591,6.062,2.512,0.505,,,A1,exclamations,low
11.157,13.473,4.981,2.97,,,A1,exclamations,low
11.157,19.493,9.305,3.664,,,A1,exclamations,low
7.452,13.473,7.761,1.43,,,A1,exclamations,low
2.738,1.811,6.525,1.116,,,A1,exclamations,low
4.673,11.157,16.406,5.83,,,A1,exclamations,low
10.23,14.862,11.774,3.432,,,A1,exclamations,low
21.346,2.275,7.761,7.37,,,A1,exclamations,low
10.23,13.936,8.069,1.579,,,A1,exclamations,low
13.009,6.989,8.996,0.191,,,A1,exclamations,low
12.084,10.23,15.789,0.505,,,A1,exclamations,low
8.295,10.23,0.35,2.507,,,A1,exclamations,low
11.157,11.538,1.194,1.43,,,A1,exclamations,low
21.346,18.105,11.465,1.662,,,A1,exclamations,low
1.811,19.493,9.613,0.736,,,A1,exclamations,low
15.789,9.768,8.069,0.422,,,A1,exclamations,low
3.664,1.811,1.194,5.748,,,A1,exclamations,low
3.746,5.6,9.613,2.738,,,A1,exclamations,low
7.452,17.641,7.761,1.811,,,A1,exclamations,low
22.498,11.547,1.718,13.304,6.987,,A2,exclamations,low
12.389,12.04,9.02,3.965,5.302,,A2,exclamations,low
17.938,0.247,24.676,2.352,10.076,,A2,exclamations,low
28.047,8.178,12.322,6.144,1.931,,A2,exclamations,low
10.705,6.144,2.213,4.039,7.829,,A2,exclamations,low
27.552,13.232,5.582,6.144,2.493,,A2,exclamations,low
5.649,12.883,7.829,0.174,0.596,,A2,exclamations,low
22.992,13.232,8.458,18.78,4.74,,A2,exclamations,low
19.129,4.807,14.007,0.668,0.809,,A2,exclamations,low
2.773,6.492,0.596,11.198,7.549,,A2,exclamations,low
24.183,2.773,5.582,0.596,6.773,,A2,exclamations,low
14.567,22.149,5.649,2.701,8.951,,A2,exclamations,low
38.156,7.336,8.391,3.195,7.549,,A2,exclamations,low
3.965,7.829,17.443,15.411,1.651,,A2,exclamations,low
12.389,18.78,16.814,14.99,2.28,,A2,exclamations,low
4.46,12.389,13.445,8.599,5.302,,A2,exclamations,low
24.183,2.28,12.322,1.017,0.529,,A2,exclamations,low
14.074,1.089,16.253,4.881,4.46,,A2,exclamations,low
16.253,12.883,13.445,6.987,3.336,,A2,exclamations,low
7.336,4.807,7.267,12.883,1.931,,A2,exclamations,low
15.758,13.725,2.28,1.931,5.302,,A2,exclamations,low
58.372,0.596,2.842,9.513,10.918,,A2,exclamations,low
29.238,11.198,5.582,11.619,2.773,,A2,exclamations,low
16.253,28.889,3.965,3.122,3.898,,A2,exclamations,low
2.28,0.247,1.651,3.195,7.549,,A2,exclamations,low
19.129,10.356,1.158,4.46,8.951,,A2,exclamations,low
17.938,29.732,5.089,5.302,3.616,,A2,exclamations,low
29.238,16.601,1.718,5.228,3.336,,A2,exclamations,low
17.443,3.965,30.294,0.668,2.773,,A2,exclamations,low
19.622,28.047,17.376,4.881,3.336,,A2,exclamations,low
12.883,16.253,2.213,9.092,5.302,,A2,exclamations,low
14.567,3.965,3.336,4.881,2.493,,A2,exclamations,low
5.649,13.725,6.705,3.122,0.529,,A2,exclamations,low
25.867,2.773,1.718,12.04,0.596,,A2,exclamations,low
31.416,26.71,17.443,6.144,2.773,,A2,exclamations,low
39.841,12.883,3.403,1.089,3.055,,A2,exclamations,low
5.649,8.671,20.185,5.723,6.987,,A2,exclamations,low
19.129,6.144,10.076,0.174,3.336,,A2,exclamations,low
2.28,18.287,1.089,5.723,15.411,,A2,exclamations,low
5.649,23.341,17.376,9.935,5.582,,A2,exclamations,low
21.307,3.965,9.513,4.386,2.213,,A2,exclamations,low
7.829,14.567,20.185,3.195,1.438,,A2,exclamations,low
19.622,3.965,29.732,8.25,6.424,,A2,exclamations,low
9.02,2.28,7.829,13.725,5.862,,A2,exclamations,low
4.46,25.518,14.007,8.25,10.076,,A2,exclamations,low
14.567,19.622,4.527,9.513,8.671,,A2,exclamations,low
15.758,19.622,2.213,4.807,8.109,,A2,exclamations,low
39.346,17.938,13.445,13.725,2.56,,A2,exclamations,low
24.676,25.518,6.144,7.336,8.671,,A2,exclamations,low
14.567,5.302,2.28,2.773,4.46,,A2,exclamations,low
3.965,12.389,0.529,5.302,2.0,,A2,exclamations,low
2.773,15.411,10.076,5.723,7.829,,A2,exclamations,low
14.074,6.987,0.596,4.386,10.636,,A2,exclamations,low
39.841,8.671,1.158,5.302,5.582,,A2,exclamations,low
0.596,3.616,6.773,24.255,5.862,,A2,exclamations,low
6.144,1.931,2.213,10.356,0.876,,A2,exclamations,low
12.883,8.178,3.403,5.228,1.371,,A2,exclamations,low
1.089,4.46,9.02,2.28,1.438,,A2,exclamations,low
1.089,17.096,9.513,10.356,1.089,,A2,exclamations,low
22.498,12.04,1.089,11.198,10.636,,A2,exclamations,low
0.596,0.596,3.898,8.25,0.529,,A2,exclamations,low
16.253,15.411,13.445,9.513,8.109,,A2,exclamations,low
4.46,2.773,5.649,13.725,11.198,,A2,exclamations,low
14.567,1.438,19.129,2.773,6.144,,A2,exclamations,low
3.965,9.513,15.691,12.883,6.424,,A2,exclamations,low
44.401,19.971,8.458,11.619,13.164,,A2,exclamations,low
22.992,17.096,6.211,6.987,9.233,,A2,exclamations,low
20.814,1.089,3.336,11.619,5.02,,A2,exclamations,low
3.965,8.671,13.445,1.859,8.391,,A2,exclamations,low
14.074,20.465,2.28,0.174,0.247,,A2,exclamations,low
4.46,25.518,2.213,9.092,16.534,,A2,exclamations,low
2.773,18.78,0.596,6.987,3.616,,A2,exclamations,low
9.513,6.144,1.718,1.438,3.055,,A2,exclamations,low
30.923,12.04,3.403,5.302,8.109,,A2,exclamations,low
12.883,9.862,19.622,1.51,8.951,,A2,exclamations,low
21.307,2.773,9.581,2.352,3.898,,A2,exclamations,low
20.814,7.829,13.445,4.881,1.158,,A2,exclamations,low
20.814,1.931,5.02,7.336,2.842,,A2,exclamations,low
28.047,19.622,5.02,15.411,15.971,,A2,exclamations,low
5.649,16.253,4.46,4.386,2.773,,A2,exclamations,low
22.992,6.492,9.513,4.881,2.773,,A2,exclamations,low
7.336,8.671,1.158,2.773,7.549,,A2,exclamations,low
2.28,6.987,20.185,14.567,0.529,,A2,exclamations,low
19.129,0.596,11.827,12.04,3.336,,A2,exclamations,low
30.923,6.492,17.443,6.07,0.034,,A2,exclamations,low
2.28,0.596,10.076,8.25,2.213,,A2,exclamations,low
25.867,38.156,6.705,5.723,6.424,,A2,exclamations,low
2.28,15.411,7.267,7.408,5.582,,A2,exclamations,low
12.389,15.411,17.376,12.883,4.74,,A2,exclamations,low
29.732,3.616,19.622,11.619,0.876,,A2,exclamations,low
7.336,5.302,2.773,7.408,3.055,,A2,exclamations,low
19.129,11.547,2.28,20.886,1.371,,A2,exclamations,low
14.567,6.987,8.951,3.544,5.582,,A2,exclamations,low
2.28,20.465,10.143,6.144,2.213,,A2,exclamations,low
12.389,3.965,3.336,1.017,1.158,,A2,exclamations,low
22.498,8.178,9.513,15.411,7.829,,A2,exclamations,low
7.336,7.336,4.527,4.807,1.371,,A2,exclamations,low
7.336,8.671,18.5,17.517,6.144,,A2,exclamations,low
3.965,0.247,1.089,5.723,10.636,,A2,exclamations,low
14.567,22.498,10.636,2.28,6.424,,A2,exclamations,low
12.689,20.898,4.48,5.412,0.873,2.241,B2,target-child vocalizations,low
5.968,11.196,3.982,5.222,0.873,4.48,B2,target-child vocalizations,low
2.237,5.226,0.993,4.475,1.619,3.92,B2,target-child vocalizations,low
7.465,6.346,3.485,5.412,13.684,2.8,B2,target-child vocalizations,low
19.401,6.719,6.719,1.308,1.868,5.879,B2,target-child vocalizations,low
23.879,7.465,15.674,13.435,3.982,2.241,B2,target-child vocalizations,low
17.166,11.939,16.669,5.595,3.858,0.469,B2,target-child vocalizations,low
11.192,2.614,4.48,2.05,0.251,0.189,B2,target-child vocalizations,low
27.61,3.734,1.739,4.853,4.604,8.584,B2,target-child vocalizations,low
20.898,6.346,4.48,8.767,7.34,6.252,B2,target-child vocalizations,low
2.241,13.808,11.445,4.475,1.988,1.584,B2,target-child vocalizations,low
12.685,21.645,9.207,2.983,1.868,2.054,B2,target-child vocalizations,low
5.222,2.61,0.247,0.558,5.972,0.375,B2,target-child vocalizations,low
10.446,2.614,6.466,5.972,7.34,1.304,B2,target-child vocalizations,low
34.327,7.834,0.744,1.677,1.242,1.495,B2,target-child vocalizations,low
8.957,21.645,0.251,1.117,5.226,8.491,B2,target-child vocalizations,low
17.166,7.092,8.211,16.98,0.993,4.2,B2,target-child vocalizations,low
23.137,2.614,3.232,5.226,2.739,2.054,B2,target-child vocalizations,low
3.734,14.924,16.172,7.279,5.351,10.264,B2,target-child vocalizations,low
11.943,2.61,7.465,7.465,6.097,9.891,B2,target-child vocalizations,low
5.972,6.715,3.485,2.237,6.221,6.159,B2,target-child vocalizations,low
8.211,10.823,1.743,6.905,5.724,3.827,B2,target-child vocalizations,low
24.625,8.957,21.395,9.331,4.355,2.241,B2,target-child vocalizations,low
0.744,0.002,10.201,2.237,3.605,2.241,B2,target-child vocalizations,low
2.987,10.819,8.709,1.495,0.002,3.64,B2,target-child vocalizations,low
0.744,1.495,1.495,0.562,3.485,4.386,B2,target-child vocalizations,low
13.431,3.356,6.963,1.308,5.972,5.133,B2,target-child vocalizations,low
20.148,3.734,5.222,6.528,0.744,6.998,B2,target-child vocalizations,low
12.685,15.674,0.495,9.891,5.848,1.863,B2,target-child vocalizations,low
8.957,2.987,9.207,7.461,3.36,5.879,B2,target-child vocalizations,low
4.48,17.54,7.465,4.849,2.987,7.092,B2,target-child vocalizations,low
9.704,4.475,8.46,7.092,3.734,0.282,B2,target-child vocalizations,low
11.196,1.495,13.933,0.375,6.594,5.693,B2,target-child vocalizations,low
15.67,13.804,3.978,3.734,3.734,1.308,B2,target-child vocalizations,low
26.864,6.346,13.186,9.144,5.222,6.439,B2,target-child vocalizations,low
20.152,13.062,7.963,7.838,0.744,3.454,B2,target-child vocalizations,low
23.133,10.446,11.441,11.756,0.62,4.013,B2,target-child vocalizations,low
7.465,8.58,0.993,17.913,0.002,0.278,B2,target-child vocalizations,low
5.968,13.062,5.972,11.943,5.972,3.267,B2,target-child vocalizations,low
13.435,5.972,0.993,3.547,5.599,7.931,B2,target-child vocalizations,low
12.689,1.49,9.948,7.652,1.122,3.734,B2,target-child vocalizations,low
17.162,4.48,2.734,2.05,5.724,6.159,B2,target-child vocalizations,low
13.435,3.734,7.465,5.972,4.231,5.786,B2,target-child vocalizations,low
15.674,4.475,11.694,0.931,3.734,2.8,B2,target-child vocalizations,low
6.719,22.764,2.49,12.876,0.495,7.652,B2,target-child vocalizations,low
9.704,6.342,3.232,5.786,1.495,0.655,B2,target-child vocalizations,low
32.088,8.211,13.684,8.957,2.859,2.241,B2,target-child vocalizations,low
14.181,10.823,4.978,3.734,1.743,4.573,B2,target-child vocalizations,low
26.868,8.207,0.744,11.196,3.112,3.734,B2,target-child vocalizations,low
26.122,23.133,1.495,2.427,5.226,2.241,B2,target-child vocalizations,low
0.744,11.569,0.499,0.562,8.211,3.547,B2,target-child vocalizations,low
11.196,11.196,3.232,0.748,3.232,0.651,B2,target-child vocalizations,low
20.152,10.073,3.729,10.077,12.938,5.039,B2,target-child vocalizations,low
23.883,4.102,9.704,9.331,0.126,8.118,B2,target-child vocalizations,low
20.148,26.491,2.237,0.562,5.226,3.64,B2,target-child vocalizations,low
0.748,9.327,6.719,0.935,1.366,3.174,B2,target-child vocalizations,low
31.342,0.748,2.237,1.868,5.226,0.837,B2,target-child vocalizations,low
6.715,14.177,10.699,4.666,9.082,5.879,B2,target-child vocalizations,low
14.928,14.177,8.957,3.543,0.62,4.48,B2,target-child vocalizations,low
5.968,18.286,11.196,2.987,0.375,2.427,B2,target-child vocalizations,low
0.744,9.704,2.486,0.185,4.978,1.588,B2,target-child vocalizations,low
9.704,8.957,18.908,7.092,2.859,1.588,B2,target-child vocalizations,low
2.241,0.002,8.46,6.532,14.43,4.48,B2,target-child vocalizations,low
0.744,1.49,4.227,9.331,2.241,2.148,B2,target-child vocalizations,low
4.48,7.465,5.471,3.17,4.102,7.092,B2,target-child vocalizations,low
2.237,17.913,3.232,0.002,3.605,3.081,B2,target-child vocalizations,low
17.162,4.48,8.207,2.614,2.241,7.465,B2,target-child vocalizations,low
9.704,9.327,0.499,3.174,1.863,5.599,B2,target-child vocalizations,low
6.719,4.107,1.743,1.308,7.34,0.278,B2,target-child vocalizations,low
7.465,23.133,10.699,2.8,7.589,8.025,B2,target-child vocalizations,low
0.744,16.047,8.709,2.423,10.201,4.293,B2,target-child vocalizations,low
30.596,4.107,7.713,6.528,0.624,1.681,B2,target-child vocalizations,low
8.953,5.595,4.48,1.681,0.126,1.677,B2,target-child vocalizations,low
13.435,0.744,0.002,9.704,5.724,1.304,B2,target-child vocalizations,low
11.192,8.211,4.475,9.517,3.982,4.853,B2,target-child vocalizations,low
2.987,5.595,0.247,7.088,3.112,4.76,B2,target-child vocalizations,low
7.465,14.924,7.963,1.681,1.495,0.469,B2,target-child vocalizations,low
10.446,8.953,1.743,1.122,10.948,2.987,B2,target-child vocalizations,low
42.541,7.461,6.466,9.517,3.858,1.863,B2,target-child vocalizations,low
29.103,5.226,6.967,8.771,3.982,4.107,B2,target-child vocalizations,low
32.839,8.957,7.465,1.681,7.838,1.495,B2,target-child vocalizations,low
5.226,4.107,5.222,23.883,2.366,0.842,B2,target-child vocalizations,low
0.002,4.853,2.739,6.159,2.241,5.599,B2,target-child vocalizations,low
10.45,2.614,7.71,13.808,4.102,6.439,B2,target-child vocalizations,low
5.222,9.331,6.221,1.122,9.58,0.371,B2,target-child vocalizations,low
1.49,2.983,7.71,4.107,1.246,7.465,B2,target-child vocalizations,low
25.371,8.211,9.207,13.431,2.863,3.081,B2,target-child vocalizations,low
8.211,2.61,8.211,2.8,5.102,5.972,B2,target-child vocalizations,low
11.943,3.356,5.972,8.025,2.366,0.189,B2,target-child vocalizations,low
0.748,14.928,8.704,14.554,4.853,4.666,B2,target-child vocalizations,low
14.177,0.748,6.47,6.159,4.48,3.734,B2,target-child vocalizations,low
5.222,14.924,5.226,3.36,5.719,5.039,B2,target-child vocalizations,low
16.42,3.734,4.231,0.375,1.122,3.92,B2,target-child vocalizations,low
31.346,7.465,5.724,2.987,0.247,4.666,B2,target-child vocalizations,low
9.704,17.913,4.973,1.122,4.604,2.708,B2,target-child vocalizations,low
7.461,21.271,15.421,0.931,3.112,5.039,B2,target-child vocalizations,low
11.196,14.551,1.743,0.558,5.475,5.972,B2,target-child vocalizations,low
0.748,4.102,8.456,3.543,0.371,1.397,B2,target-child vocalizations,low
26.868,5.595,1.988,10.264,0.744,1.401,B2,target-child vocalizations,low
10.45,17.913,1.743,2.8,6.843,0.651,B2,target-child vocalizations,low
4.802,1.502,4.284,0.047,4.996,,A2,target-child vocalizations,low
1.409,5.384,3.508,8.392,2.214,,A2,target-child vocalizations,low
8.784,7.037,4.413,1.599,4.413,,A2,target-child vocalizations,low
0.532,5.772,2.343,4.511,5.06,,A2,target-child vocalizations,low
12.953,4.996,3.767,5.772,1.89,,A2,target-child vocalizations,low
9.459,3.249,0.273,2.667,1.179,,A2,target-child vocalizations,low
8.784,4.996,7.001,3.544,3.831,,A2,target-child vocalizations,low
9.948,4.025,12.177,0.047,5.513,,A2,target-child vocalizations,low
8.784,6.548,0.244,2.282,2.02,,A2,target-child vocalizations,low
8.683,1.114,4.025,4.899,4.931,,A2,target-child vocalizations,low
12.953,6.742,3.738,0.435,1.438,,A2,target-child vocalizations,low
8.683,2.861,0.661,1.696,0.532,,A2,target-child vocalizations,low
9.56,6.936,2.473,1.599,2.02,,A2,target-child vocalizations,low
7.519,3.443,0.633,8.974,0.014,,A2,target-child vocalizations,low
16.935,11.206,2.085,0.435,1.538,,A2,target-child vocalizations,low
1.308,6.936,5.836,0.629,6.484,,A2,target-child vocalizations,low
6.742,0.633,3.896,2.182,1.373,,A2,target-child vocalizations,low
2.185,2.185,3.249,2.57,1.955,,A2,target-child vocalizations,low
4.802,4.608,1.955,9.071,1.085,,A2,target-child vocalizations,low
16.159,2.279,2.185,8.101,4.155,,A2,target-child vocalizations,low
5.679,6.16,7.361,0.341,7.195,,A2,target-child vocalizations,low
22.657,1.502,1.826,2.182,4.413,,A2,target-child vocalizations,low
4.413,3.738,1.567,4.025,2.149,,A2,target-child vocalizations,low
10.236,3.443,0.92,0.823,2.279,,A2,target-child vocalizations,low
9.071,5.096,11.659,2.961,5.642,,A2,target-child vocalizations,low
1.696,0.338,3.608,0.532,5.836,,A2,target-child vocalizations,low
0.633,8.877,13.988,0.92,2.214,,A2,target-child vocalizations,low
2.861,8.877,4.155,4.219,6.031,,A2,target-child vocalizations,low
6.742,6.16,4.672,0.629,3.961,,A2,target-child vocalizations,low
22.269,5.19,7.519,5.287,1.89,,A2,target-child vocalizations,low
3.35,5.578,4.644,5.19,1.244,,A2,target-child vocalizations,low
6.455,6.843,7.907,3.734,4.866,,A2,target-child vocalizations,low
14.505,1.89,8.913,5.19,3.378,,A2,target-child vocalizations,low
7.519,4.996,7.648,3.637,2.473,,A2,target-child vocalizations,low
14.894,9.948,3.378,2.085,5.966,,A2,target-child vocalizations,low
0.244,0.05,8.165,0.047,2.02,,A2,target-child vocalizations,low
5.19,0.726,2.832,1.114,1.021,,A2,target-child vocalizations,low
2.473,0.827,1.797,6.742,4.802,,A2,target-child vocalizations,low
1.409,6.354,2.602,8.004,1.696,,A2,target-child vocalizations,low
13.729,4.902,9.172,1.211,0.568,,A2,target-child vocalizations,low
0.92,4.902,3.738,0.827,3.184,,A2,target-child vocalizations,low
1.696,3.055,10.595,7.907,0.855,,A2,target-child vocalizations,low
12.177,8.877,1.955,2.279,4.543,,A2,target-child vocalizations,low
15.382,7.907,7.519,1.793,1.567,,A2,target-child vocalizations,low
0.532,3.932,1.15,11.206,5.19,,A2,target-child vocalizations,low
14.505,6.649,8.036,2.67,5.19,,A2,target-child vocalizations,low
4.802,1.991,2.056,6.742,0.05,,A2,target-child vocalizations,low
2.085,0.244,10.494,3.637,0.633,,A2,target-child vocalizations,low
4.126,0.726,3.249,3.831,2.537,,A2,target-child vocalizations,low
9.848,5.966,5.29,0.536,4.931,,A2,target-child vocalizations,low
7.619,3.544,1.826,4.025,0.338,,A2,target-child vocalizations,low
