30,40,50,60,70,80,90,100,110,120,Transcript,Sampling Interval Size
3.673,3.045,26.387,9.914,17.212,6.717,14.578,1.809,2.419,3.78,A1,30 seconds
0.776,6.919,4.756,1.206,4.436,5.574,2.309,4.671,2.883,1.708,A1,30 seconds
5.116,3.708,0.709,2.031,5.835,14.398,10.763,14.054,9.742,5.538,A1,30 seconds
1.134,4.596,10.632,19.457,4.404,0.785,9.328,2.227,10.955,0.686,A1,30 seconds
5.143,2.471,4.09,8.013,4.651,6.26,6.435,3.777,5.603,0.283,A1,30 seconds
3.143,4.031,3.895,2.56,5.312,4.444,6.674,0.085,2.282,6.865,A1,30 seconds
25.447,9.26,1.271,10.363,2.914,0.798,10.584,3.131,2.136,2.103,A1,30 seconds
5.224,7.098,8.931,5.143,0.039,1.188,2.629,6.015,12.412,6.166,A1,30 seconds
3.852,0.22,11.753,9.627,1.454,9.681,4.16,2.745,2.018,2.614,A1,30 seconds
4.06,0.217,0.063,4.419,5.681,0.271,2.122,1.588,0.354,3.42,A2,30 seconds
2.759,5.859,2.723,6.879,2.021,1.186,0.332,7.342,0.032,1.399,A2,30 seconds
6.96,9.916,5.304,5.524,8.226,5.829,0.576,1.754,0.143,1.752,A2,30 seconds
2.406,12.592,2.576,11.514,5.106,8.208,1.973,2.247,3.672,2.09,A2,30 seconds
9.237,3.663,7.988,7.699,0.419,0.934,0.739,4.438,0.666,0.4,A2,30 seconds
9.753,2.474,1.21,0.38,12.233,12.493,1.619,0.095,6.932,4.273,A2,30 seconds
1.376,10.457,1.576,7.415,6.414,7.362,2.501,3.23,0.977,5.994,A2,30 seconds
9.428,9.062,5.841,1.295,1.411,2.017,5.239,5.255,1.188,4.111,A2,30 seconds
0.291,8.719,3.987,1.356,2.875,8.07,1.132,8.103,2.494,4.528,A2,30 seconds
8.831,5.097,7.505,9.265,7.214,10.732,6.513,1.23,4.846,1.315,A2,30 seconds
6.472,9.298,8.525,0.047,1.655,1.536,5.293,5.089,2.186,2.03,A2,30 seconds
8.709,0.126,5.065,4.236,0.296,7.56,1.457,1.649,0.3,0.627,A2,30 seconds
11.583,5.852,4.67,2.677,8.504,10.915,6.175,3.308,3.472,2.395,A2,30 seconds
5.036,2.619,1.181,0.725,1.865,6.576,0.4,0.368,5.544,4.731,A2,30 seconds
10.648,4.846,0.4,1.552,6.275,5.905,0.169,2.723,1.265,0.84,A2,30 seconds
0.4,3.046,3.352,3.646,7.65,2.345,1.688,1.779,2.995,3.013,A2,30 seconds
2.324,3.351,2.918,2.84,3.485,1.414,9.563,0.881,2.816,0.027,A2,30 seconds
4.223,7.926,2.357,0.454,2.266,4.251,2.65,4.377,5.69,2.385,A2,30 seconds
7.651,3.602,0.059,3.653,6.745,6.614,4.561,3.138,0.079,2.019,A2,30 seconds
10.701,6.652,0.693,1.722,6.397,1.864,3.815,0.73,1.186,6.957,A2,30 seconds
3.829,1.925,1.083,7.496,6.553,1.468,1.253,0.071,5.711,5.371,A2,30 seconds
11.786,5.798,7.993,1.742,4.061,8.978,4.277,3.816,9.106,3.247,A2,30 seconds
5.577,5.493,19.016,2.047,1.064,1.369,1.904,4.548,1.321,2.792,A2,30 seconds
3.788,0.21,3.992,0.481,1.987,2.985,2.61,7.769,7.199,4.721,A2,30 seconds
12.843,6.317,5.651,5.029,1.848,0.583,3.409,0.625,8.873,3.602,A2,30 seconds
14.768,3.29,5.895,2.731,3.746,0.736,0.63,2.279,1.443,0.464,A2,30 seconds
1.064,2.589,2.43,4.467,1.482,1.224,1.091,4.999,1.077,0.878,A2,30 seconds
12.03,0.492,8.042,1.234,10.787,2.215,1.511,3.157,1.818,2.372,A2,30 seconds
4.67,2.627,1.674,3.504,3.172,6.035,3.802,13.336,4.369,4.172,A2,30 seconds
20.041,1.468,6.012,0.563,1.899,8.009,8.912,5.231,4.526,3.653,A2,30 seconds
5.008,1.376,7.378,2.121,5.576,11.608,2.84,1.254,3.727,2.22,A2,30 seconds
8.424,3.968,5.895,9.041,7.005,2.116,4.805,5.626,0.522,1.447,A2,30 seconds
0.888,2.474,1.62,8.818,5.594,4.822,3.057,0.832,0.522,2.924,A2,30 seconds
6.215,0.065,3.674,6.574,0.243,4.952,0.006,4.565,3.415,6.459,A2,30 seconds
6.513,2.223,2.913,2.243,4.497,5.486,6.838,0.888,3.459,1.915,A2,30 seconds
9.224,4.395,0.039,3.389,0.487,8.604,4.602,1.942,4.626,1.874,A2,30 seconds
2.406,0.362,1.425,0.759,0.888,7.346,5.645,2.23,3.295,3.9,A2,30 seconds
9.075,8.665,0.132,1.348,7.93,2.474,12.274,0.62,5.289,2.152,A2,30 seconds
5.727,8.597,7.11,4.683,1.813,0.659,7.611,1.01,5.346,6.317,A2,30 seconds
15.134,0.667,2.986,5.748,7.285,5.509,3.693,3.304,0.201,0.471,A2,30 seconds
6.35,11.105,0.571,3.422,0.487,0.431,5.279,5.297,2.452,2.223,A2,30 seconds
13.535,8.017,4.206,1.633,0.14,1.285,6.025,5.56,2.838,1.674,A2,30 seconds
7.069,2.101,8.501,0.271,2.162,0.088,6.079,3.125,5.047,3.226,A2,30 seconds
6.825,2.627,3.284,0.136,4.67,2.855,1.485,3.613,0.653,3.44,A2,30 seconds
4.141,7.651,7.012,6.289,4.478,2.314,0.63,4.431,0.356,7.001,A2,30 seconds
16.15,0.278,4.45,9.387,4.218,1.201,5.754,5.512,1.831,0.006,A2,30 seconds
9.834,3.877,1.405,5.659,7.598,3.61,0.17,3.857,2.971,3.918,A2,30 seconds
0.779,2.871,1.864,2.881,4.043,2.619,0.902,4.475,0.289,0.698,A2,30 seconds
4.276,4.693,3.889,1.308,2.701,2.467,3.693,9.184,2.053,5.029,A2,30 seconds
1.498,9.725,6.5,3.511,0.611,5.669,5.226,3.487,2.472,0.481,A2,30 seconds
2.812,0.37,3.674,6.866,5.872,5.082,0.658,4.926,0.023,4.019,A2,30 seconds
9.956,9.146,8.139,2.169,4.584,5.615,0.738,8.493,2.561,3.826,A2,30 seconds
13.901,1.59,6.817,11.189,0.278,4.289,7.651,0.852,4.415,0.576,A2,30 seconds
3.748,4.327,0.332,7.171,4.654,6.027,2.135,2.132,0.888,1.051,A2,30 seconds
0.535,4.053,1.596,2.934,1.202,0.751,2.854,6.724,0.522,3.249,A2,30 seconds
2.121,3.077,2.742,2.202,8.61,5.105,5.51,7.908,7.352,8.442,A2,30 seconds
6.866,7.445,2.625,2.128,7.354,3.671,0.359,10.14,0.809,3.188,A2,30 seconds
3.816,6.347,4.499,12.538,2.51,4.212,3.287,2.345,1.986,0.268,A2,30 seconds
3.097,10.648,3.743,2.162,4.199,1.841,3.382,3.052,5.291,5.026,A2,30 seconds
13.25,5.608,3.382,5.516,5.594,9.184,1.539,0.381,0.844,7.102,A2,30 seconds
14.551,1.704,0.82,3.3,3.957,0.248,2.853,1.235,2.507,3.47,A2,30 seconds
8.383,1.308,1.405,1.437,1.028,4.929,3.247,2.364,3.359,5.331,A2,30 seconds
4.304,6.896,4.358,3.938,9.481,3.366,4.385,1.918,5.358,3.595,A2,30 seconds
8.655,0.393,0.551,13.25,1.203,1.651,0.779,0.961,8.627,0.962,A2,30 seconds
7.692,14.49,2.747,0.827,12.931,0.705,0.44,7.915,0.121,5.473,A2,30 seconds
8.167,14.49,1.479,1.409,3.328,0.873,14.347,3.06,1.343,1.508,A2,30 seconds
11.583,14.216,3.504,5.069,3.992,0.69,6.351,3.962,10.002,5.788,A2,30 seconds
0.36,6.652,3.406,3.857,0.245,5.204,4.372,3.931,0.6,1.579,A2,30 seconds
19.444,4.693,3.035,6.879,1.655,5.151,6.608,0.368,11.723,2.383,A2,30 seconds
6.391,2.07,4.724,7.618,4.391,0.934,0.549,1.954,6.409,7.232,A2,30 seconds
9.441,0.515,11.819,2.202,4.898,3.328,9.889,3.987,5.457,5.628,A2,30 seconds
0.197,0.126,0.4,8.119,2.701,11.326,1.416,10.921,8.33,7.374,A2,30 seconds
13.466,0.187,7.798,3.694,2.788,8.993,2.935,5.931,4.114,1.773,A2,30 seconds
1.823,5.974,10.989,4.629,8.889,0.202,2.189,0.632,2.474,1.643,A2,30 seconds
5.293,6.591,0.498,2.121,0.68,2.001,5.117,1.632,0.055,9.113,A2,30 seconds
2.894,3.633,10.086,3.788,7.545,0.378,0.251,0.051,3.006,0.545,A2,30 seconds
14.755,13.599,8.042,4.947,3.973,3.587,4.588,1.803,2.762,5.13,A2,30 seconds
5.687,2.192,8.871,8.648,4.898,1.384,8.831,0.942,3.073,1.468,A2,30 seconds
7.977,3.016,6.7,8.566,6.169,0.995,1.918,5.651,0.043,3.829,A2,30 seconds
0.372,6.744,0.986,4.195,5.96,1.277,1.932,0.356,0.165,5.903,A2,30 seconds
3.178,9.55,1.449,4.581,3.748,1.567,2.894,1.218,2.563,3.066,A2,30 seconds
8.953,5.524,7.329,8.302,11.78,0.637,0.332,6.512,1.498,0.85,A2,30 seconds
8.993,5.737,0.986,3.328,1.761,1.376,0.969,5.243,1.775,0.095,A2,30 seconds
4.032,2.139,0.942,6.906,2.772,2.291,1.809,7.017,6.067,2.311,A2,30 seconds
5.74,4.273,7.037,5.585,3.694,10.602,6.852,8.293,0.554,2.253,A2,30 seconds
10.892,4.175,7.354,4.812,1.743,4.663,5.008,0.937,7.099,4.578,A2,30 seconds
5.239,8.818,2.162,10.274,0.679,9.839,3.111,2.486,8.017,3.229,A2,30 seconds
3.504,9.58,8.627,2.772,10.335,8.497,2.229,1.535,0.467,0.055,A2,30 seconds
10.77,5.547,6.431,2.738,3.729,0.927,4.209,6.627,0.476,2.467,A2,30 seconds
10.119,7.11,3.718,2.271,2.823,2.146,1.905,4.004,8.773,3.562,A2,30 seconds
1.579,13.453,4.089,6.431,5.611,2.497,4.006,3.76,1.454,4.782,A2,30 seconds
8.912,3.298,5.26,14.531,2.352,3.626,1.769,2.271,1.33,2.517,A2,30 seconds
9.346,4.944,5.943,4.581,10.264,2.352,3.233,3.279,6.988,4.334,A2,30 seconds
3.897,13.545,9.53,3.524,2.439,0.4,6.473,5.28,0.121,1.234,A2,30 seconds
19.35,0.637,3.84,13.771,2.143,4.922,5.455,3.443,1.931,3.829,A2,30 seconds
3.287,1.247,1.966,4.703,3.154,9.382,0.509,1.144,2.984,2.677,A2,30 seconds
5.699,1.094,6.231,7.11,0.557,0.126,4.575,3.382,8.951,0.746,A2,30 seconds
0.901,7.163,8.33,11.758,6.517,1.231,3.721,3.438,0.056,0.057,A2,30 seconds
1.226,3.755,4.304,0.197,7.702,1.391,1.01,0.059,2.03,2.04,A2,30 seconds
7.326,7.018,5.914,11.27,2.231,1.407,0.441,6.414,7.064,1.193,A2,30 seconds
4.892,0.591,3.186,1.372,3.2,1.874,2.017,2.165,3.792,3.68,A3,30 seconds
7.695,1.751,4.842,9.607,4.938,2.695,6.399,3.318,6.462,5.288,A3,30 seconds
6.757,11.08,7.493,2.567,0.756,1.472,2.132,5.849,4.498,0.341,A3,30 seconds
1.309,3.563,7.248,5.831,1.555,1.046,0.665,0.479,6.348,3.162,A3,30 seconds
7.882,5.766,8.674,3.5,3.819,0.807,8.565,0.095,1.834,3.855,A3,30 seconds
2.101,2.934,3.611,12.707,5.078,2.637,3.649,0.752,6.259,1.64,A3,30 seconds
3.68,18.569,14.324,9.257,2.235,10.947,5.156,10.164,7.892,1.454,A3,30 seconds
1.915,2.794,1.57,1.845,4.432,6.028,2.241,7.325,4.993,1.064,A3,30 seconds
2.614,2.654,9.087,0.253,7.429,10.713,5.84,9.591,9.615,3.179,A3,30 seconds
1.162,5.493,2.654,7.339,6.45,5.09,9.032,8.339,2.235,6.337,A3,30 seconds
4.705,12.835,2.458,2.118,4.778,2.602,6.29,2.577,4.936,1.057,A3,30 seconds
11.238,0.108,13.541,11.092,4.712,1.262,2.623,3.297,1.421,5.259,A3,30 seconds
20.189,7.234,5.513,1.232,3.953,0.189,0.354,1.549,2.222,0.539,A3,30 seconds
13.942,4.962,13.563,3.633,5.191,3.056,4.426,3.367,1.726,4.082,A3,30 seconds
3.959,9.122,8.92,0.726,0.563,6.972,10.352,11.066,0.029,3.919,A3,30 seconds
6.39,2.304,5.402,5.458,4.439,6.255,6.732,1.633,0.995,8.698,A3,30 seconds
2.141,1.605,3.416,6.477,4.432,2.427,1.628,10.045,6.303,2.328,A3,30 seconds
8.348,8.913,6.744,8.691,2.314,5.696,5.855,5.255,2.699,2.357,A3,30 seconds
8.534,4.962,2.465,1.535,3.3,5.44,4.472,0.353,0.982,2.369,A3,30 seconds
2.701,9.367,4.165,10.766,15.161,5.265,3.686,9.899,1.662,3.342,A3,30 seconds
2.241,3.884,4.73,6.134,8.248,3.517,2.35,3.871,0.671,0.714,A3,30 seconds
3.5,7.689,3.22,9.56,6.61,3.01,5.917,2.688,5.089,0.58,A3,30 seconds
7.043,3.948,7.157,0.836,2.254,2.759,8.917,4.548,11.586,1.169,A3,30 seconds
3.406,8.639,5.374,1.419,1.342,4.262,0.152,1.863,1.751,2.992,A3,30 seconds
7.316,1.367,6.492,3.057,10.506,3.604,2.583,5.353,2.184,6.826,A3,30 seconds
0.143,1.332,0.451,7.579,8.868,1.448,4.432,3.919,2.069,1.46,A3,30 seconds
14.076,8.569,6.996,0.626,0.976,9.968,5.809,3.542,7.918,0.51,A3,30 seconds
9.047,0.521,7.555,5.667,6.197,10.801,8.932,0.661,4.637,0.3,A3,30 seconds
2.98,7.934,2.66,5.102,1.042,0.923,11.254,4.71,1.554,1.116,A3,30 seconds
7.549,3.709,1.395,8.132,5.811,7.066,13.159,0.57,1.948,2.339,A3,30 seconds
3.959,4.647,2.269,5.311,6.051,8.954,0.416,3.353,4.294,3.19,A3,30 seconds
17.252,2.06,5.843,0.3,4.459,1.839,2.203,2.822,1.167,3.593,A3,30 seconds
18.178,11.856,11.297,1.005,6.29,2.905,3.105,1.521,1.44,0.469,A3,30 seconds
0.043,3.954,4.395,2.148,17.659,0.766,1.986,2.249,8.617,1.489,A3,30 seconds
18.091,5.801,4.702,5.318,0.217,1.535,7.493,3.849,4.962,5.23,A3,30 seconds
6.384,0.346,5.199,7.456,10.306,8.657,4.177,4.87,0.531,4.927,A3,30 seconds
1.821,9.443,4.059,4.076,1.196,3.091,6.172,2.766,1.02,1.798,A3,30 seconds
7.369,7.485,6.996,1.256,9.354,6.856,3.524,0.101,1.554,0.504,A3,30 seconds
2.521,1.85,9.569,1.518,5.637,2.427,4.099,5.821,6.182,6.407,A3,30 seconds
2.188,2.381,5.116,2.847,6.41,0.86,4.69,5.402,6.068,1.768,A3,30 seconds
3.027,6.262,2.968,7.649,7.176,10.195,3.509,6.562,1.376,2.952,A3,30 seconds
5.318,4.164,2.878,4.502,5.271,5.318,4.161,3.745,1.624,7.025,A3,30 seconds
3.779,7.514,4.367,2.544,7.775,7.636,0.96,1.374,8.973,1.64,A3,30 seconds
11.139,1.081,4.171,10.562,6.41,5.329,6.959,1.018,3.245,5.865,A3,30 seconds
7.182,0.277,1.765,0.067,4.019,3.167,2.483,4.165,9.78,8.132,A3,30 seconds
8.721,12.171,8.22,8.248,1.701,4.123,6.095,8.129,3.69,2.218,A3,30 seconds
16.693,2.416,0.221,7.129,10.113,8.511,3.531,8.878,8.267,0.486,A3,30 seconds
1.815,3.214,3.052,0.23,2.814,7.992,3.5,2.864,2.006,2.066,A3,30 seconds
8.108,5.836,5.423,16.15,10.006,9.524,3.151,3.919,5.947,2.357,A3,30 seconds
9.181,0.353,2.129,4.472,4.232,6.71,5.908,4.738,0.251,6.069,A3,30 seconds
7.043,8.423,6.968,5.761,4.399,3.849,3.447,3.116,1.434,1.448,A3,30 seconds
4.752,8.045,12.975,0.889,0.682,1.92,5.84,1.549,3.239,4.146,A3,30 seconds
1.955,8.773,4.646,0.043,1.801,9.041,2.878,1.843,3.703,6.069,A3,30 seconds
7.975,11.185,3.779,8.854,7.529,2.077,7.571,0.305,2.749,4.327,A3,30 seconds
1.302,2.87,0.619,6.593,6.437,4.968,12.544,1.829,2.622,2.945,A3,30 seconds
11.005,5.556,7.549,6.763,10.246,3.377,4.783,3.661,4.212,2.141,A3,30 seconds
8.948,3.849,0.305,2.101,0.796,2.322,3.851,0.605,4.142,3.919,A3,30 seconds
2.847,11.716,4.612,4.915,2.001,3.36,9.607,1.745,1.637,2.427,A3,30 seconds
0.516,0.667,2.66,8.208,9.008,3.196,4.758,0.507,0.219,3.796,A3,30 seconds
2.894,3.5,13.647,1.885,0.137,0.888,8.512,9.695,1.828,5.737,A3,30 seconds
16.5,8.213,4.702,2.398,4.232,4.612,2.521,2.912,5.146,1.244,A3,30 seconds
5.924,11.331,7.835,5.201,7.929,4.444,2.862,2.828,1.478,4.158,A3,30 seconds
0.143,4.723,9.849,7.182,4.439,7.025,1.06,3.234,12.914,2.066,A3,30 seconds
0.883,6.29,7.717,0.603,1.395,6.308,5.047,0.71,5.648,5.691,A3,30 seconds
7.456,0.947,9.395,2.404,8.128,9.717,4.541,3.094,8.223,3.773,A3,30 seconds
5.784,13.289,2.856,6.297,13.623,8.517,2.157,2.039,2.393,4.146,A3,30 seconds
11.791,6.955,9.143,1.512,0.456,5.888,1.588,1.206,0.747,4.176,A3,30 seconds
4.472,5.241,3.969,1.658,8.894,1.839,4.168,0.94,10.836,6.32,A3,30 seconds
8.901,1.92,7.074,5.195,0.663,7.042,5.722,0.367,5.178,7.001,A3,30 seconds
7.369,2.689,2.766,0.05,11.225,8.948,0.214,0.87,0.938,5.999,A3,30 seconds
2.141,6.955,1.088,0.58,3.134,3.738,0.314,5.877,7.562,2.025,A3,30 seconds
5.784,6.856,0.535,9.14,10.812,0.598,1.675,1.983,9.132,0.871,A3,30 seconds
1.116,1.605,3.801,4.525,1.715,1.174,2.98,12.164,1.98,9.892,A3,30 seconds
4.945,3.115,2.017,11.681,0.816,4.315,3.944,4.976,9.628,2.386,A3,30 seconds
4.239,2.409,10.045,0.772,1.615,6.78,5.364,7.773,5.845,4.356,A3,30 seconds
5.737,0.871,1.983,1.489,3.233,13.08,0.401,4.199,0.448,1.005,A3,30 seconds
4.938,4.857,0.948,0.096,6.97,1.646,2.685,4.234,6.513,5.556,A3,30 seconds
3.866,4.577,1.234,0.702,0.942,0.737,0.618,2.66,2.578,5.306,A3,30 seconds
7.316,1.43,4.556,0.493,7.016,6.553,0.143,1.765,3.207,4.146,A3,30 seconds
14.822,1.262,0.836,6.966,9.234,3.465,10.191,1.528,8.617,1.495,A3,30 seconds
13.103,1.57,7.416,2.887,0.896,2.025,3.695,5.304,4.568,1.518,A3,30 seconds
15.194,5.248,2.346,8.971,2.454,0.399,4.012,1.675,3.665,0.172,A3,30 seconds
3.913,11.745,14.038,0.26,12.071,2.235,13.367,5.717,3.5,6.255,A3,30 seconds
