# percent estimate error for select word 'eat'; TTS: 30 - 180 minutes, sampling interval size = 30 sec 
30.0,40.0,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,130.0,140.0,150.0,160.0,170.0,180.0,Transcript
19.596,49.511,51.489,13.617,36.681,35.213,81.617,59.468,23.894,13.617,7.34,2.511,40.872,24.574,14.915,28.468,A1
6.979,99.34,20.277,13.617,76.553,15.277,29.128,39.532,8.723,22.915,1.191,25.298,14.277,25.255,34.34,30.681,A1
46.851,0.34,59.468,0.34,42.383,19.596,10.745,12.298,9.383,13.617,14.128,2.511,14.277,37.702,61.809,6.319,A1
86.702,19.596,12.298,53.489,25.298,35.213,10.745,35.553,15.979,16.277,4.277,17.426,3.66,4.66,1.511,43.957,A1
33.553,60.128,35.553,92.681,14.574,15.277,15.83,3.66,23.234,32.894,19.596,87.936,22.915,66.936,3.851,10.745,A1
32.894,20.277,35.553,125.915,42.383,20.277,15.83,16.277,20.277,6.319,23.34,25.298,56.809,7.149,3.851,6.319,A1
46.851,59.468,4.319,20.277,31.66,24.574,20.277,40.191,26.851,46.17,16.532,20.277,6.979,0.34,31.319,17.383,A1
73.426,30.234,83.383,0.34,8.213,30.234,24.702,7.638,15.979,9.638,7.34,5.362,6.979,57.638,0.83,21.809,A1
32.894,10.298,51.489,0.34,3.17,4.66,15.17,4.319,5.106,6.319,28.809,2.511,17.617,14.617,24.298,32.894,A1
86.702,69.426,59.468,52.83,87.936,39.532,60.128,67.447,42.021,32.894,13.468,5.362,9.638,34.553,66.511,26.915,A1
6.319,29.574,4.319,59.468,31.0,84.383,11.404,12.298,5.766,43.532,38.66,8.872,9.638,25.255,1.511,28.468,A1
20.277,79.404,107.298,46.851,2.511,45.191,19.596,24.255,12.362,16.936,14.128,36.681,1.0,32.064,21.936,13.617,A1
6.319,60.128,99.34,59.468,2.511,20.277,20.277,24.255,26.851,36.213,26.404,25.957,20.277,5.319,1.511,17.383,A1
46.17,40.191,4.319,32.894,19.596,15.277,19.596,51.489,45.638,10.298,1.872,17.426,4.319,0.34,28.979,4.106,A1
6.979,30.234,51.489,26.915,8.213,10.298,33.553,55.489,41.34,3.0,1.872,20.277,1.0,7.149,12.574,35.106,A1
