# percent estimate error for xds (target child; child-directed speech); TTS: 30 - 180 minutes, sampling interval size = 30 seconds
30.0,40.0,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,130.0,140.0,150.0,160.0,170.0,180.0,Transcript
10.49,4.642,9.97,6.915,3.061,2.658,9.591,2.903,3.847,5.091,12.494,1.995,10.225,14.193,0.686,0.97,A1
26.735,12.515,13.465,4.664,19.258,19.068,3.765,3.917,2.297,18.411,8.724,8.085,4.409,4.109,11.449,0.308,A1
0.45,20.08,12.451,7.435,3.454,4.203,2.061,14.88,0.841,8.158,3.674,15.389,7.384,10.623,5.325,4.096,A1
16.221,8.359,14.582,11.604,0.443,10.01,6.891,4.301,10.064,2.972,1.773,4.949,8.671,8.451,6.836,8.264,A1
3.386,22.437,13.218,2.818,16.363,4.642,12.338,1.07,3.072,6.618,1.215,4.611,6.938,6.227,2.724,3.007,A1
2.818,9.637,2.221,9.779,11.553,15.244,19.914,3.32,1.035,2.747,14.363,1.049,4.741,15.005,5.3,0.876,A1
3.954,40.552,31.546,20.506,3.089,11.449,4.002,18.75,30.352,5.601,10.724,9.059,7.952,7.199,2.849,7.815,A1
15.937,12.727,13.721,3.457,11.22,2.404,0.023,1.189,14.193,11.462,14.068,2.696,4.409,6.973,0.912,4.925,A1
6.796,5.494,2.894,2.51,5.192,4.322,10.727,9.637,0.648,17.216,11.675,0.197,2.789,13.98,1.671,3.41,A1
18.494,16.683,6.304,0.26,6.134,18.494,14.706,10.362,21.439,2.724,4.686,6.621,0.885,21.984,0.442,4.665,A1
14.326,10.81,3.15,3.315,13.806,12.154,10.963,21.316,11.21,23.254,4.49,17.977,4.466,2.031,9.669,6.464,A1
7.838,3.35,6.048,17.096,6.499,9.904,3.15,6.909,5.746,4.713,5.539,10.792,2.391,6.547,2.391,3.552,A1
21.052,1.338,27.71,6.275,13.197,11.302,2.533,17.471,3.747,4.771,6.195,5.525,7.071,20.732,4.848,1.966,A1
4.002,6.654,1.445,6.725,17.919,9.264,6.086,4.011,6.482,5.055,8.232,15.815,12.215,3.484,9.061,10.727,A1
8.691,5.92,1.027,10.561,18.406,28.032,0.308,7.762,8.691,2.32,1.506,10.003,4.429,13.486,4.955,1.136,A1
7.838,2.285,6.398,11.462,23.0,0.912,12.669,13.891,0.399,14.965,5.08,3.244,5.452,2.51,3.67,1.492,A1
26.545,9.543,10.396,4.38,12.04,5.748,0.876,2.212,9.582,13.202,3.211,5.253,0.735,0.367,7.212,14.777,A1
27.682,25.634,9.126,2.226,10.855,3.576,2.581,8.273,15.627,3.292,7.014,4.946,4.125,4.895,14.909,11.011,A1
18.873,27.966,7.847,3.079,6.986,4.842,18.067,5.631,6.095,6.05,7.543,11.979,8.87,5.055,6.729,1.065,A1
13.616,18.175,14.488,3.244,9.361,6.068,9.117,11.163,10.955,10.667,16.265,2.635,5.119,1.152,3.695,6.441,A1
3.15,12.953,15.937,8.146,6.045,0.42,2.866,3.201,19.579,21.798,5.707,0.471,5.338,1.192,2.793,10.988,A1
9.828,8.359,4.514,1.729,8.508,7.306,12.147,5.247,2.375,10.36,3.576,0.565,3.576,13.14,6.829,0.616,A1
25.266,9.33,24.206,2.866,4.063,2.99,20.957,19.389,6.831,6.157,1.543,6.164,9.742,14.925,0.467,6.891,A1
11.626,33.2,9.467,1.823,2.236,6.347,1.634,6.185,0.825,1.184,1.834,9.909,10.936,8.211,1.765,4.286,A1
14.09,13.58,8.273,6.014,14.11,20.839,3.008,4.045,6.809,2.972,4.002,6.59,4.38,10.596,9.587,6.606,A1
16.599,14.432,8.7,3.86,24.462,4.523,8.028,6.816,1.212,0.628,1.248,15.727,6.616,1.472,0.668,8.453,A1
5.423,14.006,4.173,21.478,8.874,15.99,2.866,19.816,8.032,18.104,6.85,1.995,0.053,1.818,9.117,6.701,A1
5.517,1.539,23.354,0.757,1.567,0.526,1.019,0.26,10.202,19.453,1.445,7.75,0.658,9.517,7.061,17.049,A1
13.047,8.371,16.116,10.206,7.595,15.884,10.301,6.27,2.081,8.785,4.162,1.323,2.647,3.324,6.077,4.167,A1
18.068,1.765,3.585,7.577,23.0,16.843,2.439,8.487,16.573,0.544,14.265,5.007,5.054,0.646,0.617,9.899,A1
20.91,6.24,5.034,16.932,20.139,6.453,6.843,8.393,7.08,25.231,7.342,2.389,3.093,4.562,2.272,17.618,A1
0.308,4.215,14.155,13.38,23.764,10.662,2.771,7.932,22.735,20.555,2.457,11.827,4.409,2.152,7.011,5.731,A1
20.72,1.752,8.435,15.937,21.755,3.936,7.459,7.123,11.171,5.707,12.298,4.827,0.223,1.951,0.918,0.071,A1
13.758,0.154,21.572,18.233,8.176,10.277,0.166,3.107,0.592,11.142,4.523,3.274,3.661,2.031,5.701,0.616,A1
0.166,12.847,8.614,2.96,8.752,6.134,0.261,5.111,8.381,10.36,13.244,9.3,8.899,7.106,4.454,7.459,A1
13.047,9.863,3.576,7.199,14.143,0.539,7.506,1.368,20.703,2.32,7.052,15.97,6.853,10.57,2.724,6.205,A1
