# Percent Error Rates for Total Sampled Time (minutes) analyis; TTS: 30 min - 180 min, sampling interval:30 seconds
6.825,2.627,3.284,0.136,4.67,2.855,1.485,3.613,0.653,3.44,A2,5.552,3.059,1.747,0.049,0.418,4.731
4.141,7.651,7.012,6.289,4.478,2.314,0.63,4.431,0.356,7.001,A2,2.483,1.43,0.913,3.29,10.73,0.162
16.15,0.278,4.45,9.387,4.218,1.201,5.754,5.512,1.831,0.006,A2,1.235,0.062,4.182,1.49,3.238,1.532
9.834,3.877,1.405,5.659,7.598,3.61,0.17,3.857,2.971,3.918,A2,2.894,10.168,6.549,1.773,1.8,3.05
0.779,2.871,1.864,2.881,4.043,2.619,0.902,4.475,0.289,0.698,A2,4.989,0.278,0.913,2.192,0.569,4.927
4.276,4.693,3.889,1.308,2.701,2.467,3.693,9.184,2.053,5.029,A2,0.663,4.514,3.357,2.291,8.136,1.125
1.498,9.725,6.5,3.511,0.611,5.669,5.226,3.487,2.472,0.481,A2,0.062,3.058,2.612,2.665,2.8,0.671
2.812,0.37,3.674,6.866,5.872,5.082,0.658,4.926,0.023,4.019,A2,2.058,0.384,1.056,0.705,0.501,1.423
9.956,9.146,8.139,2.169,4.584,5.615,0.738,8.493,2.561,3.826,A2,10.542,1.672,0.506,4.807,5.211,1.952
13.901,1.59,6.817,11.189,0.278,4.289,7.651,0.852,4.415,0.576,A2,3.297,1.648,5.48,2.383,1.243,0.522
3.748,4.327,0.332,7.171,4.654,6.027,2.135,2.132,0.888,1.051,A2,0.717,0.105,0.844,2.085,4.914,5.645
0.535,4.053,1.596,2.934,1.202,0.751,2.854,6.724,0.522,3.249,A2,4.426,1.421,0.698,2.444,0.26,6.899
2.121,3.077,2.742,2.202,8.61,5.105,5.51,7.908,7.352,8.442,A2,4.567,4.374,1.3,4.487,2.732,6.838
6.866,7.445,2.625,2.128,7.354,3.671,0.359,10.14,0.809,3.188,A2,2.565,5.874,1.853,1.956,1.111,6.358
3.816,6.347,4.499,12.538,2.51,4.212,3.287,2.345,1.986,0.268,A2,2.277,2.735,0.083,4.868,2.607,1.24
3.097,10.648,3.743,2.162,4.199,1.841,3.382,3.052,5.291,5.026,A2,3.225,3.573,3.658,1.712,2.485,1.24
13.25,5.608,3.382,5.516,5.594,9.184,1.539,0.381,0.844,7.102,A2,2.53,2.962,2.637,4.113,4.447,2.142
14.551,1.704,0.82,3.3,3.957,0.248,2.853,1.235,2.507,3.47,A2,0.097,6.815,0.608,1.025,1.053,3.836
8.383,1.308,1.405,1.437,1.028,4.929,3.247,2.364,3.359,5.331,A2,0.137,0.4,0.067,1.46,3.299,4.636
4.304,6.896,4.358,3.938,9.481,3.366,4.385,1.918,5.358,3.595,A2,4.407,3.711,2.097,2.779,1.272,0.047
8.655,0.393,0.551,13.25,1.203,1.651,0.779,0.961,8.627,0.962,A2,6.872,4.609,1.88,0.659,0.307,0.65
7.692,14.49,2.747,0.827,12.931,0.705,0.44,7.915,0.121,5.473,A2,1.357,1.569,1.018,0.088,0.181,4.046
8.167,14.49,1.479,1.409,3.328,0.873,14.347,3.06,1.343,1.508,A2,1.983,2.475,0.364,0.149,0.529,0.136
11.583,14.216,3.504,5.069,3.992,0.69,6.351,3.962,10.002,5.788,A2,0.015,4.358,3.048,0.423,2.876,1.715
0.36,6.652,3.406,3.857,0.245,5.204,4.372,3.931,0.6,1.579,A2,3.891,4.846,0.324,1.231,3.457,3.151
19.444,4.693,3.035,6.879,1.655,5.151,6.608,0.368,11.723,2.383,A2,6.919,4.705,2.059,1.003,2.209,0.725
6.391,2.07,4.724,7.618,4.391,0.934,0.549,1.954,6.409,7.232,A2,0.691,3.528,0.026,1.62,2.596,2.034
9.441,0.515,11.819,2.202,4.898,3.328,9.889,3.987,5.457,5.628,A2,2.39,4.201,6.732,0.507,2.348,1.531
0.197,0.126,0.4,8.119,2.701,11.326,1.416,10.921,8.33,7.374,A2,2.84,4.183,2.629,5.821,5.983,6.385
13.466,0.187,7.798,3.694,2.788,8.993,2.935,5.931,4.114,1.773,A2,1.113,4.504,0.189,2.352,5.933,0.271
1.823,5.974,10.989,4.629,8.889,0.202,2.189,0.632,2.474,1.643,A2,3.656,2.51,1.653,0.179,2.499,6.56
5.293,6.591,0.498,2.121,0.68,2.001,5.117,1.632,0.055,9.113,A2,0.832,4.034,7.603,3.595,0.131,4.69
2.894,3.633,10.086,3.788,7.545,0.378,0.251,0.051,3.006,0.545,A2,3.297,4.279,6.041,3.534,3.902,4.757
14.755,13.599,8.042,4.947,3.973,3.587,4.588,1.803,2.762,5.13,A2,6.143,1.308,0.69,0.233,11.38,1.613
5.687,2.192,8.871,8.648,4.898,1.384,8.831,0.942,3.073,1.468,A2,1.47,3.04,9.392,1.483,3.35,5.55
7.977,3.016,6.7,8.566,6.169,0.995,1.918,5.651,0.043,3.829,A2,5.552,2.162,0.286,0.911,0.343,8.235
0.372,6.744,0.986,4.195,5.96,1.277,1.932,0.356,0.165,5.903,A2,1.796,0.705,1.609,1.94,5.301,5.151
3.178,9.55,1.449,4.581,3.748,1.567,2.894,1.218,2.563,3.066,A2,5.287,3.974,1.08,0.568,2.915,3.002
8.953,5.524,7.329,8.302,11.78,0.637,0.332,6.512,1.498,0.85,A2,2.681,2.779,1.072,0.248,3.321,0.786
8.993,5.737,0.986,3.328,1.761,1.376,0.969,5.243,1.775,0.095,A2,3.15,0.018,5.277,1.696,1.95,4.419
4.032,2.139,0.942,6.906,2.772,2.291,1.809,7.017,6.067,2.311,A2,3.044,6.492,3.328,4.419,9.184,3.314
5.74,4.273,7.037,5.585,3.694,10.602,6.852,8.293,0.554,2.253,A2,2.23,7.155,2.812,0.766,3.087,0.156
10.892,4.175,7.354,4.812,1.743,4.663,5.008,0.937,7.099,4.578,A2,1.132,7.633,2.479,0.049,0.773,1.2
5.239,8.818,2.162,10.274,0.679,9.839,3.111,2.486,8.017,3.229,A2,1.479,0.993,0.991,2.955,3.78,0.746
3.504,9.58,8.627,2.772,10.335,8.497,2.229,1.535,0.467,0.055,A2,0.275,1.848,0.725,4.335,2.933,5.151
10.77,5.547,6.431,2.738,3.729,0.927,4.209,6.627,0.476,2.467,A2,2.227,1.299,1.796,1.666,5.84,0.875
10.119,7.11,3.718,2.271,2.823,2.146,1.905,4.004,8.773,3.562,A2,3.673,2.3,3.113,6.805,3.116,0.718
1.579,13.453,4.089,6.431,5.611,2.497,4.006,3.76,1.454,4.782,A2,0.607,0.471,5.423,0.057,2.535,1.2
8.912,3.298,5.26,14.531,2.352,3.626,1.769,2.271,1.33,2.517,A2,0.979,4.26,0.307,4.777,2.09,1.654
